seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51197,1984,  39.6737,   2.0068,   1.2060,   5.1728,   0.6872,   0.4798,   0.4438,   0.1499
B51197,1985,  38.9033,   2.0514,   0.9877,   5.1236,   0.6892,   0.4222,   0.3905,   0.1319
B51197,1986,  34.7390,   2.1943,   1.1339,   5.0745,   0.6912,   0.3837,   0.3550,   0.1199
B51197,1987,  43.9753,   2.1467,   1.1292,   5.0254,   0.6932,   0.5124,   0.4739,   0.1601
B51197,1988,  28.9841,   1.7632,   0.8927,   4.9762,   0.6952,   0.3337,   0.3087,   0.1043
B51197,1989,  52.1771,   2.6184,   1.5922,   4.9271,   0.6972,   0.5894,   0.5452,   0.1842
B51197,1990,  44.3589,   1.9310,   1.3437,   4.8779,   0.6992,   0.4859,   0.4494,   0.1518
B51197,1991,  39.1985,   1.9652,   1.0647,   4.8288,   0.7012,   0.4600,   0.4255,   0.1438
B51197,1992,  43.0559,   2.2092,   1.2360,   4.7797,   0.7031,   0.5261,   0.4867,   0.1644
B51197,1993,  44.6651,   2.4456,   1.2252,   4.7306,   0.7051,   0.4845,   0.4482,   0.1514
B51197,1994,  42.0304,   1.9407,   1.3189,   4.6814,   0.7071,   0.4643,   0.4295,   0.1451
B51197,1995,  41.6029,   2.2183,   1.4228,   4.6323,   0.7091,   0.4912,   0.4544,   0.1535
B51197,1996,  48.0795,   2.5720,   1.5502,   4.5831,   0.7111,   0.5299,   0.4902,   0.1656
B51197,1997,  33.4040,   1.9306,   1.0612,   4.5340,   0.7131,   0.3952,   0.3656,   0.1235
B51197,1998,  44.8658,   2.2767,   1.4187,   4.4849,   0.7151,   0.5570,   0.5153,   0.1741
B51197,1999,  37.8290,   2.0312,   1.1281,   4.4357,   0.7171,   0.4246,   0.3927,   0.1327
B51197,2000,  35.5912,   2.0733,   1.2798,   4.3866,   0.7191,   0.4384,   0.4056,   0.1370
B51197,2001,  36.8288,   1.7379,   1.1738,   4.3374,   0.7211,   0.4534,   0.4194,   0.1417
B51197,2002,  44.1402,   1.8654,   1.1713,   4.2883,   0.7231,   0.4749,   0.4393,   0.1484
B51197,2003,  61.2391,   2.4757,   1.7623,   4.2392,   0.7251,   0.7190,   0.6651,   0.2247
B51197,2004,  50.7011,   1.8029,   1.2777,   4.1900,   0.7271,   0.5812,   0.5376,   0.1816
B51197,2005,  37.8121,   1.7517,   1.2444,   4.1409,   0.7291,   0.4339,   0.4014,   0.1356
