seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51077,1984,  42.5228,   2.0757,   1.2297,   5.4523,   0.6430,   0.5194,   0.4804,   0.1623
B51077,1985,  41.7318,   2.1089,   1.0143,   5.4097,   0.6465,   0.4600,   0.4255,   0.1438
B51077,1986,  37.2071,   2.1815,   1.0773,   5.3671,   0.6499,   0.4020,   0.3718,   0.1256
B51077,1987,  45.1271,   2.1926,   1.1613,   5.3246,   0.6533,   0.5341,   0.4940,   0.1669
B51077,1988,  31.3486,   1.7761,   0.9017,   5.2820,   0.6568,   0.3569,   0.3301,   0.1115
B51077,1989,  53.8678,   2.5354,   1.5625,   5.2394,   0.6602,   0.6095,   0.5638,   0.1905
B51077,1990,  49.3550,   2.0493,   1.3831,   5.1969,   0.6636,   0.5352,   0.4951,   0.1673
B51077,1991,  42.2180,   2.0480,   1.0795,   5.1543,   0.6671,   0.4894,   0.4527,   0.1529
B51077,1992,  52.4727,   2.4537,   1.3774,   5.1117,   0.6705,   0.6404,   0.5924,   0.2001
B51077,1993,  45.5734,   2.3985,   1.1810,   5.0691,   0.6739,   0.4957,   0.4585,   0.1549
B51077,1994,  47.6635,   2.0085,   1.3461,   5.0266,   0.6774,   0.5273,   0.4877,   0.1648
B51077,1995,  49.5483,   2.4335,   1.5873,   4.9840,   0.6808,   0.5905,   0.5462,   0.1845
B51077,1996,  54.0530,   2.8030,   1.6682,   4.9414,   0.6842,   0.5918,   0.5474,   0.1849
B51077,1997,  38.2141,   2.0541,   1.1551,   4.8988,   0.6877,   0.4496,   0.4159,   0.1405
B51077,1998,  50.4016,   2.4450,   1.4961,   4.8563,   0.6911,   0.6326,   0.5851,   0.1977
B51077,1999,  41.1307,   2.1689,   1.1777,   4.8137,   0.6945,   0.4552,   0.4211,   0.1423
B51077,2000,  37.4280,   2.1320,   1.2537,   4.7711,   0.6980,   0.4484,   0.4148,   0.1401
B51077,2001,  37.1080,   1.7338,   1.1769,   4.7285,   0.7014,   0.4413,   0.4082,   0.1379
B51077,2002,  46.0520,   1.9206,   1.1868,   4.6860,   0.7048,   0.4919,   0.4550,   0.1537
B51077,2003,  61.5733,   2.4898,   1.7384,   4.6434,   0.7083,   0.7231,   0.6688,   0.2260
B51077,2004,  50.4021,   1.8295,   1.2993,   4.6008,   0.7117,   0.5871,   0.5430,   0.1835
B51077,2005,  42.1185,   1.8389,   1.3094,   4.5582,   0.7151,   0.4780,   0.4421,   0.1494
