TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.016638,0.199008,0,0.001664,0.016638,0.500000,0.000199,0.003105
A10003,1,0,0,1,0,1,0,1,0,0.015336,0.183433,0,0.001533,0.015336,0.500000,0.000183,0.002152
A10005,1,0,0,1,0,1,0,1,0,0.016284,0.194771,0,0.001628,0.016284,0.500000,0.000195,0.002132
A11001,1,0,0,1,0,1,0,1,0,0.015965,0.190959,0,0.001596,0.015965,0.500000,0.000191,0.003940
A24001,1,0,0,1,0,1,0,1,0,0.014166,0.169436,0,0.001416,0.014166,0.500000,0.000169,0.006413
A24003,1,0,0,1,0,1,0,1,0,0.015128,0.180952,0,0.001513,0.015128,0.500000,0.000181,0.002361
A24005,1,0,0,1,0,1,0,1,0,0.016652,0.199169,0,0.001665,0.016652,0.500000,0.000199,0.002408
A24009,1,0,0,1,0,1,0,1,0,0.016051,0.191989,0,0.001605,0.016051,0.500000,0.000192,0.003034
A24011,1,0,0,1,0,1,0,1,0,0.015476,0.185104,0,0.001547,0.015476,0.500000,0.000185,0.002636
A24013,1,0,0,1,0,1,0,1,0,0.015655,0.187248,0,0.001565,0.015655,0.500000,0.000187,0.003222
A24015,1,0,0,1,0,1,0,1,0,0.016062,0.192115,0,0.001606,0.016062,0.500000,0.000192,0.003023
A24017,1,0,0,1,0,1,0,1,0,0.015726,0.188099,0,0.001573,0.015726,0.500000,0.000188,0.004128
A24019,1,0,0,1,0,1,0,1,0,0.015423,0.184473,0,0.001542,0.015423,0.500000,0.000184,0.002961
A24021,1,0,0,1,0,1,0,1,0,0.015734,0.188193,0,0.001573,0.015734,0.500000,0.000188,0.003241
A24023,1,0,0,1,0,1,0,1,0,0.015204,0.181857,0,0.001520,0.015204,0.500000,0.000182,0.002224
A24025,1,0,0,1,0,1,0,1,0,0.016083,0.192366,0,0.001608,0.016083,0.500000,0.000192,0.002116
A24027,1,0,0,1,0,1,0,1,0,0.016250,0.194363,0,0.001625,0.016250,0.500000,0.000194,0.002773
A24029,1,0,0,1,0,1,0,1,0,0.015808,0.189074,0,0.001581,0.015808,0.500000,0.000189,0.002179
A24031,1,0,0,1,0,1,0,1,0,0.016422,0.196418,0,0.001642,0.016422,0.500000,0.000196,0.003136
A24033,1,0,0,1,0,1,0,1,0,0.015864,0.189751,0,0.001586,0.015864,0.500000,0.000190,0.003838
A24035,1,0,0,1,0,1,0,1,0,0.016489,0.197231,0,0.001649,0.016489,0.500000,0.000197,0.002383
A24037,1,0,0,1,0,1,0,1,0,0.015304,0.183057,0,0.001530,0.015304,0.500000,0.000183,0.004102
A24039,1,0,0,1,0,1,0,1,0,0.015026,0.179731,0,0.001503,0.015026,0.500000,0.000180,0.003037
A24041,1,0,0,1,0,1,0,1,0,0.015431,0.184569,0,0.001543,0.015431,0.500000,0.000185,0.002534
A24043,1,0,0,1,0,1,0,1,0,0.016857,0.201629,0,0.001686,0.016857,0.500000,0.000202,0.002479
A24045,1,0,0,1,0,1,0,1,0,0.015596,0.186544,0,0.001560,0.015596,0.500000,0.000187,0.003876
