 DIV_BS0_8441_0000, 1985,  5.21522009
 DIV_BS0_8441_0000, 1986,  5.69495843
 DIV_BS0_8441_0000, 1987,  5.21522009
 DIV_BS0_8441_0000, 1988,  5.69495835
 DIV_BS0_8441_0000, 1989,  6.15922126
 DIV_BS0_8441_0000, 1990,  5.69495843
 DIV_BS0_8441_0000, 1991,  6.63895953
 DIV_BS0_8441_0000, 1992,  6.15922126
 DIV_BS0_8441_0000, 1993,  6.17469669
 DIV_BS0_8441_0000, 1994,  9.02217574
 DIV_BS0_8441_0000, 1995,  8.96027402
 DIV_BS0_8441_0000, 1996,  7.5829607
 DIV_BS0_8441_0000, 1997,  9.02217574
 DIV_BS0_8441_0000, 1998,  9.91975071
 DIV_BS0_8441_0000, 1999,  5.1997444
 DIV_BS0_8441_0000, 2000,  0.
 DIV_BS0_8441_0000, 2001,  0.
 DIV_BS0_8441_0000, 2002,  0.
 DIV_BS0_8441_0000, 2003,  0.
 DIV_BS0_8441_0000, 2004,  0.
 DIV_BS0_8441_0000, 2005,  0.
 DIV_BS1_8140_0000, 1985,  0.
 DIV_BS1_8140_0000, 1986,  0.
 DIV_BS1_8140_0000, 1987,  0.
 DIV_BS1_8140_0000, 1988,  0.
 DIV_BS1_8140_0000, 1989,  0.
 DIV_BS1_8140_0000, 1990,  0.
 DIV_BS1_8140_0000, 1991,  0.
 DIV_BS1_8140_0000, 1992,  0.
 DIV_BS1_8140_0000, 1993,  0.
 DIV_BS1_8140_0000, 1994,  0.
 DIV_BS1_8140_0000, 1995,  0.
 DIV_BS1_8140_0000, 1996,  1.39278866
 DIV_BS1_8140_0000, 1997,  0.479738346
 DIV_BS1_8140_0000, 1998,  0.
 DIV_BS1_8140_0000, 1999,  0.
 DIV_BS1_8140_0000, 2000,  0.
 DIV_BS1_8140_0000, 2001,  0.
 DIV_BS1_8140_0000, 2002,  0.
 DIV_BS1_8140_0000, 2003,  0.
 DIV_BS1_8140_0000, 2004,  0.
 DIV_BS1_8140_0000, 2005,  0.
 DIV_BS1_8730_8540, 1985,  489.983079
 DIV_BS1_8730_8540, 1986,  616.912559
 DIV_BS1_8730_8540, 1987,  617.299444
 DIV_BS1_8730_8540, 1988,  666.975578
 DIV_BS1_8730_8540, 1989,  498.200533
 DIV_BS1_8730_8540, 1990,  315.992814
 DIV_BS1_8730_8540, 1991,  257.557594
 DIV_BS1_8730_8540, 1992,  257.046904
 DIV_BS1_8730_8540, 1993,  247.900922
 DIV_BS1_8730_8540, 1994,  188.258613
 DIV_BS1_8730_8540, 1995,  36.1660821
 DIV_BS1_8730_8540, 1996,  0.
 DIV_BS1_8730_8540, 1997,  52.1057737
 DIV_BS1_8730_8540, 1998,  168.759571
 DIV_BS1_8730_8540, 1999,  230.630337
 DIV_BS1_8730_8540, 2000,  263.902507
 DIV_BS1_8730_8540, 2001,  269.489148
 DIV_BS1_8730_8540, 2002,  174.191446
 DIV_BS1_8730_8540, 2003,  165.865664
 DIV_BS1_8730_8540, 2004,  174.88784
 DIV_BS1_8730_8540, 2005,  165.865664
 DIV_BS2_8590_8440, 1985,  0.
 DIV_BS2_8590_8440, 1986,  0.
 DIV_BS2_8590_8440, 1987,  0.
 DIV_BS2_8590_8440, 1988,  0.
 DIV_BS2_8590_8440, 1989,  0.
 DIV_BS2_8590_8440, 1990,  0.
 DIV_BS2_8590_8440, 1991,  0.
 DIV_BS2_8590_8440, 1992,  0.
 DIV_BS2_8590_8440, 1993,  0.
 DIV_BS2_8590_8440, 1994,  0.
 DIV_BS2_8590_8440, 1995,  0.
 DIV_BS2_8590_8440, 1996,  0.
 DIV_BS2_8590_8440, 1997,  0.
 DIV_BS2_8590_8440, 1998,  0.
 DIV_BS2_8590_8440, 1999,  0.
 DIV_BS2_8590_8440, 2000,  0.
 DIV_BS2_8590_8440, 2001,  0.
 DIV_BS2_8590_8440, 2002,  0.
 DIV_BS2_8590_8440, 2003,  0.
 DIV_BS2_8590_8440, 2004,  0.
 DIV_BS2_8590_8440, 2005,  0.
 DIV_BS3_8330_0000, 1985,  0.
 DIV_BS3_8330_0000, 1986,  0.
 DIV_BS3_8330_0000, 1987,  0.
 DIV_BS3_8330_0000, 1988,  0.
 DIV_BS3_8330_0000, 1989,  90.6241227
 DIV_BS3_8330_0000, 1990,  95.8548163
 DIV_BS3_8330_0000, 1991,  65.8015289
 DIV_BS3_8330_0000, 1992,  49.5368515
 DIV_BS3_8330_0000, 1993,  17.3324818
 DIV_BS3_8330_0000, 1994,  47.8809819
 DIV_BS3_8330_0000, 1995,  20.520421
 DIV_BS3_8330_0000, 1996,  10.3840136
 DIV_BS3_8330_0000, 1997,  5.18426923
 DIV_BS3_8330_0000, 1998,  0.
 DIV_BS3_8330_0000, 1999,  0.
 DIV_BS3_8330_0000, 2000,  0.
 DIV_BS3_8330_0000, 2001,  0.
 DIV_BS3_8330_0000, 2002,  0.
 DIV_BS3_8330_0000, 2003,  0.
 DIV_BS3_8330_0000, 2004,  0.
 DIV_BS3_8330_0000, 2005,  0.
 DIV_BS3_8350_8330, 1985,  368.25334
 DIV_BS3_8350_8330, 1986,  309.044357
 DIV_BS3_8350_8330, 1987,  353.087421
