 rseg,year,month,supply_cfs
 SU6_0500_0550, 1998, 8,  13.463624
 SU6_0500_0550, 1998, 9,  13.463624
 SU6_0500_0550, 1998, 10,  13.463624
 SU6_0500_0550, 1998, 11,  13.463624
 SU6_0500_0550, 1998, 12,  13.463624
 SU6_0500_0550, 1999, 1,  13.0612631
 SU6_0500_0550, 1999, 2,  13.0612631
 SU6_0500_0550, 1999, 3,  13.0612631
 SU6_0500_0550, 1999, 4,  13.0612631
 SU6_0500_0550, 1999, 5,  13.0612631
 SU6_0500_0550, 1999, 6,  13.0612631
 SU6_0500_0550, 1999, 7,  13.0612631
 SU6_0500_0550, 1999, 8,  13.0612631
 SU6_0500_0550, 1999, 9,  13.0612631
 SU6_0500_0550, 1999, 10,  13.0612631
 SU6_0500_0550, 1999, 11,  13.0612631
 SU6_0500_0550, 1999, 12,  13.0487833
 SU6_0500_0550, 2000, 1,  12.6743765
 SU6_0500_0550, 2000, 2,  12.6743765
 SU6_0500_0550, 2000, 3,  12.6743765
 SU6_0500_0550, 2000, 4,  12.6743765
 SU6_0500_0550, 2000, 5,  12.6743765
 SU6_0500_0550, 2000, 6,  12.6743765
 SU6_0500_0550, 2000, 7,  12.6743765
 SU6_0500_0550, 2000, 8,  12.6743765
 SU6_0500_0550, 2000, 9,  12.6743765
 SU6_0500_0550, 2000, 10,  12.6743765
 SU6_0500_0550, 2000, 11,  12.6743765
 SU6_0500_0550, 2000, 12,  12.6743765
 SU6_0500_0550, 2001, 1,  12.6743765
 SU6_0500_0550, 2001, 2,  12.6743765
 SU6_0500_0550, 2001, 3,  12.6743765
 SU6_0500_0550, 2001, 4,  12.6743765
 SU6_0500_0550, 2001, 5,  12.6743765
 SU6_0500_0550, 2001, 6,  12.6743765
 SU6_0500_0550, 2001, 7,  12.6743765
 SU6_0500_0550, 2001, 8,  12.6743765
 SU6_0500_0550, 2001, 9,  12.6743765
 SU6_0500_0550, 2001, 10,  12.6743765
 SU6_0500_0550, 2001, 11,  12.6743765
 SU6_0500_0550, 2001, 12,  12.6743765
 SU6_0500_0550, 2002, 1,  12.6743765
 SU6_0500_0550, 2002, 2,  12.6743765
 SU6_0500_0550, 2002, 3,  12.6743765
 SU6_0500_0550, 2002, 4,  12.6743765
 SU6_0500_0550, 2002, 5,  12.6743765
 SU6_0500_0550, 2002, 6,  12.6743765
 SU6_0500_0550, 2002, 7,  12.6743765
 SU6_0500_0550, 2002, 8,  12.6743765
 SU6_0500_0550, 2002, 9,  12.6743765
 SU6_0500_0550, 2002, 10,  12.6743765
 SU6_0500_0550, 2002, 11,  12.6743765
 SU6_0500_0550, 2002, 12,  12.6743765
 SU6_0500_0550, 2003, 1,  12.6743765
 SU6_0500_0550, 2003, 2,  12.6743765
 SU6_0500_0550, 2003, 3,  12.6743765
 SU6_0500_0550, 2003, 4,  12.6743765
 SU6_0500_0550, 2003, 5,  12.6743765
 SU6_0500_0550, 2003, 6,  12.6743765
 SU6_0500_0550, 2003, 7,  12.6743765
 SU6_0500_0550, 2003, 8,  12.6743765
 SU6_0500_0550, 2003, 9,  12.6743765
 SU6_0500_0550, 2003, 10,  12.6743765
 SU6_0500_0550, 2003, 11,  12.6743765
 SU6_0500_0550, 2003, 12,  12.6743765
 SU6_0500_0550, 2004, 1,  12.6743765
 SU6_0500_0550, 2004, 2,  12.6743765
 SU6_0500_0550, 2004, 3,  12.6743765
 SU6_0500_0550, 2004, 4,  12.6743765
 SU6_0500_0550, 2004, 5,  12.6743765
 SU6_0500_0550, 2004, 6,  12.6743765
 SU6_0500_0550, 2004, 7,  12.6743765
 SU6_0500_0550, 2004, 8,  12.6743765
 SU6_0500_0550, 2004, 9,  12.6743765
 SU6_0500_0550, 2004, 10,  12.6743765
 SU6_0500_0550, 2004, 11,  12.6743765
 SU6_0500_0550, 2004, 12,  12.6743765
 SU6_0500_0550, 2005, 1,  12.6743765
 SU6_0500_0550, 2005, 2,  12.6743765
 SU6_0500_0550, 2005, 3,  12.6743765
 SU6_0500_0550, 2005, 4,  12.6743765
 SU6_0500_0550, 2005, 5,  12.6743765
 SU6_0500_0550, 2005, 6,  12.6743765
 SU6_0500_0550, 2005, 7,  12.6743765
 SU6_0500_0550, 2005, 8,  12.6743765
 SU6_0500_0550, 2005, 9,  12.6743765
 SU6_0500_0550, 2005, 10,  12.6743765
 SU6_0500_0550, 2005, 11,  12.6743765
 SU6_0500_0550, 2005, 12,  12.6743765
 SU7_0540_0720, 1984, 1,  16.0789719
 SU7_0540_0720, 1984, 2,  16.0789719
 SU7_0540_0720, 1984, 3,  16.0789719
 SU7_0540_0720, 1984, 4,  16.0789719
 SU7_0540_0720, 1984, 5,  16.0789719
 SU7_0540_0720, 1984, 6,  16.0789719
 SU7_0540_0720, 1984, 7,  16.0789719
 SU7_0540_0720, 1984, 8,  16.0789719
 SU7_0540_0720, 1984, 9,  16.0789719
 SU7_0540_0720, 1984, 10,  16.0789719
 SU7_0540_0720, 1984, 11,  16.0789719
 SU7_0540_0720, 1984, 12,  16.0789719
 SU7_0540_0720, 1985, 1,  16.0789719
 SU7_0540_0720, 1985, 2,  16.0789719
 SU7_0540_0720, 1985, 3,  16.0789719
 SU7_0540_0720, 1985, 4,  16.0789719
 SU7_0540_0720, 1985, 5,  16.0789719
 SU7_0540_0720, 1985, 6,  16.0789719
 SU7_0540_0720, 1985, 7,  16.0789719
 SU7_0540_0720, 1985, 8,  16.0789719
 SU7_0540_0720, 1985, 9,  16.0789719
 SU7_0540_0720, 1985, 10,  16.0789719
 SU7_0540_0720, 1985, 11,  16.0789719
 SU7_0540_0720, 1985, 12,  16.0789719
 SU7_0540_0720, 1986, 1,  16.5741863
 SU7_0540_0720, 1986, 2,  16.5741863
 SU7_0540_0720, 1986, 3,  16.5741863
 SU7_0540_0720, 1986, 4,  16.5741863
 SU7_0540_0720, 1986, 5,  16.5741863
 SU7_0540_0720, 1986, 6,  16.5741863
 SU7_0540_0720, 1986, 7,  16.5741863
 SU7_0540_0720, 1986, 8,  16.5741863
 SU7_0540_0720, 1986, 9,  16.5741863
 SU7_0540_0720, 1986, 10,  16.5741863
 SU7_0540_0720, 1986, 11,  16.5741863
 SU7_0540_0720, 1986, 12,  16.5741863
 SU7_0540_0720, 1987, 1,  17.0539246
 SU7_0540_0720, 1987, 2,  17.0539246
 SU7_0540_0720, 1987, 3,  17.0539246
 SU7_0540_0720, 1987, 4,  17.0539246
 SU7_0540_0720, 1987, 5,  17.0539246
 SU7_0540_0720, 1987, 6,  17.0539246
 SU7_0540_0720, 1987, 7,  17.0539246
 SU7_0540_0720, 1987, 8,  17.0539246
 SU7_0540_0720, 1987, 9,  17.0539246
 SU7_0540_0720, 1987, 10,  17.0539246
 SU7_0540_0720, 1987, 11,  17.0539246
 SU7_0540_0720, 1987, 12,  17.0539246
 SU7_0540_0720, 1988, 1,  17.549139
 SU7_0540_0720, 1988, 2,  17.549139
 SU7_0540_0720, 1988, 3,  17.549139
 SU7_0540_0720, 1988, 4,  17.549139
 SU7_0540_0720, 1988, 5,  17.549139
 SU7_0540_0720, 1988, 6,  17.549139
 SU7_0540_0720, 1988, 7,  17.549139
 SU7_0540_0720, 1988, 8,  17.549139
 SU7_0540_0720, 1988, 9,  17.549139
 SU7_0540_0720, 1988, 10,  17.549139
 SU7_0540_0720, 1988, 11,  17.549139
 SU7_0540_0720, 1988, 12,  17.549139
 SU7_0540_0720, 1989, 1,  18.0288754
 SU7_0540_0720, 1989, 2,  18.0288754
 SU7_0540_0720, 1989, 3,  18.0288754
 SU7_0540_0720, 1989, 4,  18.0288754
 SU7_0540_0720, 1989, 5,  18.0288754
 SU7_0540_0720, 1989, 6,  18.0288754
 SU7_0540_0720, 1989, 7,  18.0288754
 SU7_0540_0720, 1989, 8,  18.0288754
 SU7_0540_0720, 1989, 9,  18.0288754
 SU7_0540_0720, 1989, 10,  18.0288754
 SU7_0540_0720, 1989, 11,  18.0288754
 SU7_0540_0720, 1989, 12,  18.0288754
 SU7_0540_0720, 1990, 1,  18.5240898
 SU7_0540_0720, 1990, 2,  18.5240898
 SU7_0540_0720, 1990, 3,  18.5240898
 SU7_0540_0720, 1990, 4,  18.5240898
 SU7_0540_0720, 1990, 5,  18.5240898
 SU7_0540_0720, 1990, 6,  18.5240898
 SU7_0540_0720, 1990, 7,  18.5240898
 SU7_0540_0720, 1990, 8,  18.5240898
 SU7_0540_0720, 1990, 9,  18.5240898
 SU7_0540_0720, 1990, 10,  18.5240898
 SU7_0540_0720, 1990, 11,  18.5240898
 SU7_0540_0720, 1990, 12,  18.5240898
 SU7_0540_0720, 1991, 1,  18.6169434
 SU7_0540_0720, 1991, 2,  18.6169434
 SU7_0540_0720, 1991, 3,  18.6169434
 SU7_0540_0720, 1991, 4,  18.6169434
 SU7_0540_0720, 1991, 5,  18.6169434
 SU7_0540_0720, 1991, 6,  18.6169434
 SU7_0540_0720, 1991, 7,  18.6169434
 SU7_0540_0720, 1991, 8,  18.6169434
 SU7_0540_0720, 1991, 9,  18.6169434
 SU7_0540_0720, 1991, 10,  18.6169434
 SU7_0540_0720, 1991, 11,  18.6169434
 SU7_0540_0720, 1991, 12,  18.6169434
 SU7_0540_0720, 1992, 1,  18.7252712
 SU7_0540_0720, 1992, 2,  18.7252712
 SU7_0540_0720, 1992, 3,  18.7252712
 SU7_0540_0720, 1992, 4,  18.7252712
 SU7_0540_0720, 1992, 5,  18.7252712
 SU7_0540_0720, 1992, 6,  18.7252712
 SU7_0540_0720, 1992, 7,  18.7252712
 SU7_0540_0720, 1992, 8,  18.7252712
 SU7_0540_0720, 1992, 9,  18.7252712
 SU7_0540_0720, 1992, 10,  18.7252712
 SU7_0540_0720, 1992, 11,  18.7252712
 SU7_0540_0720, 1992, 12,  18.7252712
 SU7_0540_0720, 1993, 1,  18.8181229
 SU7_0540_0720, 1993, 2,  18.8181229
 SU7_0540_0720, 1993, 3,  18.8181229
 SU7_0540_0720, 1993, 4,  18.8181229
 SU7_0540_0720, 1993, 5,  18.8181229
 SU7_0540_0720, 1993, 6,  18.8181229
 SU7_0540_0720, 1993, 7,  18.8181229
 SU7_0540_0720, 1993, 8,  18.8181229
 SU7_0540_0720, 1993, 9,  18.8181229
 SU7_0540_0720, 1993, 10,  18.8181229
 SU7_0540_0720, 1993, 11,  18.8181229
 SU7_0540_0720, 1993, 12,  18.8181229
 SU7_0540_0720, 1994, 1,  18.9264507
 SU7_0540_0720, 1994, 2,  18.9264507
 SU7_0540_0720, 1994, 3,  18.9264507
 SU7_0540_0720, 1994, 4,  18.9264507
 SU7_0540_0720, 1994, 5,  18.9264507
 SU7_0540_0720, 1994, 6,  18.9264507
 SU7_0540_0720, 1994, 7,  18.9264507
 SU7_0540_0720, 1994, 8,  18.9264507
 SU7_0540_0720, 1994, 9,  18.9264507
 SU7_0540_0720, 1994, 10,  18.9264507
 SU7_0540_0720, 1994, 11,  18.9264507
 SU7_0540_0720, 1994, 12,  18.9264507
 SU7_0540_0720, 1995, 1,  19.0193043
 SU7_0540_0720, 1995, 2,  19.0193043
 SU7_0540_0720, 1995, 3,  19.0193043
 SU7_0540_0720, 1995, 4,  19.0193043
 SU7_0540_0720, 1995, 5,  19.0193043
 SU7_0540_0720, 1995, 6,  19.0193043
 SU7_0540_0720, 1995, 7,  19.0193043
 SU7_0540_0720, 1995, 8,  19.0193043
 SU7_0540_0720, 1995, 9,  19.0193043
 SU7_0540_0720, 1995, 10,  19.0193043
 SU7_0540_0720, 1995, 11,  19.0193043
 SU7_0540_0720, 1995, 12,  19.0193043
 SU7_0540_0720, 1996, 1,  15.568284
 SU7_0540_0720, 1996, 2,  15.568284
 SU7_0540_0720, 1996, 3,  15.568284
 SU7_0540_0720, 1996, 4,  15.568284
 SU7_0540_0720, 1996, 5,  15.568284
 SU7_0540_0720, 1996, 6,  15.568284
 SU7_0540_0720, 1996, 7,  15.568284
 SU7_0540_0720, 1996, 8,  15.568284
 SU7_0540_0720, 1996, 9,  15.568284
 SU7_0540_0720, 1996, 10,  15.568284
 SU7_0540_0720, 1996, 11,  15.568284
 SU7_0540_0720, 1996, 12,  15.568284
 SU7_0540_0720, 1997, 1,  12.1017866
 SU7_0540_0720, 1997, 2,  12.1017866
 SU7_0540_0720, 1997, 3,  12.1017866
 SU7_0540_0720, 1997, 4,  12.1017866
 SU7_0540_0720, 1997, 5,  12.1017866
 SU7_0540_0720, 1997, 6,  12.1017866
 SU7_0540_0720, 1997, 7,  12.1017866
 SU7_0540_0720, 1997, 8,  12.1017866
 SU7_0540_0720, 1997, 9,  12.1017866
 SU7_0540_0720, 1997, 10,  12.1017866
 SU7_0540_0720, 1997, 11,  12.1017866
 SU7_0540_0720, 1997, 12,  12.1017866
 SU7_0540_0720, 1998, 1,  8.65076542
 SU7_0540_0720, 1998, 2,  8.65076542
 SU7_0540_0720, 1998, 3,  8.65076542
 SU7_0540_0720, 1998, 4,  8.65076542
 SU7_0540_0720, 1998, 5,  8.65076542
 SU7_0540_0720, 1998, 6,  8.65076542
 SU7_0540_0720, 1998, 7,  8.65076542
 SU7_0540_0720, 1998, 8,  8.65076542
 SU7_0540_0720, 1998, 9,  8.65076542
 SU7_0540_0720, 1998, 10,  8.65076542
 SU7_0540_0720, 1998, 11,  8.65076542
 SU7_0540_0720, 1998, 12,  8.65076542
 SU7_0540_0720, 1999, 1,  5.1997447
 SU7_0540_0720, 1999, 2,  5.1997447
 SU7_0540_0720, 1999, 3,  5.1997447
 SU7_0540_0720, 1999, 4,  5.1997447
 SU7_0540_0720, 1999, 5,  5.1997447
 SU7_0540_0720, 1999, 6,  5.1997447
 SU7_0540_0720, 1999, 7,  5.1997447
 SU7_0540_0720, 1999, 8,  5.1997447
 SU7_0540_0720, 1999, 9,  5.1997447
 SU7_0540_0720, 1999, 10,  5.1997447
 SU7_0540_0720, 1999, 11,  5.1997447
 SU7_0540_0720, 1999, 12,  5.0879221
 SU7_0540_0720, 2000, 1,  1.73324823
 SU7_0540_0720, 2000, 2,  1.73324823
 SU7_0540_0720, 2000, 3,  1.73324823
 SU7_0540_0720, 2000, 4,  1.73324823
 SU7_0540_0720, 2000, 5,  1.73324823
 SU7_0540_0720, 2000, 6,  1.73324823
 SU7_0540_0720, 2000, 7,  1.73324823
 SU7_0540_0720, 2000, 8,  1.73324823
 SU7_0540_0720, 2000, 9,  1.73324823
 SU7_0540_0720, 2000, 10,  1.73324823
 SU7_0540_0720, 2000, 11,  1.73324823
 SU7_0540_0720, 2000, 12,  1.73324823
 SU7_0540_0720, 2001, 1,  1.73324823
 SU7_0540_0720, 2001, 2,  1.73324823
 SU7_0540_0720, 2001, 3,  1.73324823
 SU7_0540_0720, 2001, 4,  1.73324823
 SU7_0540_0720, 2001, 5,  1.73324823
 SU7_0540_0720, 2001, 6,  1.73324823
 SU7_0540_0720, 2001, 7,  1.73324823
 SU7_0540_0720, 2001, 8,  1.73324823
 SU7_0540_0720, 2001, 9,  1.73324823
 SU7_0540_0720, 2001, 10,  1.73324823
 SU7_0540_0720, 2001, 11,  1.73324823
 SU7_0540_0720, 2001, 12,  1.73324823
 SU7_0540_0720, 2002, 1,  1.73324823
 SU7_0540_0720, 2002, 2,  1.73324823
 SU7_0540_0720, 2002, 3,  1.73324823
 SU7_0540_0720, 2002, 4,  1.73324823
 SU7_0540_0720, 2002, 5,  1.73324823
 SU7_0540_0720, 2002, 6,  1.73324823
 SU7_0540_0720, 2002, 7,  1.73324823
 SU7_0540_0720, 2002, 8,  1.73324823
 SU7_0540_0720, 2002, 9,  1.73324823
 SU7_0540_0720, 2002, 10,  1.73324823
 SU7_0540_0720, 2002, 11,  1.73324823
 SU7_0540_0720, 2002, 12,  1.73324823
 SU7_0540_0720, 2003, 1,  1.73324823
 SU7_0540_0720, 2003, 2,  1.73324823
 SU7_0540_0720, 2003, 3,  1.73324823
 SU7_0540_0720, 2003, 4,  1.73324823
 SU7_0540_0720, 2003, 5,  1.73324823
 SU7_0540_0720, 2003, 6,  1.73324823
 SU7_0540_0720, 2003, 7,  1.73324823
 SU7_0540_0720, 2003, 8,  1.73324823
 SU7_0540_0720, 2003, 9,  1.73324823
 SU7_0540_0720, 2003, 10,  1.73324823
 SU7_0540_0720, 2003, 11,  1.73324823
 SU7_0540_0720, 2003, 12,  1.73324823
 SU7_0540_0720, 2004, 1,  1.73324823
 SU7_0540_0720, 2004, 2,  1.73324823
 SU7_0540_0720, 2004, 3,  1.73324823
 SU7_0540_0720, 2004, 4,  1.73324823
 SU7_0540_0720, 2004, 5,  1.73324823
 SU7_0540_0720, 2004, 6,  1.73324823
 SU7_0540_0720, 2004, 7,  1.73324823
 SU7_0540_0720, 2004, 8,  1.73324823
 SU7_0540_0720, 2004, 9,  1.73324823
 SU7_0540_0720, 2004, 10,  1.73324823
 SU7_0540_0720, 2004, 11,  1.73324823
 SU7_0540_0720, 2004, 12,  1.73324823
 SU7_0540_0720, 2005, 1,  1.73324823
 SU7_0540_0720, 2005, 2,  1.73324823
 SU7_0540_0720, 2005, 3,  1.73324823
 SU7_0540_0720, 2005, 4,  1.73324823
 SU7_0540_0720, 2005, 5,  1.73324823
 SU7_0540_0720, 2005, 6,  1.73324823
 SU7_0540_0720, 2005, 7,  1.73324823
 SU7_0540_0720, 2005, 8,  1.73324823
 SU7_0540_0720, 2005, 9,  1.73324823
 SU7_0540_0720, 2005, 10,  1.73324823
 SU7_0540_0720, 2005, 11,  1.73324823
 SU7_0540_0720, 2005, 12,  1.73324823
 SU7_0860_0960, 1984, 1,  1.36183786
 SU7_0860_0960, 1984, 2,  1.36183786
 SU7_0860_0960, 1984, 3,  1.36183786
 SU7_0860_0960, 1984, 4,  1.36183786
 SU7_0860_0960, 1984, 5,  1.36183786
 SU7_0860_0960, 1984, 6,  1.36183786
 SU7_0860_0960, 1984, 7,  1.36183786
 SU7_0860_0960, 1984, 8,  1.36183786
 SU7_0860_0960, 1984, 9,  1.36183786
 SU7_0860_0960, 1984, 10,  1.36183786
 SU7_0860_0960, 1984, 11,  1.36183786
 SU7_0860_0960, 1984, 12,  1.36183786
 SU7_0860_0960, 1985, 1,  1.36183786
 SU7_0860_0960, 1985, 2,  1.36183786
 SU7_0860_0960, 1985, 3,  1.36183786
 SU7_0860_0960, 1985, 4,  1.36183786
 SU7_0860_0960, 1985, 5,  1.36183786
 SU7_0860_0960, 1985, 6,  1.36183786
 SU7_0860_0960, 1985, 7,  1.36183786
 SU7_0860_0960, 1985, 8,  1.36183786
 SU7_0860_0960, 1985, 9,  1.36183786
 SU7_0860_0960, 1985, 10,  1.36183786
 SU7_0860_0960, 1985, 11,  1.36183786
 SU7_0860_0960, 1985, 12,  1.36183786
 SU7_0860_0960, 1986, 1,  1.33088708
 SU7_0860_0960, 1986, 2,  1.33088708
 SU7_0860_0960, 1986, 3,  1.33088708
 SU7_0860_0960, 1986, 4,  1.33088708
 SU7_0860_0960, 1986, 5,  1.33088708
 SU7_0860_0960, 1986, 6,  1.33088708
 SU7_0860_0960, 1986, 7,  1.33088708
 SU7_0860_0960, 1986, 8,  1.33088708
 SU7_0860_0960, 1986, 9,  1.33088708
 SU7_0860_0960, 1986, 10,  1.33088708
 SU7_0860_0960, 1986, 11,  1.33088708
 SU7_0860_0960, 1986, 12,  1.33088708
 SU7_0860_0960, 1987, 1,  1.29993618
 SU7_0860_0960, 1987, 2,  1.29993618
 SU7_0860_0960, 1987, 3,  1.29993618
 SU7_0860_0960, 1987, 4,  1.29993618
 SU7_0860_0960, 1987, 5,  1.29993618
 SU7_0860_0960, 1987, 6,  1.29993618
 SU7_0860_0960, 1987, 7,  1.29993618
 SU7_0860_0960, 1987, 8,  1.29993618
 SU7_0860_0960, 1987, 9,  1.29993618
 SU7_0860_0960, 1987, 10,  1.29993618
 SU7_0860_0960, 1987, 11,  1.29993618
 SU7_0860_0960, 1987, 12,  1.29993618
 SU7_0860_0960, 1988, 1,  1.28446066
 SU7_0860_0960, 1988, 2,  1.28446066
 SU7_0860_0960, 1988, 3,  1.28446066
 SU7_0860_0960, 1988, 4,  1.28446066
 SU7_0860_0960, 1988, 5,  1.28446066
 SU7_0860_0960, 1988, 6,  1.28446066
 SU7_0860_0960, 1988, 7,  1.28446066
 SU7_0860_0960, 1988, 8,  1.28446066
 SU7_0860_0960, 1988, 9,  1.28446066
 SU7_0860_0960, 1988, 10,  1.28446066
 SU7_0860_0960, 1988, 11,  1.28446066
 SU7_0860_0960, 1988, 12,  1.28446066
 SU7_0860_0960, 1989, 1,  1.25350988
 SU7_0860_0960, 1989, 2,  1.25350988
 SU7_0860_0960, 1989, 3,  1.25350988
 SU7_0860_0960, 1989, 4,  1.25350988
 SU7_0860_0960, 1989, 5,  1.25350988
 SU7_0860_0960, 1989, 6,  1.25350988
 SU7_0860_0960, 1989, 7,  1.25350988
 SU7_0860_0960, 1989, 8,  1.25350988
 SU7_0860_0960, 1989, 9,  1.25350988
 SU7_0860_0960, 1989, 10,  1.25350988
 SU7_0860_0960, 1989, 11,  1.25350988
 SU7_0860_0960, 1989, 12,  1.25350988
 SU7_0860_0960, 1990, 1,  1.22255909
 SU7_0860_0960, 1990, 2,  1.22255909
 SU7_0860_0960, 1990, 3,  1.22255909
 SU7_0860_0960, 1990, 4,  1.22255909
 SU7_0860_0960, 1990, 5,  1.22255909
 SU7_0860_0960, 1990, 6,  1.22255909
 SU7_0860_0960, 1990, 7,  1.22255909
 SU7_0860_0960, 1990, 8,  1.22255909
 SU7_0860_0960, 1990, 9,  1.22255909
 SU7_0860_0960, 1990, 10,  1.22255909
 SU7_0860_0960, 1990, 11,  1.22255909
 SU7_0860_0960, 1990, 12,  1.22255909
 SU7_0860_0960, 1991, 1,  1.22255909
 SU7_0860_0960, 1991, 2,  1.22255909
 SU7_0860_0960, 1991, 3,  1.22255909
 SU7_0860_0960, 1991, 4,  1.22255909
 SU7_0860_0960, 1991, 5,  1.22255909
 SU7_0860_0960, 1991, 6,  1.22255909
 SU7_0860_0960, 1991, 7,  1.22255909
 SU7_0860_0960, 1991, 8,  1.22255909
 SU7_0860_0960, 1991, 9,  1.22255909
 SU7_0860_0960, 1991, 10,  1.22255909
 SU7_0860_0960, 1991, 11,  1.22255909
 SU7_0860_0960, 1991, 12,  1.22255909
 SU7_0860_0960, 1992, 1,  1.20708358
 SU7_0860_0960, 1992, 2,  1.20708358
 SU7_0860_0960, 1992, 3,  1.20708358
 SU7_0860_0960, 1992, 4,  1.20708358
 SU7_0860_0960, 1992, 5,  1.20708358
 SU7_0860_0960, 1992, 6,  1.20708358
 SU7_0860_0960, 1992, 7,  1.20708358
 SU7_0860_0960, 1992, 8,  1.20708358
 SU7_0860_0960, 1992, 9,  1.20708358
 SU7_0860_0960, 1992, 10,  1.20708358
 SU7_0860_0960, 1992, 11,  1.20708358
 SU7_0860_0960, 1992, 12,  1.20708358
 SU7_0860_0960, 1993, 1,  1.20708358
 SU7_0860_0960, 1993, 2,  1.20708358
 SU7_0860_0960, 1993, 3,  1.20708358
 SU7_0860_0960, 1993, 4,  1.20708358
 SU7_0860_0960, 1993, 5,  1.20708358
 SU7_0860_0960, 1993, 6,  1.20708358
 SU7_0860_0960, 1993, 7,  1.20708358
 SU7_0860_0960, 1993, 8,  1.20708358
 SU7_0860_0960, 1993, 9,  1.20708358
 SU7_0860_0960, 1993, 10,  1.20708358
 SU7_0860_0960, 1993, 11,  1.20708358
 SU7_0860_0960, 1993, 12,  1.20708358
 SU7_0860_0960, 1994, 1,  1.19160807
 SU7_0860_0960, 1994, 2,  1.19160807
 SU7_0860_0960, 1994, 3,  1.19160807
 SU7_0860_0960, 1994, 4,  1.19160807
 SU7_0860_0960, 1994, 5,  1.19160807
 SU7_0860_0960, 1994, 6,  1.19160807
 SU7_0860_0960, 1994, 7,  1.19160807
 SU7_0860_0960, 1994, 8,  1.19160807
 SU7_0860_0960, 1994, 9,  1.19160807
 SU7_0860_0960, 1994, 10,  1.19160807
 SU7_0860_0960, 1994, 11,  1.19160807
 SU7_0860_0960, 1994, 12,  1.19160807
 SU7_0860_0960, 1995, 1,  1.19160807
 SU7_0860_0960, 1995, 2,  1.19160807
 SU7_0860_0960, 1995, 3,  1.19160807
 SU7_0860_0960, 1995, 4,  1.19160807
 SU7_0860_0960, 1995, 5,  1.19160807
 SU7_0860_0960, 1995, 6,  1.19160807
 SU7_0860_0960, 1995, 7,  1.19160807
 SU7_0860_0960, 1995, 8,  1.19160807
 SU7_0860_0960, 1995, 9,  1.19160807
 SU7_0860_0960, 1995, 10,  1.19160807
 SU7_0860_0960, 1995, 11,  1.19160807
 SU7_0860_0960, 1995, 12,  1.19160807
 SU7_0860_0960, 1996, 1,  1.19160807
 SU7_0860_0960, 1996, 2,  1.19160807
 SU7_0860_0960, 1996, 3,  1.19160807
 SU7_0860_0960, 1996, 4,  1.19160807
 SU7_0860_0960, 1996, 5,  1.19160807
 SU7_0860_0960, 1996, 6,  1.19160807
 SU7_0860_0960, 1996, 7,  1.19160807
 SU7_0860_0960, 1996, 8,  1.19160807
 SU7_0860_0960, 1996, 9,  1.19160807
 SU7_0860_0960, 1996, 10,  1.19160807
 SU7_0860_0960, 1996, 11,  1.19160807
 SU7_0860_0960, 1996, 12,  1.19160807
 SU7_0860_0960, 1997, 1,  1.20708358
 SU7_0860_0960, 1997, 2,  1.20708358
 SU7_0860_0960, 1997, 3,  1.20708358
 SU7_0860_0960, 1997, 4,  1.20708358
 SU7_0860_0960, 1997, 5,  1.20708358
 SU7_0860_0960, 1997, 6,  1.20708358
 SU7_0860_0960, 1997, 7,  1.20708358
 SU7_0860_0960, 1997, 8,  1.20708358
 SU7_0860_0960, 1997, 9,  1.20708358
 SU7_0860_0960, 1997, 10,  1.20708358
 SU7_0860_0960, 1997, 11,  1.20708358
 SU7_0860_0960, 1997, 12,  1.20708358
 SU7_0860_0960, 1998, 1,  1.20708358
 SU7_0860_0960, 1998, 2,  1.20708358
 SU7_0860_0960, 1998, 3,  1.20708358
 SU7_0860_0960, 1998, 4,  1.20708358
 SU7_0860_0960, 1998, 5,  1.20708358
 SU7_0860_0960, 1998, 6,  1.20708358
 SU7_0860_0960, 1998, 7,  1.20708358
 SU7_0860_0960, 1998, 8,  1.20708358
 SU7_0860_0960, 1998, 9,  1.20708358
 SU7_0860_0960, 1998, 10,  1.20708358
 SU7_0860_0960, 1998, 11,  1.20708358
 SU7_0860_0960, 1998, 12,  1.20708358
 SU7_0860_0960, 1999, 1,  1.20708358
 SU7_0860_0960, 1999, 2,  1.20708358
 SU7_0860_0960, 1999, 3,  1.20708358
 SU7_0860_0960, 1999, 4,  1.20708358
 SU7_0860_0960, 1999, 5,  1.20708358
 SU7_0860_0960, 1999, 6,  1.20708358
 SU7_0860_0960, 1999, 7,  1.20708358
 SU7_0860_0960, 1999, 8,  1.20708358
 SU7_0860_0960, 1999, 9,  1.20708358
 SU7_0860_0960, 1999, 10,  1.20708358
 SU7_0860_0960, 1999, 11,  1.20708358
 SU7_0860_0960, 1999, 12,  1.20758283
 SU7_0860_0960, 2000, 1,  1.22255909
 SU7_0860_0960, 2000, 2,  1.22255909
 SU7_0860_0960, 2000, 3,  1.22255909
 SU7_0860_0960, 2000, 4,  1.22255909
 SU7_0860_0960, 2000, 5,  1.22255909
 SU7_0860_0960, 2000, 6,  1.22255909
 SU7_0860_0960, 2000, 7,  1.22255909
 SU7_0860_0960, 2000, 8,  1.22255909
 SU7_0860_0960, 2000, 9,  1.22255909
 SU7_0860_0960, 2000, 10,  1.22255909
 SU7_0860_0960, 2000, 11,  1.22255909
 SU7_0860_0960, 2000, 12,  1.22255909
 SU7_0860_0960, 2001, 1,  1.22255909
 SU7_0860_0960, 2001, 2,  1.22255909
 SU7_0860_0960, 2001, 3,  1.22255909
