 rseg,year,month,irrigation_cfs
 EM3_4320_0000, 2003, 6,  0.603541791
 EM3_4320_0000, 2003, 7,  0.789246917
 EM3_4320_0000, 2003, 8,  0.789246917
 EM3_4320_0000, 2003, 9,  0.603541791
 EM3_4320_0000, 2003, 10,  0.355934918
 EM3_4320_0000, 2004, 5,  0.355934918
 EM3_4320_0000, 2004, 6,  0.603541791
 EM3_4320_0000, 2004, 7,  0.789246917
 EM3_4320_0000, 2004, 8,  0.789246917
 EM3_4320_0000, 2004, 9,  0.603541791
 EM3_4320_0000, 2004, 10,  0.355934918
 EM3_4320_0000, 2005, 5,  0.355934918
 EM3_4320_0000, 2005, 6,  0.603541791
 EM3_4320_0000, 2005, 7,  0.789246917
 EM3_4320_0000, 2005, 8,  0.789246917
 EM3_4320_0000, 2005, 9,  0.603541791
 EM3_4320_0000, 2005, 10,  0.355934918
 EM4_4740_0000, 1995, 5,  1.77967441
 EM4_4740_0000, 1995, 6,  3.11056161
 EM4_4740_0000, 1995, 7,  3.992661
 EM4_4740_0000, 1995, 8,  3.992661
 EM4_4740_0000, 1995, 9,  3.11056161
 EM4_4740_0000, 1995, 10,  1.77967441
 EM4_4740_0000, 1996, 5,  1.29993618
 EM4_4740_0000, 1996, 6,  2.29036379
 EM4_4740_0000, 1996, 7,  2.9403317
 EM4_4740_0000, 1996, 8,  2.9403317
 EM4_4740_0000, 1996, 9,  2.29036379
 EM4_4740_0000, 1996, 10,  1.29993618
 EM4_4740_0000, 1997, 5,  1.9963305
 EM4_4740_0000, 1997, 6,  3.49744725
 EM4_4740_0000, 1997, 7,  4.50335026
 EM4_4740_0000, 1997, 8,  4.50335026
 EM4_4740_0000, 1997, 9,  3.49744725
 EM4_4740_0000, 1997, 10,  1.9963305
 EM4_4740_0000, 1998, 5,  1.11423099
 EM4_4740_0000, 1998, 6,  1.9499042
 EM4_4740_0000, 1998, 7,  2.50701976
 EM4_4740_0000, 1998, 8,  2.50701976
 EM4_4740_0000, 1998, 9,  1.9499042
 EM4_4740_0000, 1998, 10,  1.11423099
 EM4_4740_0000, 1999, 5,  1.56301844
 EM4_4740_0000, 1999, 6,  2.72367573
 EM4_4740_0000, 1999, 7,  3.51292276
 EM4_4740_0000, 1999, 8,  3.51292276
 EM4_4740_0000, 1999, 9,  2.72367573
 EM4_4740_0000, 1999, 10,  1.56301844
 EM4_4740_0000, 2000, 5,  0.928525865
 EM4_4740_0000, 2000, 6,  1.62492013
 EM4_4740_0000, 2000, 7,  2.07370782
 EM4_4740_0000, 2000, 8,  2.07370782
 EM4_4740_0000, 2000, 9,  1.62492013
 EM4_4740_0000, 2000, 10,  0.928525865
 EM4_4740_0000, 2001, 5,  0.928525865
 EM4_4740_0000, 2001, 6,  1.62492013
 EM4_4740_0000, 2001, 7,  2.07370782
 EM4_4740_0000, 2001, 8,  2.07370782
 EM4_4740_0000, 2001, 9,  1.62492013
 EM4_4740_0000, 2001, 10,  0.928525865
 EM4_4740_0000, 2002, 5,  0.928525865
 EM4_4740_0000, 2002, 6,  1.62492013
 EM4_4740_0000, 2002, 7,  2.07370782
 EM4_4740_0000, 2002, 8,  2.07370782
 EM4_4740_0000, 2002, 9,  1.62492013
 EM4_4740_0000, 2002, 10,  0.928525865
 EM4_4740_0000, 2003, 5,  0.928525865
 EM4_4740_0000, 2003, 6,  1.62492013
 EM4_4740_0000, 2003, 7,  2.07370782
 EM4_4740_0000, 2003, 8,  2.07370782
 EM4_4740_0000, 2003, 9,  1.62492013
 EM4_4740_0000, 2003, 10,  0.928525865
 EM4_4740_0000, 2004, 5,  0.928525865
 EM4_4740_0000, 2004, 6,  1.62492013
 EM4_4740_0000, 2004, 7,  2.07370782
 EM4_4740_0000, 2004, 8,  2.07370782
 EM4_4740_0000, 2004, 9,  1.62492013
 EM4_4740_0000, 2004, 10,  0.928525865
 EM4_4740_0000, 2005, 5,  0.928525865
 EM4_4740_0000, 2005, 6,  1.62492013
 EM4_4740_0000, 2005, 7,  2.07370782
 EM4_4740_0000, 2005, 8,  2.07370782
 EM4_4740_0000, 2005, 9,  1.62492013
 EM4_4740_0000, 2005, 10,  0.928525865
 EU0_2940_0000, 1997, 5,  0.0309508611
 EU0_2940_0000, 1997, 6,  0.0464262888
 EU0_2940_0000, 1997, 7,  0.0619017221
 EU0_2940_0000, 1997, 8,  0.0619017221
 EU0_2940_0000, 1997, 9,  0.0464262888
 EU0_2940_0000, 1997, 10,  0.0309508611
 EU0_2940_0000, 1998, 5,  0.0309508611
 EU0_2940_0000, 1998, 6,  0.0464262888
 EU0_2940_0000, 1998, 7,  0.0619017221
 EU0_2940_0000, 1998, 8,  0.0619017221
 EU0_2940_0000, 1998, 9,  0.0464262888
 EU0_2940_0000, 1998, 10,  0.0309508611
 EU0_2940_0000, 1999, 5,  0.0619017221
 EU0_2940_0000, 1999, 6,  0.108328015
 EU0_2940_0000, 1999, 7,  0.139278874
 EU0_2940_0000, 1999, 8,  0.139278874
 EU0_2940_0000, 1999, 9,  0.108328015
 EU0_2940_0000, 1999, 10,  0.0619017221
 EU0_2940_0000, 2000, 5,  0.0773771554
 EU0_2940_0000, 2000, 6,  0.123803444
 EU0_2940_0000, 2000, 7,  0.154754311
 EU0_2940_0000, 2000, 8,  0.154754311
 EU0_2940_0000, 2000, 9,  0.123803444
 EU0_2940_0000, 2000, 10,  0.0773771554
 EU0_2940_0000, 2001, 5,  0.0773771554
 EU0_2940_0000, 2001, 6,  0.123803444
 EU0_2940_0000, 2001, 7,  0.154754311
 EU0_2940_0000, 2001, 8,  0.154754311
 EU0_2940_0000, 2001, 9,  0.123803444
 EU0_2940_0000, 2001, 10,  0.0773771554
 EU0_2940_0000, 2002, 5,  0.0773771554
 EU0_2940_0000, 2002, 6,  0.123803444
 EU0_2940_0000, 2002, 7,  0.154754311
 EU0_2940_0000, 2002, 8,  0.154754311
 EU0_2940_0000, 2002, 9,  0.123803444
 EU0_2940_0000, 2002, 10,  0.0773771554
 EU0_2940_0000, 2003, 5,  0.0773771554
 EU0_2940_0000, 2003, 6,  0.123803444
 EU0_2940_0000, 2003, 7,  0.154754311
 EU0_2940_0000, 2003, 8,  0.154754311
 EU0_2940_0000, 2003, 9,  0.123803444
 EU0_2940_0000, 2003, 10,  0.0773771554
 EU0_2940_0000, 2004, 5,  0.0773771554
 EU0_2940_0000, 2004, 6,  0.123803444
 EU0_2940_0000, 2004, 7,  0.154754311
 EU0_2940_0000, 2004, 8,  0.154754311
 EU0_2940_0000, 2004, 9,  0.123803444
 EU0_2940_0000, 2004, 10,  0.0773771554
 EU0_2940_0000, 2005, 5,  0.0773771554
 EU0_2940_0000, 2005, 6,  0.123803444
 EU0_2940_0000, 2005, 7,  0.154754311
 EU0_2940_0000, 2005, 8,  0.154754311
 EU0_2940_0000, 2005, 9,  0.123803444
 EU0_2940_0000, 2005, 10,  0.0773771554
 EU0_3050_0000, 1992, 5,  0.0309508611
 EU0_3050_0000, 1992, 6,  0.0464262888
 EU0_3050_0000, 1992, 7,  0.0619017221
 EU0_3050_0000, 1992, 8,  0.0619017221
 EU0_3050_0000, 1992, 9,  0.0464262888
 EU0_3050_0000, 1992, 10,  0.0309508611
 EU0_3050_0000, 1993, 5,  0.0773771554
 EU0_3050_0000, 1993, 6,  0.154754311
 EU0_3050_0000, 1993, 7,  0.185705155
 EU0_3050_0000, 1993, 8,  0.185705155
 EU0_3050_0000, 1993, 9,  0.154754311
 EU0_3050_0000, 1993, 10,  0.0773771554
 EU0_3050_0000, 1994, 5,  0.0619017221
 EU0_3050_0000, 1994, 6,  0.108328015
 EU0_3050_0000, 1994, 7,  0.139278874
 EU0_3050_0000, 1994, 8,  0.139278874
 EU0_3050_0000, 1994, 9,  0.108328015
 EU0_3050_0000, 1994, 10,  0.0619017221
 EU0_3050_0000, 1995, 5,  0.170229733
 EU0_3050_0000, 1995, 6,  0.29403317
 EU0_3050_0000, 1995, 7,  0.37141031
 EU0_3050_0000, 1995, 8,  0.37141031
 EU0_3050_0000, 1995, 9,  0.29403317
 EU0_3050_0000, 1995, 10,  0.170229733
 EU0_3050_0000, 1996, 5,  0.0464262888
 EU0_3050_0000, 1996, 6,  0.0928525776
 EU0_3050_0000, 1996, 7,  0.108328015
 EU0_3050_0000, 1996, 8,  0.108328015
 EU0_3050_0000, 1996, 9,  0.0928525776
 EU0_3050_0000, 1996, 10,  0.0464262888
 EU0_3050_0000, 1997, 5,  0.0464262888
 EU0_3050_0000, 1997, 6,  0.0928525776
 EU0_3050_0000, 1997, 7,  0.123803444
 EU0_3050_0000, 1997, 8,  0.123803444
 EU0_3050_0000, 1997, 9,  0.0928525776
 EU0_3050_0000, 1997, 10,  0.0464262888
 EU0_3050_0000, 1998, 5,  0.0619017221
 EU0_3050_0000, 1998, 6,  0.123803444
 EU0_3050_0000, 1998, 7,  0.154754311
 EU0_3050_0000, 1998, 8,  0.154754311
 EU0_3050_0000, 1998, 9,  0.123803444
 EU0_3050_0000, 1998, 10,  0.0619017221
 EU0_3050_0000, 1999, 5,  0.0773771554
 EU0_3050_0000, 1999, 6,  0.139278874
 EU0_3050_0000, 1999, 7,  0.170229733
 EU0_3050_0000, 1999, 8,  0.170229733
 EU0_3050_0000, 1999, 9,  0.139278874
 EU0_3050_0000, 1999, 10,  0.0773771554
 EU0_3050_0000, 2000, 5,  0.108328015
 EU0_3050_0000, 2000, 6,  0.185705155
 EU0_3050_0000, 2000, 7,  0.232131466
 EU0_3050_0000, 2000, 8,  0.232131466
 EU0_3050_0000, 2000, 9,  0.185705155
 EU0_3050_0000, 2000, 10,  0.108328015
 EU0_3050_0000, 2001, 5,  0.108328015
 EU0_3050_0000, 2001, 6,  0.185705155
 EU0_3050_0000, 2001, 7,  0.232131466
 EU0_3050_0000, 2001, 8,  0.232131466
 EU0_3050_0000, 2001, 9,  0.185705155
 EU0_3050_0000, 2001, 10,  0.108328015
 EU0_3050_0000, 2002, 5,  0.108328015
 EU0_3050_0000, 2002, 6,  0.185705155
 EU0_3050_0000, 2002, 7,  0.232131466
 EU0_3050_0000, 2002, 8,  0.232131466
 EU0_3050_0000, 2002, 9,  0.185705155
 EU0_3050_0000, 2002, 10,  0.108328015
 EU0_3050_0000, 2003, 5,  0.108328015
 EU0_3050_0000, 2003, 6,  0.185705155
 EU0_3050_0000, 2003, 7,  0.232131466
 EU0_3050_0000, 2003, 8,  0.232131466
 EU0_3050_0000, 2003, 9,  0.185705155
 EU0_3050_0000, 2003, 10,  0.108328015
 EU0_3050_0000, 2004, 5,  0.108328015
 EU0_3050_0000, 2004, 6,  0.185705155
 EU0_3050_0000, 2004, 7,  0.232131466
 EU0_3050_0000, 2004, 8,  0.232131466
 EU0_3050_0000, 2004, 9,  0.185705155
 EU0_3050_0000, 2004, 10,  0.108328015
 EU0_3050_0000, 2005, 5,  0.108328015
 EU0_3050_0000, 2005, 6,  0.185705155
 EU0_3050_0000, 2005, 7,  0.232131466
 EU0_3050_0000, 2005, 8,  0.232131466
 EU0_3050_0000, 2005, 9,  0.185705155
 EU0_3050_0000, 2005, 10,  0.108328015
 EU0_3360_0000, 1995, 5,  0.959476709
 EU0_3360_0000, 1995, 6,  1.67134655
 EU0_3360_0000, 1995, 7,  2.1510849
 EU0_3360_0000, 1995, 8,  2.1510849
 EU0_3360_0000, 1995, 9,  1.67134655
 EU0_3360_0000, 1995, 10,  0.959476709
 EU0_3360_0000, 1996, 5,  0.386885762
 EU0_3360_0000, 1996, 6,  0.66544354
 EU0_3360_0000, 1996, 7,  0.851148725
 EU0_3360_0000, 1996, 8,  0.851148725
 EU0_3360_0000, 1996, 9,  0.66544354
 EU0_3360_0000, 1996, 10,  0.386885762
 EU0_3360_0000, 1997, 5,  0.866624117
 EU0_3360_0000, 1997, 6,  1.50111675
 EU0_3360_0000, 1997, 7,  1.93442881
 EU0_3360_0000, 1997, 8,  1.93442881
 EU0_3360_0000, 1997, 9,  1.50111675
 EU0_3360_0000, 1997, 10,  0.866624117
 EU0_3360_0000, 1998, 5,  0.680918932
 EU0_3360_0000, 1998, 6,  1.20708358
 EU0_3360_0000, 1998, 7,  1.54754305
 EU0_3360_0000, 1998, 8,  1.54754305
 EU0_3360_0000, 1998, 9,  1.20708358
 EU0_3360_0000, 1998, 10,  0.680918932
 EU0_3360_0000, 1999, 5,  0.0464262888
 EU0_3360_0000, 1999, 6,  0.0773771554
 EU0_3360_0000, 1999, 7,  0.0928525776
 EU0_3360_0000, 1999, 8,  0.0928525776
 EU0_3360_0000, 1999, 9,  0.0773771554
 EU0_3360_0000, 1999, 10,  0.0464262888
 EU0_3360_0000, 2000, 5,  0.278557748
 EU0_3360_0000, 2000, 6,  0.479738355
 EU0_3360_0000, 2000, 7,  0.619017243
 EU0_3360_0000, 2000, 8,  0.619017243
 EU0_3360_0000, 2000, 9,  0.479738355
 EU0_3360_0000, 2000, 10,  0.278557748
 EU0_3360_0000, 2001, 5,  0.278557748
 EU0_3360_0000, 2001, 6,  0.479738355
 EU0_3360_0000, 2001, 7,  0.619017243
 EU0_3360_0000, 2001, 8,  0.619017243
 EU0_3360_0000, 2001, 9,  0.479738355
 EU0_3360_0000, 2001, 10,  0.278557748
 EU0_3360_0000, 2002, 5,  0.278557748
 EU0_3360_0000, 2002, 6,  0.479738355
 EU0_3360_0000, 2002, 7,  0.619017243
 EU0_3360_0000, 2002, 8,  0.619017243
 EU0_3360_0000, 2002, 9,  0.479738355
 EU0_3360_0000, 2002, 10,  0.278557748
 EU0_3360_0000, 2003, 5,  0.278557748
 EU0_3360_0000, 2003, 6,  0.479738355
 EU0_3360_0000, 2003, 7,  0.619017243
 EU0_3360_0000, 2003, 8,  0.619017243
 EU0_3360_0000, 2003, 9,  0.479738355
 EU0_3360_0000, 2003, 10,  0.278557748
 EU0_3360_0000, 2004, 5,  0.278557748
 EU0_3360_0000, 2004, 6,  0.479738355
 EU0_3360_0000, 2004, 7,  0.619017243
 EU0_3360_0000, 2004, 8,  0.619017243
 EU0_3360_0000, 2004, 9,  0.479738355
 EU0_3360_0000, 2004, 10,  0.278557748
 EU0_3360_0000, 2005, 5,  0.278557748
 EU0_3360_0000, 2005, 6,  0.479738355
 EU0_3360_0000, 2005, 7,  0.619017243
 EU0_3360_0000, 2005, 8,  0.619017243
 EU0_3360_0000, 2005, 9,  0.479738355
 EU0_3360_0000, 2005, 10,  0.278557748
 EU0_3700_0000, 1995, 5,  0.0309508611
 EU0_3700_0000, 1995, 6,  0.0619017221
 EU0_3700_0000, 1995, 7,  0.0773771554
 EU0_3700_0000, 1995, 8,  0.0773771554
 EU0_3700_0000, 1995, 9,  0.0619017221
 EU0_3700_0000, 1995, 10,  0.0309508611
 EU0_3700_0000, 1996, 5,  0.263082325
 EU0_3700_0000, 1996, 6,  0.464262933
 EU0_3700_0000, 1996, 7,  0.603541791
 EU0_3700_0000, 1996, 8,  0.603541791
 EU0_3700_0000, 1996, 9,  0.464262933
 EU0_3700_0000, 1996, 10,  0.263082325
 EU0_3700_0000, 1997, 5,  0.108328015
 EU0_3700_0000, 1997, 6,  0.185705155
 EU0_3700_0000, 1997, 7,  0.232131466
 EU0_3700_0000, 1997, 8,  0.232131466
 EU0_3700_0000, 1997, 9,  0.185705155
 EU0_3700_0000, 1997, 10,  0.108328015
 EU0_3700_0000, 1998, 5,  0.0619017221
 EU0_3700_0000, 1998, 6,  0.108328015
 EU0_3700_0000, 1998, 7,  0.123803444
 EU0_3700_0000, 1998, 8,  0.123803444
 EU0_3700_0000, 1998, 9,  0.108328015
 EU0_3700_0000, 1998, 10,  0.0619017221
 EU0_3700_0000, 1999, 5,  0.37141031
 EU0_3700_0000, 1999, 6,  0.649968088
 EU0_3700_0000, 1999, 7,  0.835673273
 EU0_3700_0000, 1999, 8,  0.835673273
 EU0_3700_0000, 1999, 9,  0.649968088
 EU0_3700_0000, 1999, 10,  0.37141031
 EU0_3700_0000, 2000, 5,  0.0773771554
 EU0_3700_0000, 2000, 6,  0.139278874
 EU0_3700_0000, 2000, 7,  0.185705155
 EU0_3700_0000, 2000, 8,  0.185705155
 EU0_3700_0000, 2000, 9,  0.139278874
 EU0_3700_0000, 2000, 10,  0.0773771554
 EU0_3700_0000, 2001, 5,  0.0773771554
 EU0_3700_0000, 2001, 6,  0.139278874
 EU0_3700_0000, 2001, 7,  0.185705155
 EU0_3700_0000, 2001, 8,  0.185705155
 EU0_3700_0000, 2001, 9,  0.139278874
 EU0_3700_0000, 2001, 10,  0.0773771554
 EU0_3700_0000, 2002, 5,  0.0773771554
 EU0_3700_0000, 2002, 6,  0.139278874
 EU0_3700_0000, 2002, 7,  0.185705155
 EU0_3700_0000, 2002, 8,  0.185705155
 EU0_3700_0000, 2002, 9,  0.139278874
 EU0_3700_0000, 2002, 10,  0.0773771554
 EU0_3700_0000, 2003, 5,  0.0773771554
 EU0_3700_0000, 2003, 6,  0.139278874
 EU0_3700_0000, 2003, 7,  0.185705155
 EU0_3700_0000, 2003, 8,  0.185705155
 EU0_3700_0000, 2003, 9,  0.139278874
 EU0_3700_0000, 2003, 10,  0.0773771554
 EU0_3700_0000, 2004, 5,  0.0773771554
 EU0_3700_0000, 2004, 6,  0.139278874
 EU0_3700_0000, 2004, 7,  0.185705155
 EU0_3700_0000, 2004, 8,  0.185705155
 EU0_3700_0000, 2004, 9,  0.139278874
 EU0_3700_0000, 2004, 10,  0.0773771554
 EU0_3700_0000, 2005, 5,  0.0773771554
 EU0_3700_0000, 2005, 6,  0.139278874
 EU0_3700_0000, 2005, 7,  0.185705155
 EU0_3700_0000, 2005, 8,  0.185705155
 EU0_3700_0000, 2005, 9,  0.139278874
 EU0_3700_0000, 2005, 10,  0.0773771554
 EU0_3720_0000, 1995, 5,  1.81062531
 EU0_3720_0000, 1995, 6,  3.15698767
 EU0_3720_0000, 1995, 7,  4.07003832
 EU0_3720_0000, 1995, 8,  4.07003832
 EU0_3720_0000, 1995, 9,  3.15698767
 EU0_3720_0000, 1995, 10,  1.81062531
 EU0_3720_0000, 1996, 5,  0.634492636
 EU0_3720_0000, 1996, 6,  1.11423099
 EU0_3720_0000, 1996, 7,  1.43921506
 EU0_3720_0000, 1996, 8,  1.43921506
 EU0_3720_0000, 1996, 9,  1.11423099
 EU0_3720_0000, 1996, 10,  0.634492636
 EU0_3720_0000, 1997, 5,  0.928525865
 EU0_3720_0000, 1997, 6,  1.64039552
 EU0_3720_0000, 1997, 7,  2.1046586
 EU0_3720_0000, 1997, 8,  2.1046586
 EU0_3720_0000, 1997, 9,  1.64039552
 EU0_3720_0000, 1997, 10,  0.928525865
 EU0_3720_0000, 1998, 5,  0.495213777
 EU0_3720_0000, 1998, 6,  0.866624117
 EU0_3720_0000, 1998, 7,  1.11423099
 EU0_3720_0000, 1998, 8,  1.11423099
 EU0_3720_0000, 1998, 9,  0.866624117
 EU0_3720_0000, 1998, 10,  0.495213777
 EU0_3720_0000, 1999, 5,  0.804722369
 EU0_3720_0000, 1999, 6,  1.40826416
 EU0_3720_0000, 1999, 7,  1.81062531
 EU0_3720_0000, 1999, 8,  1.81062531
 EU0_3720_0000, 1999, 9,  1.40826416
 EU0_3720_0000, 1999, 10,  0.804722369
 EU0_3720_0000, 2000, 5,  0.247606888
 EU0_3720_0000, 2000, 6,  0.417836636
 EU0_3720_0000, 2000, 7,  0.541640043
 EU0_3720_0000, 2000, 8,  0.541640043
 EU0_3720_0000, 2000, 9,  0.417836636
 EU0_3720_0000, 2000, 10,  0.247606888
 EU0_3720_0000, 2001, 5,  0.247606888
 EU0_3720_0000, 2001, 6,  0.417836636
 EU0_3720_0000, 2001, 7,  0.541640043
 EU0_3720_0000, 2001, 8,  0.541640043
 EU0_3720_0000, 2001, 9,  0.417836636
 EU0_3720_0000, 2001, 10,  0.247606888
 EU0_3720_0000, 2002, 5,  0.247606888
 EU0_3720_0000, 2002, 6,  0.417836636
 EU0_3720_0000, 2002, 7,  0.541640043
 EU0_3720_0000, 2002, 8,  0.541640043
 EU0_3720_0000, 2002, 9,  0.417836636
 EU0_3720_0000, 2002, 10,  0.247606888
 EU0_3720_0000, 2003, 5,  0.247606888
 EU0_3720_0000, 2003, 6,  0.417836636
 EU0_3720_0000, 2003, 7,  0.541640043
 EU0_3720_0000, 2003, 8,  0.541640043
 EU0_3720_0000, 2003, 9,  0.417836636
 EU0_3720_0000, 2003, 10,  0.247606888
 EU0_3720_0000, 2004, 5,  0.247606888
 EU0_3720_0000, 2004, 6,  0.417836636
 EU0_3720_0000, 2004, 7,  0.541640043
 EU0_3720_0000, 2004, 8,  0.541640043
 EU0_3720_0000, 2004, 9,  0.417836636
 EU0_3720_0000, 2004, 10,  0.247606888
 EU0_3720_0000, 2005, 5,  0.247606888
 EU0_3720_0000, 2005, 6,  0.417836636
 EU0_3720_0000, 2005, 7,  0.541640043
 EU0_3720_0000, 2005, 8,  0.541640043
 EU0_3720_0000, 2005, 9,  0.417836636
 EU0_3720_0000, 2005, 10,  0.247606888
 EU0_3830_0001, 1995, 5,  0.154754311
 EU0_3830_0001, 1995, 6,  0.278557748
 EU0_3830_0001, 1995, 7,  0.355934918
 EU0_3830_0001, 1995, 8,  0.355934918
 EU0_3830_0001, 1995, 9,  0.278557748
 EU0_3830_0001, 1995, 10,  0.154754311
 EU0_3830_0001, 1996, 5,  0.0773771554
 EU0_3830_0001, 1996, 6,  0.123803444
 EU0_3830_0001, 1996, 7,  0.170229733
 EU0_3830_0001, 1996, 8,  0.170229733
 EU0_3830_0001, 1996, 9,  0.123803444
 EU0_3830_0001, 1996, 10,  0.0773771554
 EU0_3830_0001, 1997, 5,  0.216656029
 EU0_3830_0001, 1997, 6,  0.386885762
 EU0_3830_0001, 1997, 7,  0.495213777
 EU0_3830_0001, 1997, 8,  0.495213777
 EU0_3830_0001, 1997, 9,  0.386885762
 EU0_3830_0001, 1997, 10,  0.216656029
 EU0_3830_0001, 1999, 5,  0.216656029
 EU0_3830_0001, 1999, 6,  0.37141031
 EU0_3830_0001, 1999, 7,  0.464262933
 EU0_3830_0001, 1999, 8,  0.464262933
 EU0_3830_0001, 1999, 9,  0.37141031
 EU0_3830_0001, 1999, 10,  0.216656029
 EU0_3830_0001, 2000, 5,  0.0309508611
 EU0_3830_0001, 2000, 6,  0.0619017221
 EU0_3830_0001, 2000, 7,  0.0928525776
 EU0_3830_0001, 2000, 8,  0.0928525776
 EU0_3830_0001, 2000, 9,  0.0619017221
 EU0_3830_0001, 2000, 10,  0.0309508611
 EU0_3830_0001, 2001, 5,  0.0309508611
 EU0_3830_0001, 2001, 6,  0.0619017221
 EU0_3830_0001, 2001, 7,  0.0928525776
 EU0_3830_0001, 2001, 8,  0.0928525776
 EU0_3830_0001, 2001, 9,  0.0619017221
 EU0_3830_0001, 2001, 10,  0.0309508611
 EU0_3830_0001, 2002, 5,  0.0309508611
 EU0_3830_0001, 2002, 6,  0.0619017221
 EU0_3830_0001, 2002, 7,  0.0928525776
 EU0_3830_0001, 2002, 8,  0.0928525776
 EU0_3830_0001, 2002, 9,  0.0619017221
 EU0_3830_0001, 2002, 10,  0.0309508611
 EU0_3830_0001, 2003, 5,  0.0309508611
 EU0_3830_0001, 2003, 6,  0.0619017221
 EU0_3830_0001, 2003, 7,  0.0928525776
 EU0_3830_0001, 2003, 8,  0.0928525776
 EU0_3830_0001, 2003, 9,  0.0619017221
 EU0_3830_0001, 2003, 10,  0.0309508611
 EU0_3830_0001, 2004, 5,  0.0309508611
 EU0_3830_0001, 2004, 6,  0.0619017221
 EU0_3830_0001, 2004, 7,  0.0928525776
 EU0_3830_0001, 2004, 8,  0.0928525776
 EU0_3830_0001, 2004, 9,  0.0619017221
 EU0_3830_0001, 2004, 10,  0.0309508611
 EU0_3830_0001, 2005, 5,  0.0309508611
 EU0_3830_0001, 2005, 6,  0.0619017221
 EU0_3830_0001, 2005, 7,  0.0928525776
 EU0_3830_0001, 2005, 8,  0.0928525776
 EU0_3830_0001, 2005, 9,  0.0619017221
 EU0_3830_0001, 2005, 10,  0.0309508611
 EU0_4030_0000, 1996, 5,  0.247606888
 EU0_4030_0000, 1996, 6,  0.433312058
 EU0_4030_0000, 1996, 7,  0.557115495
 EU0_4030_0000, 1996, 8,  0.557115495
 EU0_4030_0000, 1996, 9,  0.433312058
 EU0_4030_0000, 1996, 10,  0.247606888
 EU0_4030_0000, 1997, 5,  0.696394324
 EU0_4030_0000, 1997, 6,  1.22255909
 EU0_4030_0000, 1997, 7,  1.57849383
 EU0_4030_0000, 1997, 8,  1.57849383
 EU0_4030_0000, 1997, 9,  1.22255909
 EU0_4030_0000, 1997, 10,  0.696394324
 EU0_4030_0000, 1998, 5,  0.758296132
 EU0_4030_0000, 1998, 6,  1.33088708
 EU0_4030_0000, 1998, 7,  1.71777284
 EU0_4030_0000, 1998, 8,  1.71777284
 EU0_4030_0000, 1998, 9,  1.33088708
 EU0_4030_0000, 1998, 10,  0.758296132
 EU0_4030_0000, 1999, 5,  0.572590947
 EU0_4030_0000, 1999, 6,  1.00590289
 EU0_4030_0000, 1999, 7,  1.29993618
 EU0_4030_0000, 1999, 8,  1.29993618
 EU0_4030_0000, 1999, 9,  1.00590289
 EU0_4030_0000, 1999, 10,  0.572590947
 EU0_4120_0000, 1991, 5,  0.263082325
 EU0_4120_0000, 1991, 6,  0.448787481
 EU0_4120_0000, 1991, 7,  0.588066339
 EU0_4120_0000, 1991, 8,  0.588066339
 EU0_4120_0000, 1991, 9,  0.448787481
 EU0_4120_0000, 1991, 10,  0.263082325
 EU0_4120_0000, 1992, 5,  0.216656029
 EU0_4120_0000, 1992, 6,  0.37141031
 EU0_4120_0000, 1992, 7,  0.479738355
 EU0_4120_0000, 1992, 8,  0.479738355
 EU0_4120_0000, 1992, 9,  0.37141031
 EU0_4120_0000, 1992, 10,  0.216656029
 EU0_4120_0000, 1993, 5,  0.355934918
 EU0_4120_0000, 1993, 6,  0.603541791
 EU0_4120_0000, 1993, 7,  0.789246917
 EU0_4120_0000, 1993, 8,  0.789246917
 EU0_4120_0000, 1993, 9,  0.603541791
 EU0_4120_0000, 1993, 10,  0.355934918
 EU0_4120_0000, 1994, 5,  0.433312058
 EU0_4120_0000, 1994, 6,  0.742820621
 EU0_4120_0000, 1994, 7,  0.959476709
 EU0_4120_0000, 1994, 8,  0.959476709
 EU0_4120_0000, 1994, 9,  0.742820621
 EU0_4120_0000, 1994, 10,  0.433312058
 EU0_4120_0000, 1995, 5,  0.417836636
 EU0_4120_0000, 1995, 6,  0.727345228
 EU0_4120_0000, 1995, 7,  0.944001257
 EU0_4120_0000, 1995, 8,  0.944001257
 EU0_4120_0000, 1995, 9,  0.727345228
 EU0_4120_0000, 1995, 10,  0.417836636
 EU0_4120_0000, 1996, 5,  0.0773771554
 EU0_4120_0000, 1996, 6,  0.139278874
 EU0_4120_0000, 1996, 7,  0.185705155
 EU0_4120_0000, 1996, 8,  0.185705155
 EU0_4120_0000, 1996, 9,  0.139278874
 EU0_4120_0000, 1996, 10,  0.0773771554
 EU0_4120_0000, 1997, 5,  0.0154754305
 EU0_4120_0000, 1997, 6,  0.0309508611
 EU0_4120_0000, 1997, 7,  0.0309508611
 EU0_4120_0000, 1997, 8,  0.0309508611
 EU0_4120_0000, 1997, 9,  0.0309508611
 EU0_4120_0000, 1997, 10,  0.0154754305
 EU0_4120_0000, 1998, 5,  0.541640043
 EU0_4120_0000, 1998, 6,  0.959476709
 EU0_4120_0000, 1998, 7,  1.22255909
 EU0_4120_0000, 1998, 8,  1.22255909
 EU0_4120_0000, 1998, 9,  0.959476709
 EU0_4120_0000, 1998, 10,  0.541640043
 EU0_4120_0000, 1999, 5,  0.340459466
 EU0_4120_0000, 1999, 6,  0.603541791
 EU0_4120_0000, 1999, 7,  0.773771524
