riverseg, landseg,flofor,flohvf,flopas,flours,floafo,flocfo,flonpa,flotrp,floalf,flohyw,flohyo,flonhy,flonal,flohom,flonho,flohwm,flonhi,flolwm,flonlo,florpd,flonpd,flocpd,florex,flonex,flocex,florcn,floccn,florid,flonid,flocid,tn for,tn hvf,tn pas,tn urs,tn afo,tn cfo,tn npa,tn trp,tn alf,tn hyw,tn hyo,tn nhy,tn nal,tn hom,tn nho,tn hwm,tn nhi,tn lwm,tn nlo,tn rpd,tn npd,tn cpd,tn rex,tn nex,tn cex,tn rcn,tn ccn,tn rid,tn nid,tn cid,tp for,tp hvf,tp pas,tp urs,tp afo,tp cfo,tp npa,tp trp,tp alf,tp hyw,tp hyo,tp nhy,tp nal,tp hom,tp nho,tp hwm,tp nhi,tp lwm,tp nlo,tp rpd,tp npd,tp cpd,tp rex,tp nex,tp cex,tp rcn,tp ccn,tp rid,tp nid,tp cid,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
PL0_5922_0000,A51099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037,0.037,0,0,0.037,0,0,0.033,0.037,0.033,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.037,0.043,0.037,0.047,0.043,0.047,0.047,0.038,0.043,0.043,0.047,0.037
PL0_5922_0000,F51099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037,0.037,0,0,0.037,0,0,0.033,0.037,0.033,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.037,0.043,0.037,0.047,0.043,0.047,0.047,0.038,0.043,0.043,0.047,0.037
PL0_5923_0000,A51099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037,0.037,0,0,0.037,0,0,0.033,0.037,0.033,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.037,0.043,0.037,0.047,0.043,0.047,0.047,0.038,0.043,0.043,0.047,0.037
PL0_5930_0000,A24017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0,0,0.066,0,0,0.067,0.066,0.067,0.066,0.066,0.066,0.066,0.066,0.073,0.066,0.066,0.066,0.069,0.066,0.089,0.069,0.089,0.073,0.073,0.069,0.069,0.089,0.066
PL0_5930_0000,F24017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0,0,0.066,0,0,0.067,0.066,0.067,0.066,0.066,0.066,0.066,0.066,0.073,0.066,0.066,0.066,0.069,0.066,0.089,0.069,0.089,0.073,0.073,0.069,0.069,0.089,0.066
PL0_5950_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.065,0.065,0,0,0.065,0,0,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.069,0.065,0.065,0.065,0.066,0.065,0.074,0.066,0.074,0.076,0.069,0.066,0.066,0.074,0.065
PL0_5951_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.077,0.077,0,0,0.077,0,0,0.059,0.077,0.059,0.077,0.077,0.077,0.077,0.077,0.068,0.077,0.077,0.077,0.078,0.077,0.055,0.078,0.055,0.069,0.068,0.078,0.078,0.055,0.077
PL0_5952_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0,0,0.053,0,0,0.049,0.053,0.049,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.056,0.053,0.052,0.056,0.052,0.055,0.053,0.056,0.056,0.052,0.053
PL0_5960_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069,0.069,0,0,0.069,0,0,0.058,0.069,0.058,0.069,0.069,0.069,0.069,0.069,0.095,0.069,0.069,0.069,0.07,0.069,0.045,0.07,0.045,0.047,0.095,0.07,0.07,0.045,0.069
PL0_5961_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.049,0.046,0.049,0.046,0.046,0.046,0.046,0.046,0.035,0.046,0.046,0.046,0.052,0.046,0.048,0.052,0.048,0.041,0.035,0.052,0.052,0.048,0.046
PL0_5962_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055,0.055,0,0,0.055,0,0,0.051,0.055,0.051,0.055,0.055,0.055,0.055,0.055,0.062,0.055,0.055,0.055,0.052,0.055,0.045,0.052,0.045,0.048,0.062,0.052,0.052,0.045,0.055
PL0_5980_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.077,0.077,0,0,0.077,0,0,0.07,0.077,0.07,0.077,0.077,0.077,0.077,0.077,0.136,0.077,0.077,0.077,0.069,0.077,0.113,0.069,0.113,0.075,0.136,0.069,0.069,0.113,0.077
PL0_5980_0000,F24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.077,0.077,0,0,0.077,0,0,0.07,0.077,0.07,0.077,0.077,0.077,0.077,0.077,0.136,0.077,0.077,0.077,0.069,0.077,0.113,0.069,0.113,0.075,0.136,0.069,0.069,0.113,0.077
PL0_5981_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.044,0.046,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.042,0.046,0.053,0.042,0.053,0.043,0.046,0.042,0.042,0.053,0.046
PL0_5981_0000,F24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.044,0.046,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.042,0.046,0.053,0.042,0.053,0.043,0.046,0.042,0.042,0.053,0.046
PL0_5982_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.078,0.078,0,0,0.078,0,0,0.064,0.078,0.064,0.078,0.078,0.078,0.078,0.078,0.04,0.078,0.078,0.078,0.065,0.078,0.111,0.065,0.111,0.062,0.04,0.065,0.065,0.111,0.078
PL0_5982_0000,F24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.078,0.078,0,0,0.078,0,0,0.064,0.078,0.064,0.078,0.078,0.078,0.078,0.078,0.04,0.078,0.078,0.078,0.065,0.078,0.111,0.065,0.111,0.062,0.04,0.065,0.065,0.111,0.078
PL0_5983_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.083,0.083,0,0,0.083,0,0,0.071,0.083,0.071,0.083,0.083,0.083,0.083,0.083,0.084,0.083,0.083,0.083,0.075,0.083,0.106,0.075,0.106,0.085,0.084,0.075,0.075,0.106,0.083
PL0_6020_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068,0.068,0,0,0.068,0,0,0.07,0.068,0.07,0.068,0.068,0.068,0.068,0.068,0.074,0.068,0.068,0.068,0.074,0.068,0.076,0.074,0.076,0.081,0.074,0.074,0.074,0.076,0.068
PL0_6060_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.062,0.062,0,0,0.062,0,0,0.058,0.062,0.058,0.062,0.062,0.062,0.062,0.062,0.084,0.062,0.062,0.062,0.053,0.062,0.059,0.053,0.059,0.062,0.084,0.053,0.053,0.059,0.062
PL0_6100_0000,A51099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026,0.026,0,0,0.026,0,0,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.023,0.026,0.028,0.023,0.028,0.028,0.026,0.023,0.023,0.028,0.026
PL0_6100_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.045,0.046,0.045,0.046,0.046,0.046,0.046,0.046,0.064,0.046,0.046,0.046,0.062,0.046,0.06,0.062,0.06,0.045,0.064,0.062,0.062,0.06,0.046
PL0_6100_0000,F51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.072,0.072,0,0,0.072,0,0,0.071,0.072,0.071,0.072,0.072,0.072,0.072,0.072,0.09,0.072,0.072,0.072,0.085,0.072,0.088,0.085,0.088,0.073,0.09,0.085,0.085,0.088,0.072
PL0_6101_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.045,0.046,0.045,0.046,0.046,0.046,0.046,0.046,0.064,0.046,0.046,0.046,0.062,0.046,0.06,0.062,0.06,0.045,0.064,0.062,0.062,0.06,0.046
PL0_6101_0000,F51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.045,0.046,0.045,0.046,0.046,0.046,0.046,0.046,0.064,0.046,0.046,0.046,0.062,0.046,0.06,0.062,0.06,0.045,0.064,0.062,0.062,0.06,0.046
PL0_6110_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.085,0.085,0,0,0.085,0,0,0.073,0.085,0.073,0.085,0.085,0.085,0.085,0.085,0.083,0.085,0.085,0.085,0.069,0.085,0.092,0.069,0.092,0.097,0.083,0.069,0.069,0.092,0.085
PL0_6110_0000,F24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.085,0.085,0,0,0.085,0,0,0.073,0.085,0.073,0.085,0.085,0.085,0.085,0.085,0.083,0.085,0.085,0.085,0.069,0.085,0.092,0.069,0.092,0.097,0.083,0.069,0.069,0.092,0.085
PL0_6130_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0,0,0.041,0,0,0.046,0.041,0.046,0.041,0.041,0.041,0.041,0.041,0.087,0.041,0.041,0.041,0.048,0.041,0.052,0.048,0.052,0.048,0.087,0.048,0.048,0.052,0.041
PL0_6131_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0,0,0.041,0,0,0.046,0.041,0.046,0.041,0.041,0.041,0.041,0.041,0.087,0.041,0.041,0.041,0.048,0.041,0.052,0.048,0.052,0.048,0.087,0.048,0.048,0.052,0.041
PL0_6140_0000,A51133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.043,0.043,0,0,0.043,0,0,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.043,0.043,0.043,0.044,0.043,0.043,0.044,0.043,0.05,0.044,0.044,0.044,0.043,0.043
PL0_6140_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.046,0.042,0.046,0.042,0.042,0.042,0.042,0.042,0.047,0.042,0.042,0.042,0.05,0.042,0.056,0.05,0.056,0.072,0.047,0.05,0.05,0.056,0.042
PL0_6141_0000,A51193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.046,0.042,0.046,0.042,0.042,0.042,0.042,0.042,0.047,0.042,0.042,0.042,0.05,0.042,0.056,0.05,0.056,0.072,0.047,0.05,0.05,0.056,0.042
PL0_6270_0000,A51133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.054,0.056,0.054,0.056,0.056,0.056,0.056,0.056,0.118,0.056,0.056,0.056,0.066,0.056,0.07,0.066,0.07,0.07,0.118,0.066,0.066,0.07,0.056
PL0_6271_0000,A51133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.054,0.056,0.054,0.056,0.056,0.056,0.056,0.056,0.118,0.056,0.056,0.056,0.066,0.056,0.07,0.066,0.07,0.07,0.118,0.066,0.066,0.07,0.056
PL0_6272_0000,A51133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.054,0.056,0.054,0.056,0.056,0.056,0.056,0.056,0.118,0.056,0.056,0.056,0.066,0.056,0.07,0.066,0.07,0.07,0.118,0.066,0.066,0.07,0.056
PL1_4460_4780,A11001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.807,0.807,0,0,0.807,0,0,0.501,0.807,0.501,0.807,0.807,0.807,0.807,0.807,0.617,0.807,0.807,0.807,0.347,0.807,0.813,0.347,0.813,0.617,0.617,0.347,0.347,0.813,0.807
PL1_4460_4780,A24031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.244,0.244,0,0,0.244,0,0,0.26,0.244,0.26,0.244,0.244,0.244,0.244,0.244,0.215,0.244,0.244,0.244,0.223,0.244,0.295,0.223,0.295,0.205,0.215,0.223,0.223,0.295,0.244
PL1_4460_4780,F11001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.807,0.807,0,0,0.807,0,0,0.501,0.807,0.501,0.807,0.807,0.807,0.807,0.807,0.617,0.807,0.807,0.807,0.347,0.807,0.813,0.347,0.813,0.617,0.617,0.347,0.347,0.813,0.807
PL1_4460_4780,F24031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.244,0.244,0,0,0.244,0,0,0.26,0.244,0.26,0.244,0.244,0.244,0.244,0.244,0.215,0.244,0.244,0.244,0.223,0.244,0.295,0.223,0.295,0.205,0.215,0.223,0.223,0.295,0.244
PL1_4540_0001,A24031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.061,0.056,0.061,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.059,0.056,0.052,0.059,0.052,0.065,0.056,0.059,0.059,0.052,0.056
PL1_4540_0001,A24033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031,0.031,0,0,0.031,0,0,0.032,0.031,0.032,0.031,0.031,0.031,0.031,0.031,0.032,0.031,0.031,0.031,0.041,0.031,0.039,0.041,0.039,0.035,0.032,0.041,0.041,0.039,0.031
PL1_4540_0001,F24031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.061,0.056,0.061,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.059,0.056,0.052,0.059,0.052,0.065,0.056,0.059,0.059,0.052,0.056
PL1_4540_0001,F24033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031,0.031,0,0,0.031,0,0,0.032,0.031,0.032,0.031,0.031,0.031,0.031,0.031,0.032,0.031,0.031,0.031,0.041,0.031,0.039,0.041,0.039,0.035,0.032,0.041,0.041,0.039,0.031
