 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.8748
JB3_6820_7053,    0.7530,    0.7392
EM2_3980_0001,    0.7845,    1.0433
EL1_5430_0001,    0.7709,    1.0429
EL0_4560_4562,    0.9686,    1.0007
EL0_4561_4562,    0.9686,    1.0007
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.0454,    1.0612
WU2_3020_3320,    1.0454,    1.0612
WM0_3881_3880,    0.9832,    0.9599
WM1_3882_3880,    0.9832,    0.9599
WM3_3880_4060,    0.9832,    0.9599
WM1_3660_3910,    0.9884,    0.7615
PL1_5370_5470, -999.0000,    0.9320
PL1_5230_0001,    1.0809,    1.0079
PL1_4540_0001, -999.0000,    1.0078
PL1_4460_4780,    0.9999,    0.7818
PL0_5540_5490, -999.0000,    0.9224
PL0_5070_0001,    0.9393,    0.9541
PL0_5010_5130,    0.9849,   -0.0997
XL1_4690_0001,    0.9338,    1.5846
XL0_5320_0001,    0.6658,    1.0062
