 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,SL3_2420_2700, 0.8399E+00, 0.1246E+08, 0.1467E+07, 0.2704E+06, 0.1789E+05,
TOTN,SJ6_2130_0003, 0.9929E+00, 0.2282E+08, 0.1583E+07, 0.6013E+06, 0.2572E+06,
TOTN,SW7_1640_0003, 0.9444E+00, 0.3073E+08, 0.2702E+07, 0.7924E+06, 0.2951E+06,
TOTN,SU7_0850_0730, 0.9597E+00, 0.3136E+08, 0.5781E+07, 0.1386E+07, 0.5319E+06,
TOTN,SU8_1610_1530, 0.9480E+00, 0.1871E+08, 0.4381E+07, 0.8544E+06, 0.4212E+06, 0.2618E+08, 0.9597E+00,
TOTN,SL9_2490_2520, 0.9234E+00, 0.6260E+08, 0.7924E+07, 0.1524E+07, 0.7954E+06, 0.1533E+08, 0.9929E+00, 0.2191E+08, 0.9444E+00, 0.4027E+08, 0.9480E+00,
TOTP,SL3_2420_2700, 0.8460E+00, 0.6701E+06, 0.2204E+06, 0.0000E+00, 0.5566E+03,
TOTP,SJ6_2130_0003, 0.1000E+01, 0.8097E+06, 0.3024E+06, 0.0000E+00, 0.1195E+05,
TOTP,SW7_1640_0003, 0.9771E+00, 0.1688E+07, 0.3870E+06, 0.0000E+00, 0.1424E+05,
TOTP,SU7_0850_0730, 0.9715E+00, 0.2077E+07, 0.7778E+06, 0.0000E+00, 0.2604E+05,
TOTP,SU8_1610_1530, 0.9605E+00, 0.1034E+07, 0.1022E+07, 0.0000E+00, 0.2012E+05, 0.1945E+07, 0.9715E+00,
TOTP,SL9_2490_2520, 0.9618E+00, 0.3209E+07, 0.1225E+07, 0.0000E+00, 0.3187E+05, 0.7914E+06, 0.1000E+01, 0.1323E+07, 0.9771E+00, 0.3188E+07, 0.9605E+00,
