 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,RU5_6030_0001, 0.7151E+00, 0.7263E+07, 0.3325E+06, 0.2999E+06, 0.4899E+05,
TOTP,RU5_6030_0001, 0.8054E+00, 0.8444E+06, 0.4407E+05, 0.0000E+00, 0.2525E+04,
