 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.9035
JB3_6820_7053,    0.8056,    0.7345
EM2_3980_0001,    0.9195,    0.6514
EL1_5430_0001,    1.0082,    0.7707
EL0_4560_4562,    1.0067,    1.1434
EL0_4561_4562,    1.0067,    1.1434
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.1346,    0.9598
WU2_3020_3320,    1.1346,    0.9598
WM0_3881_3880,    1.0090,    0.9308
WM1_3882_3880,    1.0090,    0.9308
WM3_3880_4060,    1.0090,    0.9308
WM1_3660_3910,    1.0527,    0.7424
PL1_5370_5470, -999.0000,    0.9817
PL1_5230_0001,    1.0303,    1.0000
PL1_4540_0001, -999.0000,    0.9389
PL1_4460_4780,    1.0340,    0.8334
PL0_5540_5490, -999.0000,    1.0093
PL0_5070_0001,    0.8395,    0.9871
PL0_5010_5130,    1.0091,   -0.0949
XL1_4690_0001,    0.9574,    1.4655
XL0_5320_0001,    0.5234,    1.0096
