 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.8828
PL0_4510_0001,    1.6312,    1.1810
JB3_6820_7053,    0.7492,    0.7666
EM2_3980_0001,    0.6647,    0.6439
EL1_5430_0001,    1.0226,    0.7697
EL0_4560_4562,    1.0029,    0.6724
EL0_4561_4562,    1.0029,    0.6724
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.1434,    0.8849
WU2_3020_3320,    1.1434,    0.8849
WM0_3881_3880,    1.0628,    0.8894
WM1_3882_3880,    1.0628,    0.8894
WM3_3880_4060,    1.0628,    0.8894
WM1_3660_3910,    1.0998,    0.7447
PL1_5370_5470, -999.0000,    0.9797
PL1_5230_0001,    1.0337,    0.9995
PL1_4540_0001, -999.0000,    1.1402
PL1_4460_4780,    1.1600,    0.7696
PL0_5540_5490, -999.0000,    0.9790
PL0_5070_0001,    0.8262,    1.0206
PL0_5010_5130,    1.0475,   -0.0943
XL1_4690_0001,    0.9286,    1.4324
XL0_5320_0001,    0.5204,    0.9653
