 seg ,TOTN,TOTP
SL0_2721_2720, -999.0000, -999.0000
SL2_2750_2720, -999.0000, -999.0000
SL2_2410_2700, -999.0000, -999.0000
SL1_2390_2420,    1.2174,    1.2421
SL2_2300_2520, -999.0000, -999.0000
SL1_2190_2350,    1.2174,    1.2421
SL2_2200_2350,    1.2174,    1.2421
SL0_2831_2830,    1.1416,    1.0703
SL3_2460_2430,    1.1416,    1.0703
SL3_2350_2470,    1.2174,    1.2421
SL1_2770_2730,    1.1416,    1.0703
SL0_2180_2220,    1.1416,    1.0703
SL3_2470_2420,    1.2174,    1.2421
SL3_2420_2700,    1.2174,    1.2421
SL3_2400_2440,    1.1416,    1.0703
SL1_2830_2760,    1.1416,    1.0703
SL1_2760_2730,    1.1416,    1.0703
SL1_2000_2090,    1.1416,    1.0703
SL1_2670_2370,    1.1416,    1.0703
SL3_2730_2550,    1.1416,    1.0703
SL3_2440_2380,    1.1416,    1.0703
SL0_2220_2140,    1.1416,    1.0703
SL2_1850_1990,    1.1416,    1.0703
SL3_2550_2490,    1.1416,    1.0703
SJ2_2150_2130,    1.0079,    1.0000
SL2_2540_2370,    1.1416,    1.0703
SL3_2290_2260,    1.1416,    1.0703
SL2_1990_2070,    1.1416,    1.0703
SL2_2070_2090,    1.1416,    1.0703
SL3_1960_2080,    1.1416,    1.0703
SJ2_2110_2170,    1.0079,    1.0000
SL4_2370_2330,    1.1416,    1.0703
SL4_2330_2270,    1.1416,    1.0703
SL4_2090_2100,    1.1416,    1.0703
SL4_2100_2140,    1.1416,    1.0703
SJ2_1900_1930,    1.0079,    1.0000
SL3_2260_2050,    1.1416,    1.0703
SL2_1810_2030,    1.1416,    1.0703
SL2_1670_1880,    1.1416,    1.0703
SJ3_2160_2170,    1.0079,    1.0000
SJ3_2170_1970,    1.0079,    1.0000
SL1_1790_1840,    1.1416,    1.0703
SL4_2140_2240,    1.1416,    1.0703
SL1_1730_1700,    1.1416,    1.0703
SJ1_2280_2450,    1.0079,    1.0000
SJ3_2040_1980,    1.0079,    1.0000
SJ2_2580_2500,    1.0079,    1.0000
SL4_2240_2310,    1.1416,    1.0703
SJ2_2500_2450,    1.0079,    1.0000
SL3_1710_1740,    1.1416,    1.0703
SL3_1740_1840,    1.1416,    1.0703
SU1_1630_1610,    1.0895,    1.1047
SJ2_2570_2660,    1.0079,    1.0000
SJ3_2450_2120,    1.0079,    1.0000
SL1_1700_1780,    1.1416,    1.0703
SL3_1840_1880,    1.1416,    1.0703
SW1_1450_1510,    1.1416,    1.0703
SU2_1550_1620,    1.0895,    1.1047
SJ3_2250_2230,    1.0079,    1.0000
SJ2_2530_2820,    1.0079,    1.0000
SJ3_1980_2060,    1.0079,    1.0000
SW1_1570_1640,    1.0661,    1.0290
SW1_1510_1680,    1.1416,    1.0703
SU2_1200_1310,    1.0895,    1.1047
SU1_1480_1500,    1.0895,    1.1047
SJ3_2230_2060,    1.0079,    1.0000
SJ2_2900_2740,    1.0079,    1.0000
SJ4_2060_2010,    1.0079,    1.0000
SW1_1560_1460,    1.0661,    1.0290
SW1_1180_1190,    1.0661,    1.0290
SW1_1160_1260,    1.0661,    1.0290
SJ4_2010_2210,    1.0079,    1.0000
SJ2_2820_2740,    1.0079,    1.0000
SU2_1210_1310,    1.0895,    1.1047
SU2_0670_0810,    1.0895,    1.1047
SW2_1190_1410,    1.0661,    1.0290
SW3_1040_1220,    1.0661,    1.0290
SU2_1290_1500,    1.0895,    1.1047
SJ4_2740_2660,    1.0079,    1.0000
SJ4_2660_2360,    1.0079,    1.0000
SJ4_2360_2340,    1.0079,    1.0000
SU3_1310_1280,    1.0895,    1.1047
SW2_1030_1060,    1.0661,    1.0290
SW2_1070_1060,    1.0661,    1.0290
SU3_1280_1590,    1.0895,    1.1047
SJ4_2340_2210,    1.0079,    1.0000
SJ5_2210_2320,    1.0079,    1.0000
SJ5_2320_2120,    1.0079,    1.0000
SJ5_2120_1930,    1.0079,    1.0000
SU3_1500_1420,    1.0895,    1.1047
SU2_1020_0980,    1.0895,    1.1047
SW3_1250_1340,    1.0661,    1.0290
SW3_1220_1320,    1.0661,    1.0290
SJ6_1930_1970,    1.0079,    1.0000
SJ6_1970_2130,    1.0079,    1.0000
SW3_1060_1260,    1.0661,    1.0290
SU3_0810_0970,    1.0895,    1.1047
SU1_0660_0710,    1.0895,    1.1047
SU2_0990_0950,    1.0895,    1.1047
SU3_0970_1120,    1.0895,    1.1047
SU2_0780_0710,    1.0895,    1.1047
SJ6_2130_2050,    1.1416,    1.0703
SW4_1260_1300,    1.0661,    1.0290
SW3_1080_1350,    1.0661,    1.0290
SW0_1520_1600,    1.0661,    1.0290
SW2_1000_1110,    1.0661,    1.0290
SU2_0760_0960,    1.0895,    1.1047
SU2_0700_0860,    1.0895,    1.1047
SW2_0880_0930,    1.0661,    1.0290
SW2_1100_1130,    1.0661,    1.0290
SW1_1910_1890,    1.0661,    1.0290
SW2_1050_0930,    1.0661,    1.0290
SW3_1600_1580,    1.0661,    1.0290
