 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.6650
JB3_6820_7053,    0.8086,    0.4928
EM2_3980_0001,    0.9031,    0.3625
EL1_5430_0001,    1.0102,    0.3941
EL0_4560_4562,    1.3096,    0.6046
EL0_4561_4562,    1.3096,    0.6046
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    2.3006,    0.7343
WU2_3020_3320,    2.3006,    0.7343
WM0_3881_3880,    1.2260,    0.7875
WM1_3882_3880,    1.2260,    0.7875
WM3_3880_4060,    1.2260,    0.7875
WM1_3660_3910,    1.2509,    0.4441
PL1_5370_5470, -999.0000,    0.6427
PL1_5230_0001,    1.1664,    0.9120
PL1_4540_0001, -999.0000,    1.0901
PL1_4460_4780,    1.3881,    0.6518
PL0_5540_5490, -999.0000,    0.7598
PL0_5070_0001,    0.6813,    1.3647
PL0_5010_5130,    1.0548,    0.0492
XL1_4690_0001,    0.6111,    2.4287
XL0_5320_0001,    0.4560,    0.8595
