 seg ,TOTN,TOTP
XU0_4090_4270,    1.0939,    1.0815
XU0_4130_4070,    1.0939,    1.0815
XU0_4091_4270,    1.0939,    1.0815
XU2_4270_4650,    1.0939,    1.0815
XU2_4070_4330,    1.0939,    1.0815
XU2_4330_4480,    1.0939,    1.0815
XU2_4480_4650,    1.0939,    1.0815
XU3_4650_0001,    1.0939,    1.0815
