TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.163729,0.100000,0.,10.00000,0.163729,na,na,0.092412,0.100000,0.,10.00000,0.092412,na,na,0.009240,0.010566,0.000054,2.838489,0.009240,na,na,0.000100,0.010566,0.000054,2.029885,0.000100,1.171323,2816.319,0.0001,1.07,50000.00,3195.660,0.0001,1.07,2.058053,23.46289,0.0001,1.07,2.058053,23.46289,0.0001,1.07,0.044178,0.008836,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000122,0.015447,0.,10.00000,0.000122,na,na,0.000100,0.000929,0.,10.00000,0.000100,na,na,0.000100,0.100000,0.100E-04,1.319039,0.000100,na,na,0.000100,0.100000,0.100E-04,1.052420,0.000100,0.423237,948.4909,0.0001,1.07,50000.00,9488.757,0.0001,1.07,0.278292,36.32524,0.0001,1.07,0.278292,36.32524,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.769336,0.073198,0.,9.243943,0.769336,na,na,0.421750,0.031100,0.,9.243943,0.421750,na,na,0.042173,0.000119,0.009068,0.559815,0.042173,na,na,0.000100,0.000119,0.009068,0.138539,0.000100,0.100000,44085.72,0.0001,1.07,50000.00,120.6962,0.0001,1.07,17.58090,30.05368,0.0001,1.07,17.58090,30.05368,0.0001,1.07,0.045907,0.009182,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.009099,0.,4.543665,1.000000,na,na,0.000100,0.000545,0.,2.271833,1.000000,na,na,0.000100,0.000118,0.008683,0.160447,0.200000,na,na,0.000100,0.000118,0.008683,0.058907,0.000100,1930.006,22114.21,0.0001,1.07,518.1332,406.9782,0.0001,1.07,6.596308,23.84402,0.0001,1.07,6.596308,23.84402,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.045283,0.000100,0.,10.00000,0.045283,na,na,0.045283,0.000100,0.,10.00000,0.045283,na,na,0.006460,0.013971,0.000048,3.074502,0.006460,na,na,0.000100,0.013971,0.000048,1.736000,0.000100,1.211159,2720.010,0.0001,1.07,50000.00,3308.812,0.0001,1.07,2.040132,16.07459,0.0001,1.07,2.040132,16.07459,0.0001,1.07,3.465396,0.693079,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.006181,0.100000,0.,10.00000,0.006181,na,na,0.004635,0.011642,0.,10.00000,0.004635,na,na,0.000464,0.100000,0.100E-04,0.869173,0.000464,na,na,0.000100,0.100000,0.100E-04,0.144859,0.000100,0.122037,632.1535,0.0001,1.07,50000.00,14237.05,0.0001,1.07,0.342662,31.96803,0.0001,1.07,0.342662,31.96803,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.185011,0.100000,0.,10.00000,0.185011,na,na,0.172409,0.100000,0.,10.00000,0.172409,na,na,0.017242,0.001288,0.000603,1.380492,0.017242,na,na,0.000100,0.001288,0.000603,0.606810,0.000100,30.17905,384.5246,0.0001,1.07,29124.02,23405.54,0.0001,1.07,11.17461,35.06655,0.0001,1.07,11.17461,35.06655,0.0001,1.07,0.248211,0.049642,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.062693,0.100000,0.,10.00000,0.062693,na,na,0.051261,0.100000,0.,10.00000,0.051261,na,na,0.005126,0.100000,0.100E-04,2.342753,0.005126,na,na,0.000100,0.100000,0.100E-04,1.719849,0.000100,14.66356,233.2991,0.0001,1.07,39767.92,38577.05,0.0001,1.07,0.331702,22.20604,0.0001,1.07,0.331702,22.20604,0.0001,1.07,0.239550,0.047910,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000500,0.078356,0.,10.00000,0.000500,na,na,0.000245,0.004700,0.,10.00000,0.000245,na,na,0.000100,0.100000,0.100E-04,1.473295,0.000100,na,na,0.000100,0.100000,0.100E-04,0.672529,0.000100,0.100000,5301.677,0.0001,1.07,50000.00,1697.577,0.0001,1.07,0.254045,25.32768,0.0001,1.07,0.254045,25.32768,0.0001,1.07,0.5,0.1,0,0,1.07,20
