landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    52.096,     2.777,     0.523
A24009,     0.000,    41.106,     4.356,     1.089
F24009,     0.000,    40.976,     4.456,     1.089
F24037,     0.000,    53.362,     1.069,     0.523
A24033,     0.000,    47.717,     6.480,     1.025
F24033,     0.000,    49.671,     4.120,     0.994
A24003,     0.000,    53.014,     2.287,     1.150
F24003,     0.000,    53.111,     2.234,     1.148
A24027,     0.000,    57.634,    10.215,     1.289
F24027,     0.000,    55.182,    12.118,     1.354
A24031,     0.000,    57.674,    12.234,     1.367
F24031,     0.000,    52.363,    16.826,     1.635
A51073,     0.000,    74.622,     6.413,     0.933
A51115,     0.000,    74.110,     8.171,     0.884
A51119,     0.000,    75.101,     7.403,     1.039
A51199,     0.000,   178.381,     9.014,     1.506
F51199,     0.000,   178.374,     9.025,     1.506
A51095,     0.000,    77.860,     9.806,     1.279
A51097,     0.000,   104.082,    16.799,     1.310
A51127,     0.000,    74.876,     8.860,     1.094
A51830,     0.000,    25.509,    12.594,     1.476
F51095,     0.000,    77.707,     9.767,     1.278
F51830,     0.000,    25.562,    12.642,     1.475
A51650,     0.000,    25.450,    13.700,     1.070
A51735,     0.000,    25.326,    12.442,     2.360
F51650,     0.000,    25.435,    13.683,     1.070
F51735,     0.000,    25.415,    12.541,     2.358
A51101,     0.000,   117.919,    17.114,     1.231
A51033,     0.000,   114.793,    15.927,     1.170
F51033,     0.000,    96.549,    10.351,     0.987
A51177,     0.000,    79.927,     5.262,     0.787
F51177,     0.000,    78.503,     5.113,     0.788
F51101,     0.000,    88.431,     6.732,     0.982
A51109,     0.000,   100.878,     4.768,     0.839
A51003,     0.000,   118.074,    22.042,     1.155
A51065,     0.000,   123.657,    17.240,     0.959
A51075,     0.000,   107.558,    10.052,     0.746
A51103,     0.000,    65.675,     5.723,     0.831
A51133,     0.000,    72.945,     4.591,     0.913
A51057,     0.000,   125.108,    20.520,     1.510
A51159,     0.000,   100.096,    14.849,     1.090
F51159,     0.000,    65.601,     6.498,     0.962
A51099,     0.000,    94.230,     9.801,     1.108
A51630,     0.000,    45.367,    16.733,     1.214
F51057,     0.000,   104.622,    11.103,     1.140
F51099,     0.000,    92.800,     9.392,     1.097
F51630,     0.000,    34.333,     9.629,     1.159
A51047,     0.000,   136.943,    19.656,     1.112
A51061,     0.000,    84.414,     7.028,     0.809
A51157,     0.000,    99.923,    15.073,     0.964
B51061,     0.000,   122.484,    22.152,     1.367
B51157,     0.000,    85.954,    10.946,     0.818
F51061,     0.000,   124.797,    13.885,     0.886
F51157,     0.000,    96.474,    14.477,     0.953
A51113,     0.000,   161.570,    23.172,     1.265
B51113,     0.000,   151.133,    20.434,     1.188
F51113,     0.000,   160.997,    22.161,     1.217
A51079,     0.000,   157.958,    20.627,     1.439
B51079,     0.000,   122.297,    12.281,     1.082
F51079,     0.000,   160.712,    20.941,     1.369
A51137,     0.000,   138.700,    15.638,     0.968
F51137,     0.000,   139.911,    14.837,     0.899
A24005,     0.000,    59.285,    14.236,     1.408
A24510,     0.000,    35.819,    15.828,     1.400
F24005,     0.000,    58.997,    14.399,     1.445
F24510,     0.000,    35.578,    15.691,     1.396
A24013,     0.000,    67.860,     9.537,     1.110
F24013,     0.000,    61.179,     4.498,     0.970
A24025,     0.000,    62.572,     9.730,     1.081
F24025,     0.000,    64.140,     6.639,     0.959
A10001,     0.000,    51.603,     8.449,     1.061
A10005,     0.000,    59.818,    17.842,     2.276
A24011,     0.000,    63.054,     2.084,     0.999
A24019,     0.000,    49.097,     1.249,     0.644
A24045,     0.000,   134.378,     7.262,     1.542
F24019,     0.000,    49.051,     1.253,     0.643
A24047,     0.000,    85.376,     5.459,     1.029
F24045,     0.000,   138.463,     2.811,     1.372
A24039,     0.000,   129.178,     3.230,     1.024
A51001,     0.000,    88.937,     4.368,     1.047
F24039,     0.000,   129.496,     3.050,     1.022
