landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    54.163,    11.347,     3.819
A24009,     0.000,    42.385,    12.743,     3.835
F24009,     0.000,    42.495,    12.754,     3.835
F24037,     0.000,    53.833,    10.289,     3.818
A24033,     0.000,    52.026,    13.075,     3.827
F24033,     0.000,    52.393,    12.321,     3.828
A24003,     0.000,    54.056,    12.078,     3.759
F24003,     0.000,    54.016,    12.077,     3.759
A24027,     0.000,    55.449,    20.924,     3.848
F24027,     0.000,    54.663,    21.832,     3.848
A24031,     0.000,    56.162,    22.307,     3.846
F24031,     0.000,    55.323,    23.432,     3.852
A51073,     0.000,   106.268,    22.361,     3.813
A51115,     0.000,   104.505,    23.378,     3.816
A51119,     0.000,   103.751,    22.302,     3.814
A51199,     0.000,   171.808,    22.388,     3.905
F51199,     0.000,   171.803,    22.387,     3.905
A51095,     0.000,   111.382,    29.126,     3.912
A51097,     0.000,   102.249,    25.222,     3.821
A51127,     0.000,   118.190,    28.951,     4.332
A51830,     0.000,    80.519,    37.815,     3.917
F51095,     0.000,   111.335,    29.115,     3.912
F51830,     0.000,    80.608,    37.860,     3.917
A51650,     0.000,    78.929,    39.835,     3.954
A51735,     0.000,    79.664,    38.873,     4.021
F51650,     0.000,    78.934,    39.811,     3.954
F51735,     0.000,    79.705,    38.999,     4.022
A51101,     0.000,   112.577,    25.783,     3.820
A51033,     0.000,   108.893,    25.529,     3.818
F51033,     0.000,   106.430,    24.420,     3.811
A51177,     0.000,   118.856,    23.168,     4.167
F51177,     0.000,   118.799,    23.094,     4.174
F51101,     0.000,   109.995,    21.813,     3.805
A51109,     0.000,   138.320,    21.263,     3.731
A51003,     0.000,   115.941,    28.587,     3.827
A51065,     0.000,   118.732,    25.531,     3.798
A51075,     0.000,   137.818,    24.246,     3.563
A51103,     0.000,   101.929,    19.851,     3.812
A51133,     0.000,   114.902,    22.140,     3.807
A51057,     0.000,   120.559,    29.865,     3.851
A51159,     0.000,   115.950,    24.843,     3.814
F51159,     0.000,   113.082,    22.014,     3.802
A51099,     0.000,   100.821,    22.188,     3.823
A51630,     0.000,   104.298,    36.318,     3.785
F51057,     0.000,   116.359,    25.999,     3.839
F51099,     0.000,   100.399,    22.148,     3.823
F51630,     0.000,    98.191,    30.209,     3.774
A51047,     0.000,   130.342,    28.962,     3.814
A51061,     0.000,   120.482,    25.688,     4.409
A51157,     0.000,   117.129,    30.206,     3.835
B51061,     0.000,   121.211,    33.637,     3.857
B51157,     0.000,   113.754,    29.609,     3.830
F51061,     0.000,   127.348,    25.549,     3.800
F51157,     0.000,   115.985,    30.601,     3.837
A51113,     0.000,   153.395,    32.586,     3.840
B51113,     0.000,   148.955,    32.560,     3.840
F51113,     0.000,   151.795,    31.689,     3.836
A51079,     0.000,   154.966,    29.364,     3.909
B51079,     0.000,   150.751,    28.724,     3.823
F51079,     0.000,   155.746,    29.362,     3.821
A51137,     0.000,   131.923,    25.044,     3.787
F51137,     0.000,   133.662,    24.248,     3.760
A24005,     0.000,    58.469,    22.748,     3.846
A24510,     0.000,    46.977,    27.248,     3.855
F24005,     0.000,    58.277,    22.716,     3.847
F24510,     0.000,    46.938,    27.206,     3.855
A24013,     0.000,    64.170,    21.596,     3.843
F24013,     0.000,    63.090,    16.413,     3.844
A24025,     0.000,    59.504,    20.928,     3.842
F24025,     0.000,    59.148,    18.149,     3.841
A10001,     0.000,    61.009,    12.979,     3.835
A10005,     0.000,    83.326,    14.226,     3.840
A24011,     0.000,    66.914,    10.684,     3.843
A24019,     0.000,    50.767,    10.269,     3.896
A24045,     0.000,   142.316,    13.638,     4.105
F24019,     0.000,    50.820,    10.280,     3.895
A24047,     0.000,    93.766,    11.877,     4.056
F24045,     0.000,   142.155,    11.868,     3.856
A24039,     0.000,   133.384,    11.533,     3.865
A51001,     0.000,    94.169,    16.570,     3.867
F24039,     0.000,   134.094,    11.546,     3.865
F51001,     0.000,    94.171,    16.570,     3.867
A51131,     0.000,    40.210,    12.188,     3.883
F51131,     0.000,    40.214,    12.185,     3.883
F10005,     0.000,    83.842,    12.757,     3.833
A24041,     0.000,    55.328,    11.825,     3.842
F24041,     0.000,    55.663,    11.905,     3.842
A24035,     0.000,    56.286,    13.110,     3.827
F24035,     0.000,    56.760,    11.972,     3.828
A24015,     0.000,    69.709,    19.396,     3.845
A10003,     0.000,    54.318,    12.364,     3.833
F24015,     0.000,    69.927,    15.100,     3.846
A24029,     0.000,    59.051,    11.795,     3.829
F24029,     0.000,    59.041,    11.797,     3.829
A42029,     0.000,   125.710,    27.480,     3.878
A51041,     0.000,   125.953,    22.815,     4.171
A51145,     0.000,   129.643,    22.035,     3.772
A51570,     0.000,    86.060,    42.142,     3.906
A51149,     0.000,   102.281,    29.849,     4.236
A51670,     0.000,    92.577,    43.584,     3.952
F51149,     0.000,    99.910,    26.131,     3.927
F51670,     0.000,    92.697,    43.634,     3.952
A51007,     0.000,   188.808,    17.630,     3.710
A51135,     0.000,   167.075,    20.410,     3.732
A51147,     0.000,   133.944,    22.434,     3.755
A51011,     0.000,   115.114,    22.960,     3.766
A51029,     0.000,   148.099,    20.129,     3.737
A51049,     0.000,   182.598,    19.624,     3.724
F51011,     0.000,   113.908,    22.889,     3.770
F51147,     0.000,   127.457,    19.380,     3.747
F51145,     0.000,   126.426,    19.627,     3.762
A51053,     0.000,   152.581,    17.186,     3.724
A51730,     0.000,    87.970,    44.482,     4.280
F51053,     0.000,   147.507,    14.830,     3.716
F51730,     0.000,    86.080,    38.878,     3.929
A51036,     0.000,    93.351,    24.098,     4.380
A51087,     0.000,   109.343,    27.520,     4.280
A51760,     0.000,    90.188,    39.572,     4.330
F51041,     0.000,   122.079,    19.282,     3.783
F51087,     0.000,   109.344,    27.518,     4.280
F51760,     0.000,    87.015,    33.956,     3.945
A51181,     0.000,    81.374,    24.445,     4.196
F51181,     0.000,    79.588,    21.381,     3.892
A51550,     0.000,   111.827,    30.170,     3.899
A51710,     0.000,    85.205,    41.653,     3.941
A51810,     0.000,    97.409,    27.062,     3.951
F51710,     0.000,    85.195,    41.595,     3.941
A51740,     0.000,    85.554,    41.336,     3.926
F51550,     0.000,   111.788,    30.172,     3.899
F51740,     0.000,    85.554,    41.334,     3.926
A51800,     0.000,   116.851,    22.208,     4.427
A51093,     0.000,    74.068,    28.487,     4.113
A51700,     0.000,    81.739,    40.728,     3.936
F51700,     0.000,    81.743,    40.718,     3.936
F51810,     0.000,    97.393,    27.066,     3.951
F51800,     0.000,   111.290,    19.225,     3.922
A51085,     0.000,   127.485,    26.530,     3.812
F51085,     0.000,   117.066,    29.525,     4.223
B51003,     0.000,   112.678,    30.173,     3.850
F51003,     0.000,   116.569,    27.454,     4.179
A51125,     0.000,   106.754,    32.568,     3.857
B51125,     0.000,   103.458,    32.447,     3.857
F51125,     0.000,   107.310,    31.857,     3.856
A51009,     0.000,   108.605,    34.941,     3.859
B51009,     0.000,   104.991,    30.416,     3.859
F51009,     0.000,   107.869,    34.061,     3.863
A51540,     0.000,   103.358,    36.312,     3.892
F51540,     0.000,    98.974,    30.262,     3.793
A51031,     0.000,   103.326,    20.629,     3.772
A51023,     0.000,   124.578,    18.717,     3.767
A51163,     0.000,   126.608,    26.601,     3.767
F51023,     0.000,   123.984,    18.522,     3.818
F51163,     0.000,   128.038,    23.089,     3.795
A51161,     0.000,   166.828,    21.015,     3.760
F51161,     0.000,   167.490,    16.556,     4.104
A51015,     0.000,   174.670,    29.538,     3.859
B51015,     0.000,   169.709,    27.026,     3.859
