TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.064341,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,98.97109,1.5,20.00000,0.252599,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,62.26058,1.5,20.00000,0.401538,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.043950,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,48.93798,1.5,20.00000,0.510850,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,100.0000,1.5,20.00000,0.097694,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.099270,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,100.0000,1.5,20.00000,0.201720,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,23.75687,1.5,20.00000,1.052327,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,80.27782,1.5,20.00000,0.311418,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,55.46097,1.5,20.00000,0.450768,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,68.08479,1.5,20.00000,0.367189,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,17.13927,1.5,20.00000,1.458638,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,72.33682,1.5,20.00000,0.345606,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,27.63358,1.5,20.00000,0.904697,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,100.0000,1.5,20.00000,0.151961,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,100.0000,1.5,20.00000,0.098817,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,83.29935,1.5,20.00000,0.300122,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,100.0000,1.5,20.00000,0.128620,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,100.0000,1.5,20.00000,0.101462,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,100.0000,1.5,20.00000,0.076425,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,50.95473,1.5,20.00000,0.490632,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.307270,1.5,20.00000,81.36168,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,56.98389,1.5,20.00000,0.438721,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.017858,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.476719,1.5,20.00000,52.44181,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,1.180408,1.5,20.00000,21.17912,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,100.0000,1.5,20.00000,0.101087,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,15.27784,1.5,20.00000,1.636356,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,21.13704,1.5,20.00000,1.182758,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36015,50,1.000000,29.16980,1.5,20.00000,0.857052,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36017,50,1.000000,13.63106,1.5,20.00000,1.834048,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36023,50,1.000000,18.13411,1.5,20.00000,1.378618,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36025,50,1.000000,18.29106,1.5,20.00000,1.366788,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36043,50,1.000000,16.49863,1.5,20.00000,1.515277,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36051,50,1.000000,23.54437,1.5,20.00000,1.061825,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36053,50,1.000000,26.92933,1.5,20.00000,0.928356,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36065,50,1.000000,26.54926,1.5,20.00000,0.941646,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36067,50,1.000000,40.69232,1.5,20.00000,0.614367,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36069,50,1.000000,32.72195,1.5,20.00000,0.764013,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36077,50,1.000000,18.62319,1.5,20.00000,1.342412,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
