TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.088983,0.100000,0.,10.00000,0.088983,na,na,0.050223,0.021113,0.,10.00000,0.050223,na,na,0.005022,0.007343,0.000096,0.542196,0.005022,na,na,0.000100,0.007343,0.000096,0.387740,0.000100,1.844468,2489.035,0.0001,1.07,50000.00,3615.859,0.0001,1.07,2.918428,27.94353,0.0001,1.07,2.918428,27.94353,0.0001,1.07,0.044178,0.008836,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.024530,0.004194,0.,10.00000,0.024530,na,na,0.015934,0.000252,0.,10.00000,0.015934,na,na,0.001593,0.010319,0.000069,0.280005,0.001593,na,na,0.000100,0.010319,0.000069,0.223407,0.000100,1.116554,978.8713,0.0001,1.07,50000.00,9194.263,0.0001,1.07,2.357963,38.85134,0.0001,1.07,2.357963,38.85134,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.221091,0.100000,0.,10.00000,0.221091,na,na,0.121202,0.019587,0.,10.00000,0.121202,na,na,0.012120,0.002133,0.000467,0.791720,0.012120,na,na,0.000100,0.002133,0.000467,0.195929,0.000100,0.300063,50000.00,0.0001,1.07,50000.00,178.4293,0.0001,1.07,9.953375,40.54956,0.0001,1.07,9.953375,40.54956,0.0001,1.07,0.045907,0.009182,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.006387,0.,4.515283,1.000000,na,na,0.000100,0.000383,0.,2.257642,1.000000,na,na,0.000100,0.000106,0.009714,0.169396,0.200000,na,na,0.000100,0.000106,0.009714,0.062192,0.000100,1699.693,15743.51,0.0001,1.07,588.3415,571.6641,0.0001,1.07,7.507053,26.73345,0.0001,1.07,7.507053,26.73345,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.124256,0.000223,0.,10.00000,0.124256,na,na,0.124256,0.000100,0.,10.00000,0.124256,na,na,0.017726,0.001061,0.000867,0.812228,0.017726,na,na,0.000100,0.001061,0.000867,0.458620,0.000100,3.100674,2476.790,0.0001,1.07,50000.00,3633.736,0.0001,1.07,7.740122,18.02387,0.0001,1.07,7.740122,18.02387,0.0001,1.07,3.465396,0.693079,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.039056,0.019182,0.,10.00000,0.039056,na,na,0.029290,0.001150,0.,10.00000,0.029290,na,na,0.002929,0.016792,0.000078,0.275938,0.002929,na,na,0.000100,0.016792,0.000078,0.045989,0.000100,0.679350,637.3832,0.0001,1.07,50000.00,14120.23,0.0001,1.07,1.869331,37.88019,0.0001,1.07,1.869331,37.88019,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.116023,0.100000,0.,10.00000,0.116023,na,na,0.108121,0.007909,0.,10.00000,0.108121,na,na,0.010812,0.000862,0.001044,0.416791,0.010812,na,na,0.000100,0.000862,0.001044,0.183205,0.000100,23.19659,388.1815,0.0001,1.07,37890.69,23185.04,0.0001,1.07,11.84610,42.80461,0.0001,1.07,11.84610,42.80461,0.0001,1.07,0.248211,0.049642,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.062364,0.096282,0.,10.00000,0.062364,na,na,0.050992,0.005770,0.,10.00000,0.050992,na,na,0.005099,0.011937,0.000057,0.393079,0.005099,na,na,0.000100,0.011937,0.000057,0.288565,0.000100,12.76715,235.2554,0.0001,1.07,45674.95,38256.27,0.0001,1.07,1.900881,26.29813,0.0001,1.07,1.900881,26.29813,0.0001,1.07,0.239550,0.047910,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.014883,0.019058,0.,10.00000,0.014883,na,na,0.007301,0.001143,0.,10.00000,0.007301,na,na,0.000730,0.020116,0.000037,0.369327,0.000730,na,na,0.000100,0.020116,0.000037,0.168590,0.000100,0.100000,3607.873,0.0001,1.07,50000.00,2494.546,0.0001,1.07,1.142453,29.61373,0.0001,1.07,1.142453,29.61373,0.0001,1.07,0.5,0.1,0,0,1.07,20
