TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,4.488000,1,0.03,0.3,0,50,232.0790,5,0.5,2,0,550,37.04900,5,1,8,0,300,8.238000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,1.226000,1,0.03,0.3,0,50,214.6685,5,0.5,2,0,550,34.47950,5,1,8,0,300,8.230000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,13.57200,1,0.03,0.3,0,50,309.2390,5,0.5,2,0,550,41.50700,5,1,8,0,300,8.165000,6,0.5,1,0,100,0,0,0,0,na,na
A11001,0.483500,1,0.03,0.3,0,50,118.2125,5,0.5,2,0,550,56.23300,5,1,8,0,300,8.234500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,2.254000,1,0.03,0.3,0,50,324.2070,5,0.5,2,0,550,113.5225,5,1,8,0,300,12.91000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.761000,1,0.03,0.3,0,50,205.6890,5,0.5,2,0,550,34.04750,5,1,8,0,300,7.665500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.686900,1,0.03,0.3,0,50,248.2685,5,0.5,2,0,550,78.01700,5,1,8,0,300,8.313000,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.208500,1,0.03,0.3,0,50,157.4785,5,0.5,2,0,550,37.79050,5,1,8,0,300,8.225000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,4.839000,1,0.03,0.3,0,50,261.0700,5,0.5,2,0,550,28.93050,5,1,8,0,300,8.255000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,2.338500,1,0.03,0.3,0,50,302.3590,5,0.5,2,0,550,73.08750,5,1,8,0,300,8.308500,6,0.5,1,0,100,0,0,0,0,na,na
A24015,2.796500,1,0.03,0.3,0,50,306.4760,5,0.5,2,0,550,63.62700,5,1,8,0,300,8.292000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.393500,1,0.03,0.3,0,50,173.0960,5,0.5,2,0,550,34.66150,5,1,8,0,300,11.24250,6,0.5,1,0,100,0,0,0,0,na,na
A24019,2.014500,1,0.03,0.3,0,50,173.0745,5,0.5,2,0,550,26.51800,5,1,8,0,300,8.643000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,1.233500,1,0.03,0.3,0,50,264.7040,5,0.5,2,0,550,64.03400,5,1,8,0,300,8.259000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,3.678000,1,0.03,0.3,0,50,406.6650,5,0.5,2,0,550,145.0655,5,1,8,0,300,8.468000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.805000,1,0.03,0.3,0,50,253.7855,5,0.5,2,0,550,70.22800,5,1,8,0,300,8.285999,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.729000,1,0.03,0.3,0,50,244.1390,5,0.5,2,0,550,71.62100,5,1,8,0,300,8.314500,6,0.5,1,0,100,0,0,0,0,na,na
A24029,1.461500,1,0.03,0.3,0,50,229.6430,5,0.5,2,0,550,32.89100,5,1,8,0,300,8.220000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.613500,1,0.03,0.3,0,50,241.3695,5,0.5,2,0,550,75.55350,5,1,8,0,300,8.319000,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.315000,1,0.03,0.3,0,50,202.4455,5,0.5,2,0,550,38.35300,5,1,8,0,300,8.183001,6,0.5,1,0,100,0,0,0,0,na,na
A24035,2.232500,1,0.03,0.3,0,50,211.2665,5,0.5,2,0,550,37.98150,5,1,8,0,300,8.223000,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.813000,1,0.03,0.3,0,50,198.3385,5,0.5,2,0,550,31.21850,5,1,8,0,300,8.196500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,7.261000,1,0.03,0.3,0,50,500.4585,5,0.5,2,0,550,30.59900,5,1,8,0,300,8.359500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,3.144500,1,0.03,0.3,0,50,212.4815,5,0.5,2,0,550,32.41150,5,1,8,0,300,8.310500,6,0.5,1,0,100,0,0,0,0,na,na
A24043,4.444000,1,0.03,0.3,0,50,417.2455,5,0.5,2,0,550,146.3075,5,1,8,0,300,8.472500,6,0.5,1,0,100,0,0,0,0,na,na
A24045,9.440001,1,0.03,0.3,0,50,563.9900,5,0.5,2,0,550,38.48250,5,1,8,0,300,9.737499,6,0.5,1,0,100,0,0,0,0,na,na
A24047,7.368500,1,0.03,0.3,0,50,371.0055,5,0.5,2,0,550,33.31800,5,1,8,0,300,9.555000,6,0.5,1,0,100,0,0,0,0,na,na
A24510,0.253000,1,0.03,0.3,0,50,141.2915,5,0.5,2,0,550,82.69300,5,1,8,0,300,8.311501,6,0.5,1,0,100,0,0,0,0,na,na
