TABLE->,NIT-CMAX,NIT-SVALPM#1,NIT-SVALPM#1,NIT-SVALPM#1,NIT-SVALPM#2,NIT-SVALPM#2,NIT-SVALPM#2,NIT-SVALPM#3,NIT-SVALPM#3,NIT-SVALPM#3,NIT-SVALPM#4,NIT-SVALPM#4,NIT-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
B51019,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51023,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51035,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51061,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51067,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51077,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51079,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51091,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51105,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51113,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51125,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51139,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51141,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51157,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51161,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51163,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51165,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51167,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51169,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51171,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51173,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51185,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51187,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51191,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51195,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B51197,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B54023,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B54031,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B54057,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
B54071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
C42009,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
C51015,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
C51071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
C51165,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F10005,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F11001,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24001,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24003,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24005,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24009,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24013,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24015,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24017,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24019,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24021,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24023,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24025,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24027,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24029,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24031,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24033,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24035,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24037,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24039,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24041,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24043,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24045,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F24510,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F36003,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F36007,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F36015,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F36025,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F36101,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42001,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42009,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42011,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42013,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42021,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42027,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42033,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42035,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42041,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42043,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42055,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42061,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42069,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42075,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42079,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42081,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42087,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42097,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42107,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42115,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42117,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42119,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F42133,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51001,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51003,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51005,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51009,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51011,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51013,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51015,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51017,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51019,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51023,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51033,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51041,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51043,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51045,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51053,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51057,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51059,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51061,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51069,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51079,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51085,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51087,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51091,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51095,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51099,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51101,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51107,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51113,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51121,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51125,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51131,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51137,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51139,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51145,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51147,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51149,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51153,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51157,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51159,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51161,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51163,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51165,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51171,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51177,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51179,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51181,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51187,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51193,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51199,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51510,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51530,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51540,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51550,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51580,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51630,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51650,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51660,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51670,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51700,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51710,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51730,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51735,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51740,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51760,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51790,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51800,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51810,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51820,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F51830,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54003,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54023,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54027,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54031,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54037,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54057,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54063,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54065,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
F54071,5000,1,1,1.5,1,1,1.2,0.7,0.5,1.2,0.3,0.5,1.1
end,,,,,,,,,,,,,
