TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.002500,1,0.03,0.3,0,50,34.29400,5,0.5,2,0,550,17.23850,5,1,8,0,300,0.627000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.001000,1,0.03,0.3,0,50,159.9470,5,0.5,2,0,550,1.244000,5,1,8,0,300,0.078500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.077000,1,0.03,0.3,0,50,71.45150,5,0.5,2,0,550,97.78799,5,1,8,0,300,5.258500,6,0.5,1,0,100,0,0,0,0,na,na
A11001,2.423500,1,0.03,0.3,0,50,101.6465,5,0.5,2,0,550,42.60550,5,1,8,0,300,2.501000,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.030500,1,0.03,0.3,0,50,244.4915,5,0.5,2,0,550,26.03200,5,1,8,0,300,0.904500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.,1,0.03,0.3,0,50,79.35550,5,0.5,2,0,550,1.642500,5,1,8,0,300,0.114000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.892000,1,0.03,0.3,0,50,39.56250,5,0.5,2,0,550,62.58600,5,1,8,0,300,2.873500,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.243500,1,0.03,0.3,0,50,23.86100,5,0.5,2,0,550,3.233000,5,1,8,0,300,0.116000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,50,144.4015,5,0.5,2,0,550,1.528000,5,1,8,0,300,0.098500,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.026000,1,0.03,0.3,0,50,178.9555,5,0.5,2,0,550,10.25400,5,1,8,0,300,0.310500,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.006500,1,0.03,0.3,0,50,80.23300,5,0.5,2,0,550,16.42000,5,1,8,0,300,0.557500,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.000500,1,0.03,0.3,0,50,103.0940,5,0.5,2,0,550,1.557500,5,1,8,0,300,0.084500,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,50,134.6135,5,0.5,2,0,550,0.910000,5,1,8,0,300,0.067500,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.086000,1,0.03,0.3,0,50,99.57401,5,0.5,2,0,550,7.648000,5,1,8,0,300,0.185500,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.075000,1,0.03,0.3,0,50,245.7960,5,0.5,2,0,550,76.12450,5,1,8,0,300,4.165000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.916500,1,0.03,0.3,0,50,96.35450,5,0.5,2,0,550,19.32800,5,1,8,0,300,0.798500,6,0.5,1,0,100,0,0,0,0,na,na
A24027,1.313000,1,0.03,0.3,0,50,53.81000,5,0.5,2,0,550,21.26800,5,1,8,0,300,0.815000,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.,1,0.03,0.3,0,50,140.9465,5,0.5,2,0,550,1.456500,5,1,8,0,300,0.089500,6,0.5,1,0,100,0,0,0,0,na,na
A24031,1.034000,1,0.03,0.3,0,50,42.31850,5,0.5,2,0,550,32.65200,5,1,8,0,300,1.328500,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.,1,0.03,0.3,0,50,29.20650,5,0.5,2,0,550,7.881000,5,1,8,0,300,0.228500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.001000,1,0.03,0.3,0,50,43.20600,5,0.5,2,0,550,3.538500,5,1,8,0,300,0.107500,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.,1,0.03,0.3,0,50,60.32300,5,0.5,2,0,550,1.701000,5,1,8,0,300,0.072500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,0.357500,1,0.03,0.3,0,50,328.5400,5,0.5,2,0,550,1.908500,5,1,8,0,300,0.122500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.,1,0.03,0.3,0,50,171.9230,5,0.5,2,0,550,1.237000,5,1,8,0,300,0.077000,6,0.5,1,0,100,0,0,0,0,na,na
A24043,1.226500,1,0.03,0.3,0,50,68.23800,5,0.5,2,0,550,254.3445,5,1,8,0,300,8.044500,6,0.5,1,0,100,0,0,0,0,na,na
A24045,0.452500,1,0.03,0.3,0,50,346.7400,5,0.5,2,0,550,4.409500,5,1,8,0,300,0.188500,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.086000,1,0.03,0.3,0,50,189.7010,5,0.5,2,0,550,3.026500,5,1,8,0,300,0.124500,6,0.5,1,0,100,0,0,0,0,na,na
A24510,2.036000,1,0.03,0.3,0,50,99.45050,5,0.5,2,0,550,50.25350,5,1,8,0,300,3.239000,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.,1,0.03,0.3,0,50,287.6850,5,0.5,2,0,550,3.320000,5,1,8,0,300,0.096000,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.,1,0.03,0.3,0,50,315.5535,5,0.5,2,0,550,14.96250,5,1,8,0,300,0.701500,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.,1,0.03,0.3,0,50,288.6535,5,0.5,2,0,550,2.784500,5,1,8,0,300,0.095000,6,0.5,1,0,100,0,0,0,0,na,na
A36017,0.,1,0.03,0.3,0,50,409.5235,5,0.5,2,0,550,23.34150,5,1,8,0,300,1.262000,6,0.5,1,0,100,0,0,0,0,na,na
A36023,0.,1,0.03,0.3,0,50,446.6090,5,0.5,2,0,550,32.13250,5,1,8,0,300,1.849000,6,0.5,1,0,100,0,0,0,0,na,na
A36025,0.,1,0.03,0.3,0,50,376.7060,5,0.5,2,0,550,20.99850,5,1,8,0,300,1.261500,6,0.5,1,0,100,0,0,0,0,na,na
A36043,0.,1,0.03,0.3,0,50,474.0080,5,0.5,2,0,550,25.99800,5,1,8,0,300,1.680000,6,0.5,1,0,100,0,0,0,0,na,na
A36051,0.014000,1,0.03,0.3,0,50,384.5815,5,0.5,2,0,550,8.861000,5,1,8,0,300,0.262000,6,0.5,1,0,100,0,0,0,0,na,na
A36053,0.,1,0.03,0.3,0,50,480.7655,5,0.5,2,0,550,32.13100,5,1,8,0,300,1.873000,6,0.5,1,0,100,0,0,0,0,na,na
A36065,0.,1,0.03,0.3,0,50,472.3595,5,0.5,2,0,550,34.97350,5,1,8,0,300,2.254500,6,0.5,1,0,100,0,0,0,0,na,na
A36067,0.,1,0.03,0.3,0,50,431.4235,5,0.5,2,0,550,27.13450,5,1,8,0,300,1.661500,6,0.5,1,0,100,0,0,0,0,na,na
A36069,0.104500,1,0.03,0.3,0,50,352.6925,5,0.5,2,0,550,19.36950,5,1,8,0,300,0.751000,6,0.5,1,0,100,0,0,0,0,na,na
A36077,0.,1,0.03,0.3,0,50,386.5765,5,0.5,2,0,550,20.62550,5,1,8,0,300,1.183500,6,0.5,1,0,100,0,0,0,0,na,na
A36095,0.010000,1,0.03,0.3,0,50,328.7835,5,0.5,2,0,550,28.18850,5,1,8,0,300,1.783000,6,0.5,1,0,100,0,0,0,0,na,na
A36097,0.,1,0.03,0.3,0,50,302.2595,5,0.5,2,0,550,7.038500,5,1,8,0,300,0.223500,6,0.5,1,0,100,0,0,0,0,na,na
A36101,0.010500,1,0.03,0.3,0,50,278.9690,5,0.5,2,0,550,6.287000,5,1,8,0,300,0.176500,6,0.5,1,0,100,0,0,0,0,na,na
A36107,0.,1,0.03,0.3,0,50,353.4065,5,0.5,2,0,550,7.408000,5,1,8,0,300,0.279500,6,0.5,1,0,100,0,0,0,0,na,na
A36109,0.,1,0.03,0.3,0,50,346.3255,5,0.5,2,0,550,8.591500,5,1,8,0,300,0.343500,6,0.5,1,0,100,0,0,0,0,na,na
A36123,0.040500,1,0.03,0.3,0,50,303.4290,5,0.5,2,0,550,14.39550,5,1,8,0,300,0.558000,6,0.5,1,0,100,0,0,0,0,na,na
A37001,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37005,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37009,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37033,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37067,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37077,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37081,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37131,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37135,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37145,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37157,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37169,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37171,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37181,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37185,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37189,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A42001,0.,1,0.03,0.3,0,50,588.2800,5,0.5,2,0,550,2.851000,5,1,8,0,300,0.132500,6,0.5,1,0,100,0,0,0,0,na,na
A42009,0.018500,1,0.03,0.3,0,50,323.4780,5,0.5,2,0,550,72.90550,5,1,8,0,300,3.938500,6,0.5,1,0,100,0,0,0,0,na,na
A42011,0.,1,0.03,0.3,0,50,591.6205,5,0.5,2,0,550,4.256500,5,1,8,0,300,0.157500,6,0.5,1,0,100,0,0,0,0,na,na
A42013,0.001000,1,0.03,0.3,0,50,481.5355,5,0.5,2,0,550,64.17650,5,1,8,0,300,3.021500,6,0.5,1,0,100,0,0,0,0,na,na
A42015,0.006500,1,0.03,0.3,0,50,236.2835,5,0.5,2,0,550,57.20900,5,1,8,0,300,2.756500,6,0.5,1,0,100,0,0,0,0,na,na
A42021,0.726000,1,0.03,0.3,0,50,163.9175,5,0.5,2,0,550,72.78850,5,1,8,0,300,3.699500,6,0.5,1,0,100,0,0,0,0,na,na
A42023,0.022000,1,0.03,0.3,0,50,1905.482,5,0.5,2,0,550,8.476999,5,1,8,0,300,0.328000,6,0.5,1,0,100,0,0,0,0,na,na
A42025,0.106500,1,0.03,0.3,0,50,189.8995,5,0.5,2,0,550,55.82200,5,1,8,0,300,3.759500,6,0.5,1,0,100,0,0,0,0,na,na
A42027,0.643900,1,0.03,0.3,0,50,412.4205,5,0.5,2,0,550,100.7375,5,1,8,0,300,4.436000,6,0.5,1,0,100,0,0,0,0,na,na
A42029,0.002000,1,0.03,0.3,0,50,425.4050,5,0.5,2,0,550,31.66450,5,1,8,0,300,1.253000,6,0.5,1,0,100,0,0,0,0,na,na
A42033,1.108500,1,0.03,0.3,0,50,236.7845,5,0.5,2,0,550,80.31750,5,1,8,0,300,3.847000,6,0.5,1,0,100,0,0,0,0,na,na
A42035,0.037500,1,0.03,0.3,0,50,435.9615,5,0.5,2,0,550,93.03250,5,1,8,0,300,4.738500,6,0.5,1,0,100,0,0,0,0,na,na
A42037,0.108500,1,0.03,0.3,0,50,193.6705,5,0.5,2,0,550,47.52750,5,1,8,0,300,2.366000,6,0.5,1,0,100,0,0,0,0,na,na
A42041,0.002500,1,0.03,0.3,0,50,352.6985,5,0.5,2,0,550,20.65650,5,1,8,0,300,0.759000,6,0.5,1,0,100,0,0,0,0,na,na
A42043,0.,1,0.03,0.3,0,50,568.9445,5,0.5,2,0,550,12.98300,5,1,8,0,300,0.417000,6,0.5,1,0,100,0,0,0,0,na,na
A42047,0.515500,1,0.03,0.3,0,50,196.0470,5,0.5,2,0,550,59.74150,5,1,8,0,300,3.096500,6,0.5,1,0,100,0,0,0,0,na,na
A42055,0.054500,1,0.03,0.3,0,50,326.4140,5,0.5,2,0,550,174.1335,5,1,8,0,300,6.814000,6,0.5,1,0,100,0,0,0,0,na,na
A42057,0.,1,0.03,0.3,0,50,363.4640,5,0.5,2,0,550,29.42900,5,1,8,0,300,0.981000,6,0.5,1,0,100,0,0,0,0,na,na
A42061,0.,1,0.03,0.3,0,50,350.0705,5,0.5,2,0,550,42.00300,5,1,8,0,300,1.631000,6,0.5,1,0,100,0,0,0,0,na,na
A42063,0.012000,1,0.03,0.3,0,50,216.5770,5,0.5,2,0,550,68.88750,5,1,8,0,300,3.443000,6,0.5,1,0,100,0,0,0,0,na,na
A42065,0.149500,1,0.03,0.3,0,50,183.4830,5,0.5,2,0,550,51.68950,5,1,8,0,300,2.576000,6,0.5,1,0,100,0,0,0,0,na,na
A42067,0.,1,0.03,0.3,0,50,545.4755,5,0.5,2,0,550,3.409500,5,1,8,0,300,0.149000,6,0.5,1,0,100,0,0,0,0,na,na
A42069,0.633000,1,0.03,0.3,0,50,292.8725,5,0.5,2,0,550,104.6915,5,1,8,0,300,6.171000,6,0.5,1,0,100,0,0,0,0,na,na
A42071,0.063000,1,0.03,0.3,0,50,508.5485,5,0.5,2,0,550,271.7370,5,1,8,0,300,9.938499,6,0.5,1,0,100,0,0,0,0,na,na
A42075,0.031500,1,0.03,0.3,0,50,379.6985,5,0.5,2,0,550,366.2825,5,1,8,0,300,11.63450,6,0.5,1,0,100,0,0,0,0,na,na
A42079,0.126500,1,0.03,0.3,0,50,260.9225,5,0.5,2,0,550,83.27700,5,1,8,0,300,4.946000,6,0.5,1,0,100,0,0,0,0,na,na
A42081,0.051500,1,0.03,0.3,0,50,223.2980,5,0.5,2,0,550,61.41650,5,1,8,0,300,3.525000,6,0.5,1,0,100,0,0,0,0,na,na
A42083,0.342500,1,0.03,0.3,0,50,195.0885,5,0.5,2,0,550,60.22800,5,1,8,0,300,2.968000,6,0.5,1,0,100,0,0,0,0,na,na
A42087,0.,1,0.03,0.3,0,50,581.6690,5,0.5,2,0,550,48.30400,5,1,8,0,300,2.738000,6,0.5,1,0,100,0,0,0,0,na,na
A42093,0.,1,0.03,0.3,0,50,223.0880,5,0.5,2,0,550,10.13150,5,1,8,0,300,0.321000,6,0.5,1,0,100,0,0,0,0,na,na
A42097,0.013000,1,0.03,0.3,0,50,537.9340,5,0.5,2,0,550,57.93050,5,1,8,0,300,2.958000,6,0.5,1,0,100,0,0,0,0,na,na
A42099,0.,1,0.03,0.3,0,50,459.6475,5,0.5,2,0,550,37.86500,5,1,8,0,300,1.884000,6,0.5,1,0,100,0,0,0,0,na,na
A42105,0.033000,1,0.03,0.3,0,50,249.2290,5,0.5,2,0,550,61.74050,5,1,8,0,300,2.970500,6,0.5,1,0,100,0,0,0,0,na,na
A42107,0.,1,0.03,0.3,0,50,500.3195,5,0.5,2,0,550,49.38900,5,1,8,0,300,2.612500,6,0.5,1,0,100,0,0,0,0,na,na
A42109,0.,1,0.03,0.3,0,50,659.0031,5,0.5,2,0,550,21.08600,5,1,8,0,300,1.027500,6,0.5,1,0,100,0,0,0,0,na,na
A42111,0.166500,1,0.03,0.3,0,50,242.0220,5,0.5,2,0,550,80.34950,5,1,8,0,300,4.190000,6,0.5,1,0,100,0,0,0,0,na,na
A42113,0.095000,1,0.03,0.3,0,50,243.4800,5,0.5,2,0,550,69.14301,5,1,8,0,300,4.649000,6,0.5,1,0,100,0,0,0,0,na,na
A42115,0.005500,1,0.03,0.3,0,50,257.2205,5,0.5,2,0,550,75.54200,5,1,8,0,300,4.343000,6,0.5,1,0,100,0,0,0,0,na,na
A42117,0.061000,1,0.03,0.3,0,50,221.6885,5,0.5,2,0,550,74.31700,5,1,8,0,300,3.649000,6,0.5,1,0,100,0,0,0,0,na,na
A42119,0.,1,0.03,0.3,0,50,604.9725,5,0.5,2,0,550,27.20200,5,1,8,0,300,1.347000,6,0.5,1,0,100,0,0,0,0,na,na
A42127,0.583500,1,0.03,0.3,0,50,225.0225,5,0.5,2,0,550,77.47850,5,1,8,0,300,4.361000,6,0.5,1,0,100,0,0,0,0,na,na
A42131,0.037000,1,0.03,0.3,0,50,294.6895,5,0.5,2,0,550,84.63400,5,1,8,0,300,4.703000,6,0.5,1,0,100,0,0,0,0,na,na
A42133,0.001000,1,0.03,0.3,0,50,381.3305,5,0.5,2,0,550,42.34850,5,1,8,0,300,1.556500,6,0.5,1,0,100,0,0,0,0,na,na
A47091,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A47163,150,1,0.03,0.3,0,50,600,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A51001,0.001000,1,0.03,0.3,0,50,202.0740,5,0.5,2,0,550,1.938500,5,1,8,0,300,0.127500,6,0.5,1,0,100,0,0,0,0,na,na
A51003,3.215500,1,0.03,0.3,0,50,396.9015,5,0.5,2,0,550,40.22550,5,1,8,0,300,1.223000,6,0.5,1,0,100,0,0,0,0,na,na
A51005,2.834000,1,0.03,0.3,0,50,287.9170,5,0.5,2,0,550,1.820000,5,1,8,0,300,0.133500,6,0.5,1,0,100,0,0,0,0,na,na
A51007,0.001000,1,0.03,0.3,0,50,674.0975,5,0.5,2,0,550,2.015500,5,1,8,0,300,0.086500,6,0.5,1,0,100,0,0,0,0,na,na
A51009,2.793000,1,0.03,0.3,0,50,358.6355,5,0.5,2,0,550,87.24900,5,1,8,0,300,3.826500,6,0.5,1,0,100,0,0,0,0,na,na
