landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    54.389,     0.000,     0.146
A24009,     0.000,    44.015,     0.072,     0.000
F24009,     0.000,    44.042,     0.101,     0.000
F24037,     0.000,    54.265,     0.000,     0.372
A24033,     0.000,    52.911,     0.582,     0.000
F24033,     0.000,    53.410,     0.000,     0.000
A24003,     0.000,    54.773,     0.000,     0.000
F24003,     0.000,    54.745,     0.000,     0.000
A24027,     0.000,    61.114,     7.373,     0.000
F24027,     0.000,    60.373,     8.304,     0.000
A24031,     0.000,    62.532,     8.644,     0.000
F24031,     0.000,    61.196,     9.911,     0.000
A51073,     0.000,   100.526,     9.509,     0.000
A51115,     0.000,    98.755,    10.396,     0.000
A51119,     0.000,    99.596,     9.792,     0.000
A51199,     0.000,   176.468,     8.837,     0.000
F51199,     0.000,   176.462,     8.840,     0.000
A51095,     0.000,    99.855,    15.590,     0.000
A51097,     0.000,   107.112,    13.728,     0.000
A51127,     0.000,   109.906,    16.017,     0.000
A51830,     0.000,    57.972,    22.107,     0.000
F51095,     0.000,    99.760,    15.571,     0.000
F51830,     0.000,    58.127,    22.169,     0.000
A51650,     0.000,    60.461,    25.103,     0.000
A51735,     0.000,    60.955,    23.755,     0.000
F51650,     0.000,    60.429,    25.073,     0.000
F51735,     0.000,    61.165,    23.913,     0.000
A51101,     0.000,   119.593,    14.454,     0.000
A51033,     0.000,   116.106,    13.759,     0.000
F51033,     0.000,   104.927,    12.065,     0.000
A51177,     0.000,   109.811,    10.681,     0.000
F51177,     0.000,   109.457,    10.598,     0.000
F51101,     0.000,   105.003,     9.327,     0.000
A51109,     0.000,   131.503,     8.971,     0.000
A51003,     0.000,   122.327,    17.493,     0.000
A51065,     0.000,   126.380,    14.112,     0.000
A51075,     0.000,   134.644,    12.205,     0.000
A51103,     0.000,    90.879,     6.599,     0.000
A51133,     0.000,   101.870,     8.410,     0.000
A51057,     0.000,   127.090,    18.118,     0.000
A51159,     0.000,   112.840,    13.102,     0.000
F51159,     0.000,   103.222,     9.495,     0.000
A51099,     0.000,    99.455,     9.819,     0.000
A51630,     0.000,    91.130,    24.611,     0.000
F51057,     0.000,   113.334,    13.235,     0.000
F51099,     0.000,    98.624,     9.715,     0.000
F51630,     0.000,    71.196,    16.531,     0.000
A51047,     0.000,   138.970,    17.559,     0.000
A51061,     0.000,   114.121,    13.069,     0.000
A51157,     0.000,   118.342,    17.996,     0.000
B51061,     0.000,   130.204,    21.896,     0.000
B51157,     0.000,   112.876,    16.949,     0.000
F51061,     0.000,   135.965,    14.011,     0.000
F51157,     0.000,   116.632,    18.320,     0.000
A51113,     0.000,   163.544,    21.279,     0.000
B51113,     0.000,   161.493,    20.697,     0.000
F51113,     0.000,   162.305,    20.308,     0.000
A51079,     0.000,   163.669,    18.028,     0.000
B51079,     0.000,   150.862,    16.260,     0.000
F51079,     0.000,   164.245,    18.023,     0.000
A51137,     0.000,   140.184,    13.619,     0.000
F51137,     0.000,   141.879,    12.902,     0.000
