TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.168867,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,49.70262,1.5,20.00000,0.502992,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,22.59443,1.5,20.00000,1.106467,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.171553,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,29.48925,1.5,20.00000,0.847766,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,100.0000,1.5,20.00000,0.246546,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.209370,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,77.74623,1.5,20.00000,0.321559,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,24.50233,1.5,20.00000,1.020311,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,56.46119,1.5,20.00000,0.442782,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,49.86776,1.5,20.00000,0.501326,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,46.55196,1.5,20.00000,0.537034,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,15.92654,1.5,20.00000,1.569707,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,51.06366,1.5,20.00000,0.489585,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,19.98227,1.5,20.00000,1.251109,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,81.65737,1.5,20.00000,0.306157,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,94.65331,1.5,20.00000,0.264122,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,55.80611,1.5,20.00000,0.447980,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
