TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.004021,0.051096,0,0.000402,0.004021,0.500000,0.000051,0.000014
A10003,1,0,0,1,0,1,0,1,0,0.001196,0.018107,0,0.000120,0.001196,0.500000,0.000018,0.868E-05
A10005,1,0,0,1,0,1,0,1,0,0.006368,0.062761,0,0.000637,0.006368,0.500000,0.000063,0.000012
A11001,1,0,0,1,0,1,0,1,0,0.003381,0.046864,0,0.000338,0.003381,0.500000,0.000047,0.000016
A24001,1,0,0,1,0,1,0,1,0,0.004429,0.045698,0,0.000443,0.004429,0.500000,0.000046,0.000034
A24003,1,0,0,1,0,1,0,1,0,0.001878,0.022876,0,0.000187,0.001878,0.500000,0.000023,0.000012
A24005,1,0,0,1,0,1,0,1,0,0.003820,0.049661,0,0.000382,0.003820,0.500000,0.000050,0.000011
A24009,1,0,0,1,0,1,0,1,0,0.002218,0.027507,0,0.000222,0.002218,0.500000,0.000028,0.000014
A24011,1,0,0,1,0,1,0,1,0,0.001706,0.019909,0,0.000171,0.001706,0.500000,0.000020,0.000013
A24013,1,0,0,1,0,1,0,1,0,0.002653,0.034817,0,0.000265,0.002653,0.500000,0.000035,0.000014
A24015,1,0,0,1,0,1,0,1,0,0.003311,0.039943,0,0.000331,0.003311,0.500000,0.000040,0.000015
A24017,1,0,0,1,0,1,0,1,0,0.001486,0.019407,0,0.000149,0.001486,0.500000,0.000020,0.000018
A24019,1,0,0,1,0,1,0,1,0,0.001348,0.017047,0,0.000135,0.001348,0.500000,0.000017,0.000014
A24021,1,0,0,1,0,1,0,1,0,0.002318,0.032029,0,0.000232,0.002318,0.500000,0.000032,0.000014
A24023,1,0,0,1,0,1,0,1,0,0.002085,0.020444,0,0.000208,0.002085,0.500000,0.000021,0.000013
A24025,1,0,0,1,0,1,0,1,0,0.002592,0.035141,0,0.000259,0.002592,0.500000,0.000035,0.938E-05
A24027,1,0,0,1,0,1,0,1,0,0.003618,0.043762,0,0.000361,0.003618,0.500000,0.000044,0.000013
A24029,1,0,0,1,0,1,0,1,0,0.001431,0.019788,0,0.000143,0.001431,0.500000,0.000020,0.964E-05
A24031,1,0,0,1,0,1,0,1,0,0.003603,0.047132,0,0.000360,0.003603,0.500000,0.000047,0.000014
A24033,1,0,0,1,0,1,0,1,0,0.003011,0.036129,0,0.000301,0.003011,0.500000,0.000036,0.000018
A24035,1,0,0,1,0,1,0,1,0,0.002224,0.031137,0,0.000223,0.002224,0.500000,0.000031,0.000010
A24037,1,0,0,1,0,1,0,1,0,0.001835,0.025568,0,0.000184,0.001835,0.500000,0.000025,0.000017
