landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    58.034,    50.520,    25.973
A24009,     0.000,    49.561,    51.713,    25.996
F24009,     0.000,    49.622,    51.730,    25.995
F24037,     0.000,    58.296,    49.237,    25.974
A24033,     0.000,    55.625,    51.684,    25.987
F24033,     0.000,    55.770,    50.949,    25.990
A24003,     0.000,    57.985,    50.882,    26.016
F24003,     0.000,    57.994,    50.866,    26.016
A24027,     0.000,    55.321,    62.177,    26.013
F24027,     0.000,    54.766,    62.929,    26.012
A24031,     0.000,    55.486,    63.671,    26.016
F24031,     0.000,    54.727,    64.435,    26.025
A51073,     0.000,   100.087,    66.266,    25.995
A51115,     0.000,    98.420,    67.383,    25.992
A51119,     0.000,    98.142,    65.754,    25.998
A51199,     0.790,   138.608,    64.695,    26.004
F51199,     0.796,   138.629,    64.699,    26.004
A51095,     0.000,   100.681,    73.405,    26.002
A51097,     0.000,    93.845,    68.552,    25.989
A51127,     0.000,   107.055,    74.390,    26.389
A51830,     0.000,    94.297,    71.154,    26.037
F51095,     0.000,   100.642,    73.388,    26.002
F51830,     0.000,    94.375,    71.177,    26.037
A51650,     0.000,    92.234,    72.839,    26.055
A51735,     0.000,    92.877,    71.803,    26.141
F51650,     0.000,    92.220,    72.834,    26.055
F51735,     0.000,    93.013,    71.847,    26.141
A51101,     0.000,   103.612,    70.394,    25.989
A51033,     0.000,   100.529,    69.518,    25.987
F51033,     0.000,    99.580,    68.302,    25.981
A51177,     0.000,   109.921,    66.670,    25.845
F51177,     0.000,   109.938,    66.587,    25.842
F51101,     0.000,   104.964,    65.640,    25.994
A51109,     0.000,   123.427,    64.524,    25.978
A51003,     0.000,   104.058,    72.190,    25.988
A51065,     0.000,   108.195,    69.375,    25.984
A51075,     0.000,   122.435,    68.624,    25.982
A51103,     0.000,    99.264,    63.420,    25.989
A51133,     0.000,   109.575,    66.146,    25.991
A51057,     0.000,   105.335,    74.223,    25.999
A51159,     0.000,   108.384,    69.082,    25.990
F51159,     0.000,   108.378,    65.639,    25.992
A51099,     0.000,    94.687,    65.102,    25.996
A51630,     0.000,   112.073,    69.290,    25.978
F51057,     0.000,   106.324,    70.116,    26.004
F51099,     0.000,    94.435,    65.048,    25.997
F51630,     0.000,   111.302,    64.142,    25.983
A51047,     0.000,   111.443,    73.480,    25.991
A51061,     0.000,   107.053,    69.963,    25.913
A51157,     0.000,   102.934,    74.802,    25.992
B51061,     0.000,   101.730,    77.967,    26.004
B51157,     0.000,   100.816,    73.906,    25.994
F51061,     0.000,   112.809,    69.975,    25.983
F51157,     0.000,   101.846,    75.172,    25.991
A51113,     0.000,   125.518,    77.493,    25.992
B51113,     0.000,   122.613,    77.492,    25.997
F51113,     0.000,   125.532,    76.780,    25.992
A51079,     0.000,   131.670,    73.653,    25.967
B51079,     0.000,   128.082,    72.890,    25.997
F51079,     0.000,   131.232,    73.703,    25.998
A51137,     0.000,   115.204,    68.740,    25.981
F51137,     0.000,   117.426,    67.854,    25.980
A24005,     0.000,    56.883,    63.690,    26.018
A24510,     0.000,    61.045,    60.341,    26.017
F24005,     0.000,    56.727,    63.497,    26.025
F24510,     0.000,    61.048,    60.326,    26.018
A24013,     0.000,    60.206,    63.067,    26.013
F24013,     0.000,    61.755,    57.725,    26.020
A24025,     0.000,    57.771,    62.065,    26.016
F24025,     0.000,    58.876,    59.262,    26.021
A10001,     0.000,    62.181,    51.162,    25.991
A10005,     0.528,    78.271,    50.377,    26.022
A24011,     0.000,    66.414,    48.646,    25.992
A24019,     0.000,    55.790,    48.458,    25.963
A24045,     0.639,   117.771,    51.647,    26.127
F24019,     0.000,    55.870,    48.438,    25.963
A24047,     0.105,    83.869,    49.686,    26.047
F24045,     0.682,   118.581,    50.061,    25.969
A24039,     0.517,   113.405,    49.927,    25.960
A51001,     0.000,    86.509,    57.746,    25.976
F24039,     0.599,   113.748,    49.923,    25.961
F51001,     0.000,    86.508,    57.746,    25.976
A51131,     0.000,    48.827,    51.729,    25.980
