landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    50.996,     2.932,     0.501
A24009,     0.000,    39.708,     5.005,     1.030
F24009,     0.000,    39.541,     5.132,     1.030
F24037,     0.000,    53.129,     1.012,     0.515
A24033,     0.000,    45.049,     8.028,     0.991
F24033,     0.000,    48.168,     4.635,     0.937
A24003,     0.000,    52.184,     2.603,     1.123
F24003,     0.000,    52.324,     2.531,     1.122
A24027,     0.000,    56.195,    10.946,     1.189
F24027,     0.000,    52.515,    13.582,     1.276
A24031,     0.000,    55.803,    13.179,     1.257
F24031,     0.000,    49.057,    19.335,     1.539
A51073,     0.000,    76.485,     5.977,     0.908
A51115,     0.000,    75.937,     7.767,     0.833
A51119,     0.000,    76.602,     6.752,     0.986
A51199,     0.000,   178.181,     9.055,     1.422
F51199,     0.000,   178.171,     9.067,     1.422
A51095,     0.000,    80.427,     9.483,     1.214
A51097,     0.000,   103.479,    17.119,     1.175
A51127,     0.000,    75.906,     8.297,     1.084
A51830,     0.000,    23.815,    11.929,     1.541
F51095,     0.000,    80.255,     9.456,     1.214
F51830,     0.000,    23.832,    11.965,     1.541
A51650,     0.000,    24.126,    12.997,     1.098
A51735,     0.000,    23.965,    11.925,     2.407
F51650,     0.000,    24.121,    12.980,     1.098
F51735,     0.000,    24.014,    12.013,     2.406
A51101,     0.000,   117.291,    17.450,     1.110
A51033,     0.000,   114.228,    16.215,     1.064
F51033,     0.000,    96.850,    10.033,     0.927
A51177,     0.000,    80.785,     5.139,     0.793
F51177,     0.000,    79.260,     4.976,     0.793
F51101,     0.000,    88.704,     6.396,     0.953
A51109,     0.000,   101.057,     4.522,     0.861
A51003,     0.000,   117.473,    22.400,     1.005
A51065,     0.000,   121.205,    17.494,     0.842
A51075,     0.000,   109.632,     9.602,     0.688
A51103,     0.000,    65.719,     5.252,     0.798
A51133,     0.000,    72.846,     4.352,     0.904
A51057,     0.000,   124.691,    20.799,     1.355
A51159,     0.000,   101.122,    14.634,     0.987
F51159,     0.000,    65.677,     6.045,     0.939
