TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.040646,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,100.0000,1.5,20.00000,0.195345,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,93.58231,1.5,20.00000,0.267144,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.023100,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,62.08700,1.5,20.00000,0.402660,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,100.0000,1.5,20.00000,0.056867,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.067326,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,100.0000,1.5,20.00000,0.161801,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,22.75302,1.5,20.00000,1.098755,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,85.86724,1.5,20.00000,0.291147,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,49.21003,1.5,20.00000,0.508027,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,81.94776,1.5,20.00000,0.305072,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,17.06676,1.5,20.00000,1.464835,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,78.24617,1.5,20.00000,0.319505,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,32.18344,1.5,20.00000,0.776797,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,100.0000,1.5,20.00000,0.111604,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,100.0000,1.5,20.00000,0.061051,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,93.45404,1.5,20.00000,0.267511,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,100.0000,1.5,20.00000,0.090398,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,100.0000,1.5,20.00000,0.071510,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,100.0000,1.5,20.00000,0.048165,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,61.12542,1.5,20.00000,0.408996,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.296219,1.5,20.00000,84.39712,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,69.17460,1.5,20.00000,0.361405,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.452840,1.5,20.00000,55.20712,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
