TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,75.56740,1.5,20.00000,0.330831,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,29.72960,1.5,20.00000,0.840913,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,11.87639,1.5,20.00000,2.105016,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,61.64317,1.5,20.00000,0.405560,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,21.26595,1.5,20.00000,1.175588,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,55.98518,1.5,20.00000,0.446547,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,66.55916,1.5,20.00000,0.375606,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,45.84332,1.5,20.00000,0.545336,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,18.38479,1.5,20.00000,1.359819,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,35.75904,1.5,20.00000,0.699124,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,35.76863,1.5,20.00000,0.698937,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,32.54343,1.5,20.00000,0.768204,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,13.26435,1.5,20.00000,1.884752,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,33.71578,1.5,20.00000,0.741493,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,18.92842,1.5,20.00000,1.320765,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,45.68039,1.5,20.00000,0.547281,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,45.63051,1.5,20.00000,0.547879,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,39.28072,1.5,20.00000,0.636445,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,49.65459,1.5,20.00000,0.503478,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,73.63073,1.5,20.00000,0.339532,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,72.75420,1.5,20.00000,0.343623,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,22.25835,1.5,20.00000,1.123174,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,1.244762,1.5,20.00000,20.08416,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,30.10628,1.5,20.00000,0.830392,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,91.50108,1.5,20.00000,0.273221,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,1.619892,1.5,20.00000,15.43313,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,3.070567,1.5,20.00000,8.141819,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,40.36343,1.5,20.00000,0.619373,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,18.78429,1.5,20.00000,1.330899,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,15.03363,1.5,20.00000,1.662939,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36015,50,1.000000,17.09008,1.5,20.00000,1.462837,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36017,50,1.000000,9.620796,1.5,20.00000,2.598538,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36023,50,1.000000,10.83416,1.5,20.00000,2.307517,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
