landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    49.059,     3.624,     0.500
A24009,     0.000,    36.932,     6.394,     1.025
F24009,     0.000,    36.656,     6.641,     1.025
F24037,     0.000,    52.652,     1.157,     0.518
A24033,     0.000,    40.901,    10.556,     0.933
F24033,     0.000,    45.533,     5.750,     0.931
A24003,     0.000,    50.486,     3.098,     1.132
F24003,     0.000,    50.685,     3.010,     1.132
A24027,     0.000,    52.135,    12.942,     1.170
F24027,     0.000,    45.915,    17.627,     1.336
A24031,     0.000,    51.167,    15.838,     1.258
F24031,     0.000,    46.694,    21.063,     1.488
A51073,     0.000,    79.089,     5.450,     0.926
A51115,     0.000,    78.657,     7.007,     0.821
A51119,     0.000,    80.177,     5.846,     0.984
A51199,     0.000,   177.922,     8.916,     1.329
F51199,     0.000,   177.911,     8.930,     1.329
A51095,     0.000,    81.910,     9.045,     1.140
A51097,     0.000,   102.576,    17.153,     1.095
A51127,     0.000,    76.853,     7.993,     1.046
A51830,     0.000,    23.179,    11.724,     1.611
F51095,     0.000,    81.690,     9.018,     1.141
F51830,     0.000,    23.184,    11.753,     1.611
A51650,     0.000,    23.237,    12.465,     1.148
A51735,     0.000,    22.994,    11.359,     2.551
F51650,     0.000,    23.241,    12.449,     1.148
F51735,     0.000,    23.004,    11.437,     2.550
A51101,     0.000,   116.371,    17.579,     1.027
A51033,     0.000,   113.038,    16.355,     0.987
F51033,     0.000,    96.877,     9.664,     0.881
A51177,     0.000,    80.856,     5.041,     0.810
F51177,     0.000,    79.310,     4.886,     0.811
F51101,     0.000,    89.155,     5.768,     0.965
A51109,     0.000,   101.100,     4.635,     0.888
A51003,     0.000,   116.462,    22.496,     0.915
A51065,     0.000,   117.138,    17.460,     0.745
A51075,     0.000,   113.122,     8.649,     0.689
A51103,     0.000,    65.542,     5.065,     0.820
A51133,     0.000,    72.562,     4.294,     0.927
A51057,     0.000,   123.740,    20.876,     1.265
A51159,     0.000,   100.722,    14.627,     0.923
F51159,     0.000,    66.048,     5.563,     0.969
A51099,     0.000,    94.122,     9.755,     0.985
A51630,     0.000,    38.061,    15.286,     1.090
F51057,     0.000,   107.739,    10.570,     1.012
F51099,     0.000,    92.686,     9.068,     0.978
F51630,     0.000,    30.224,     8.187,     0.961
A51047,     0.000,   135.313,    20.083,     0.897
A51061,     0.000,    83.515,     6.431,     0.797
A51157,     0.000,   102.397,    14.049,     0.788
B51061,     0.000,   121.901,    22.109,     1.099
B51157,     0.000,    91.854,     9.529,     0.741
F51061,     0.000,   123.604,    13.815,     0.752
F51157,     0.000,   100.490,    13.049,     0.787
A51113,     0.000,   160.091,    23.569,     1.026
B51113,     0.000,   150.123,    20.342,     0.966
F51113,     0.000,   159.398,    22.644,     0.986
A51079,     0.000,   153.091,    20.247,     1.199
B51079,     0.000,   126.571,    10.964,     0.985
F51079,     0.000,   159.217,    21.184,     1.163
A51137,     0.000,   137.160,    16.009,     0.801
F51137,     0.000,   138.611,    15.186,     0.751
A24005,     0.000,    49.720,    20.683,     1.416
A24510,     0.000,    32.412,    14.091,     1.376
F24005,     0.000,    49.667,    20.768,     1.449
F24510,     0.000,    32.663,    14.245,     1.334
A24013,     0.000,    66.454,    10.001,     0.948
F24013,     0.000,    61.110,     4.192,     0.877
A24025,     0.000,    59.943,    11.037,     0.940
F24025,     0.000,    63.980,     6.425,     0.825
A10001,     0.000,    45.434,    12.404,     0.947
A10005,     0.000,    46.547,    27.052,     2.244
A24011,     0.000,    60.551,     2.878,     0.966
A24019,     0.000,    48.528,     1.317,     0.631
A24045,     0.000,   125.998,    10.831,     1.334
F24019,     0.000,    48.517,     1.300,     0.631
A24047,     0.000,    81.960,     6.524,     0.897
F24045,     0.000,   135.225,     3.910,     1.291
A24039,     0.000,   126.132,     4.336,     0.949
A51001,     0.000,    88.287,     4.333,     1.005
F24039,     0.000,   126.682,     4.045,     0.949
F51001,     0.000,    88.310,     4.335,     1.005
A51131,     0.000,    38.892,     2.256,     0.701
F51131,     0.000,    41.506,     2.470,     0.702
F10005,     0.000,    59.555,    15.262,     1.677
A24041,     0.000,    52.865,     2.374,     0.576
F24041,     0.000,    53.202,     2.393,     0.575
A24035,     0.000,    47.897,     6.800,     0.613
F24035,     0.000,    53.197,     3.226,     0.619
A24015,     0.000,    63.573,    12.540,     1.071
A10003,     0.000,    53.314,     2.501,     0.736
F24015,     0.000,    73.902,     3.418,     0.941
A24029,     0.000,    55.533,     2.891,     0.639
F24029,     0.000,    55.541,     2.886,     0.639
A42029,     0.000,   126.808,    17.222,     1.704
A51041,     0.000,   129.790,    12.539,     0.853
A51145,     0.000,    99.886,     6.222,     0.739
A51570,     0.000,    27.526,    15.007,     1.088
A51149,     0.000,   100.924,    20.980,     1.611
A51670,     0.000,    29.742,    15.368,     1.819
F51149,     0.000,    72.079,     7.160,     1.085
F51670,     0.000,    30.055,    15.547,     1.822
A51007,     0.000,   197.247,     4.377,     0.920
A51135,     0.000,   172.807,     9.596,     0.910
A51147,     0.000,   112.368,     6.288,     0.706
A51011,     0.000,   102.666,    11.970,     0.619
A51029,     0.000,   152.661,     9.946,     0.770
A51049,     0.000,   188.774,     7.544,     0.910
F51011,     0.000,    98.500,     9.862,     0.582
F51147,     0.000,    63.253,     1.618,     0.817
F51145,     0.000,    64.607,     2.264,     0.810
A51053,     0.000,   158.245,     4.996,     0.834
A51730,     0.000,    30.670,    17.846,     1.602
F51053,     0.000,   135.250,     1.356,     0.979
F51730,     0.000,    25.641,    12.357,     1.590
A51036,     0.000,    84.403,     8.264,     0.995
A51087,     0.000,    81.766,     8.974,     1.062
A51760,     0.000,    28.364,    13.977,     1.572
F51041,     0.000,   105.287,     4.461,     0.817
F51087,     0.000,    81.758,     8.971,     1.062
F51760,     0.000,    26.975,    10.410,     1.449
A51181,     0.000,    90.128,    11.135,     1.043
F51181,     0.000,    69.307,     6.647,     0.910
A51550,     0.000,    84.198,    12.914,     0.857
A51710,     0.000,    27.722,    13.938,     1.180
A51810,     0.000,    87.320,    12.185,     1.051
F51710,     0.000,    27.715,    13.876,     1.180
A51740,     0.000,    27.868,    13.811,     1.315
F51550,     0.000,    84.228,    12.960,     0.858
F51740,     0.000,    27.877,    13.803,     1.315
A51800,     0.000,    73.973,     4.482,     0.861
A51093,     0.000,    50.321,    36.481,     1.947
A51700,     0.000,    25.273,    13.233,     1.467
F51700,     0.000,    25.275,    13.230,     1.467
F51810,     0.000,    87.356,    12.240,     1.052
