TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.010291,0.046847,0,0.001029,0.010291,0.500000,0.000047,0.387E-05
A10003,1,0,0,1,0,1,0,1,0,0.003028,0.015378,0,0.000303,0.003028,0.500000,0.000015,0.239E-05
A10005,1,0,0,1,0,1,0,1,0,0.012702,0.048600,0,0.001271,0.012702,0.500000,0.000049,0.309E-05
A11001,1,0,0,1,0,1,0,1,0,0.001689,0.018573,0,0.000169,0.001689,0.500000,0.000019,0.202E-05
A24001,1,0,0,1,0,1,0,1,0,0.001708,0.015325,0,0.000171,0.001708,0.500000,0.000015,0.373E-05
A24003,1,0,0,1,0,1,0,1,0,0.001734,0.012289,0,0.000173,0.001734,0.500000,0.000012,0.189E-05
A24005,1,0,0,1,0,1,0,1,0,0.006894,0.040247,0,0.000689,0.006894,0.500000,0.000040,0.236E-05
A24009,1,0,0,1,0,1,0,1,0,0.001830,0.015451,0,0.000183,0.001830,0.500000,0.000016,0.203E-05
A24011,1,0,0,1,0,1,0,1,0,0.002713,0.013500,0,0.000271,0.002713,0.500000,0.000013,0.289E-05
A24013,1,0,0,1,0,1,0,1,0,0.004701,0.024910,0,0.000471,0.004701,0.500000,0.000025,0.342E-05
A24015,1,0,0,1,0,1,0,1,0,0.004770,0.026896,0,0.000478,0.004770,0.500000,0.000027,0.302E-05
A24017,1,0,0,1,0,1,0,1,0,0.001308,0.010240,0,0.000131,0.001308,0.500000,0.000010,0.282E-05
A24019,1,0,0,1,0,1,0,1,0,0.000972,0.007500,0,0.000097,0.000972,0.500000,0.750E-05,0.212E-05
A24021,1,0,0,1,0,1,0,1,0,0.006038,0.028130,0,0.000604,0.006038,0.500000,0.000028,0.391E-05
A24023,1,0,0,1,0,1,0,1,0,0.001038,0.007568,0,0.000104,0.001038,0.500000,0.757E-05,0.167E-05
A24025,1,0,0,1,0,1,0,1,0,0.004793,0.027177,0,0.000479,0.004793,0.500000,0.000027,0.214E-05
A24027,1,0,0,1,0,1,0,1,0,0.003859,0.023131,0,0.000385,0.003859,0.500000,0.000023,0.263E-05
A24029,1,0,0,1,0,1,0,1,0,0.001951,0.012534,0,0.000195,0.001951,0.500000,0.000012,0.192E-05
A24031,1,0,0,1,0,1,0,1,0,0.006291,0.036448,0,0.000629,0.006291,0.500000,0.000037,0.307E-05
A24033,1,0,0,1,0,1,0,1,0,0.003172,0.021545,0,0.000317,0.003172,0.500000,0.000022,0.317E-05
A24035,1,0,0,1,0,1,0,1,0,0.003892,0.023149,0,0.000389,0.003892,0.500000,0.000023,0.228E-05
A24037,1,0,0,1,0,1,0,1,0,0.002172,0.015604,0,0.000217,0.002172,0.500000,0.000016,0.317E-05
A24039,1,0,0,1,0,1,0,1,0,0.003554,0.013967,0,0.000355,0.003554,0.500000,0.000014,0.426E-05
A24041,1,0,0,1,0,1,0,1,0,0.001527,0.009835,0,0.000152,0.001527,0.500000,0.000010,0.216E-05
A24043,1,0,0,1,0,1,0,1,0,0.018411,0.101855,0,0.001842,0.018411,0.500000,0.000102,0.258E-05
A24045,1,0,0,1,0,1,0,1,0,0.008611,0.026603,0,0.000861,0.008611,0.500000,0.000026,0.675E-05
A24047,1,0,0,1,0,1,0,1,0,0.002722,0.014888,0,0.000272,0.002722,0.500000,0.000015,0.366E-05
A24510,1,0,0,1,0,1,0,1,0,0.001053,0.011527,0,0.000105,0.001053,0.500000,0.000011,0.105E-05
A36003,1,0,0,1,0,1,0,1,0,0.000936,0.008201,0,0.000093,0.000936,0.500000,0.820E-05,0.278E-05
A36007,1,0,0,1,0,1,0,1,0,0.001103,0.009914,0,0.000110,0.001103,0.500000,0.976E-05,0.166E-05
A36015,1,0,0,1,0,1,0,1,0,0.001253,0.011677,0,0.000125,0.001253,0.500000,0.000012,0.291E-05
A36017,1,0,0,1,0,1,0,1,0,0.000955,0.008517,0,0.000095,0.000955,0.500000,0.852E-05,0.133E-05
A36023,1,0,0,1,0,1,0,1,0,0.001165,0.010193,0,0.000117,0.001165,0.500000,0.990E-05,0.125E-05
A36025,1,0,0,1,0,1,0,1,0,0.000900,0.008301,0,0.000090,0.000900,0.500000,0.830E-05,0.151E-05
A36043,1,0,0,1,0,1,0,1,0,0.000920,0.007887,0,0.000092,0.000920,0.500000,0.788E-05,0.139E-05
A36051,1,0,0,1,0,1,0,1,0,0.001534,0.011463,0,0.000153,0.001534,0.500000,0.000011,0.224E-05
A36053,1,0,0,1,0,1,0,1,0,0.001543,0.012381,0,0.000154,0.001543,0.500000,0.000012,0.139E-05
A36065,1,0,0,1,0,1,0,1,0,0.001223,0.010196,0,0.000123,0.001223,0.500000,0.990E-05,0.135E-05
A36067,1,0,0,1,0,1,0,1,0,0.002535,0.016505,0,0.000253,0.002535,0.500000,0.000016,0.161E-05
A36069,1,0,0,1,0,1,0,1,0,0.002086,0.014175,0,0.000208,0.002086,0.500000,0.000014,0.262E-05
A36077,1,0,0,1,0,1,0,1,0,0.000911,0.008296,0,0.000091,0.000911,0.500000,0.830E-05,0.138E-05
A36095,1,0,0,1,0,1,0,1,0,0.001154,0.009911,0,0.000115,0.001154,0.500000,0.976E-05,0.140E-05
A36097,1,0,0,1,0,1,0,1,0,0.000961,0.008810,0,0.000096,0.000961,0.500000,0.881E-05,0.209E-05
A36101,1,0,0,1,0,1,0,1,0,0.001325,0.012246,0,0.000132,0.001325,0.500000,0.000012,0.248E-05
A36107,1,0,0,1,0,1,0,1,0,0.001104,0.009790,0,0.000111,0.001104,0.500000,0.969E-05,0.206E-05
A36109,1,0,0,1,0,1,0,1,0,0.001235,0.009204,0,0.000124,0.001235,0.500000,0.920E-05,0.230E-05
A36123,1,0,0,1,0,1,0,1,0,0.001616,0.011978,0,0.000162,0.001616,0.500000,0.000012,0.242E-05
