cell,rseg,weight***
1532,JB3_7053_0001,1
1501,JB0_7052_0001,1
1465,JB0_7051_0001,1
1071,JL7_7070_0001,1
793,JA2_7290_0001,1
790,JA5_7480_0001,1
186,JB2_7800_0001,1
186,JB1_8090_0001,1
