cell,lseg,rseg,weight***
JB0_7381_0000,N51550,JB0_7381_0000,1.00
JB0_7383_0000,N51550,JB0_7383_0000,1.00
JB0_7383_0000,N51800,JB0_7383_0000,1.00
JB0_7381_0000,N51810,JB0_7381_0000,1.00
JB0_7382_0000,N51710,JB0_7382_0000,1.00
JB0_7399_0000,N51740,JB0_7399_0000,1.00
JB0_7396_0000,N51710,JB0_7396_0000,1.00
JB0_7660_0000,N51810,JB0_7660_0000,1.00
JB0_7382_0000,N51740,JB0_7382_0000,1.00
JB0_7394_0000,N51710,JB0_7394_0000,1.00
JB0_7383_0000,N51740,JB0_7383_0000,1.00
EL0_7060_0000,N51131,EL0_7060_0000,1.00
JB0_7381_0000,N51710,JB0_7381_0000,1.00
JB0_7398_0000,N51710,JB0_7398_0000,1.00
EM0_4875_0000,N24041,EM0_4875_0000,1.00
JB0_7382_0000,N51550,JB0_7382_0000,1.00
JB0_7397_0000,N51740,JB0_7397_0000,1.00
