cell,lseg,rseg,weight***
8934,N10001,EM3_4326_0000,0.075
8935,N10001,EM3_4326_0000,0.075
8936,N10001,EM3_4326_0000,0.075
8937,N10001,EM3_4326_0000,0.075
8938,N10001,EM3_4326_0000,0.45
11055,N10003,DE0_2990_0000,0.075
11056,N10003,DE0_2990_0000,0.075
11057,N10003,DE0_2990_0000,0.075
11058,N10003,DE0_2990_0000,0.075
11059,N10003,DE0_2990_0000,0.075
11060,N10003,DE0_2990_0000,0.075
11061,N10003,DE0_2990_0000,0.075
11062,N10003,DE0_2990_0000,0.075
11063,N10003,DE0_2990_0000,0.075
11064,N10003,DE0_2990_0000,0.075
11030,N10003,EU0_3010_0000,0.083333333
11035,N10003,EU0_3010_0000,0.083333333
11038,N10003,EU0_3010_0000,0.083333333
11041,N10003,EU0_3010_0000,0.083333333
11044,N10003,EU0_3010_0000,0.083333333
11047,N10003,EU0_3010_0000,0.083333333
11049,N10003,EU0_3010_0000,0.083333333
11050,N10003,EU0_3010_0000,0.083333333
11051,N10003,EU0_3010_0000,0.083333333
11051,N10003,EU0_3011_0000,0.15
11052,N10003,EU0_3011_0000,0.15
11053,N10003,EU0_3011_0000,0.15
11054,N10003,EU0_3011_0000,0.15
11055,N10003,EU0_3011_0000,0.15
10982,N10003,EU0_3201_0000,0.75
10733,N10003,EU0_3361_0000,0.75
11048,N10003,EU1_2981_0000,0.75
11043,N10003,EU1_2983_0000,0.6
11046,N10003,EU1_2983_0000,0.15
8123,N10005,EL0_4591_0000,0.75
8055,N10005,EL0_4594_0000,0.75
8055,N10005,EL0_4597_0000,0.375
8125,N10005,EL0_4597_0000,0.375
8213,N10005,EL0_4631_0000,0.75
8184,N10005,EL0_4632_0000,0.75
8185,N10005,EL0_4633_0000,0.0625
8214,N10005,EL0_4633_0000,0.6875
8123,N10005,EL2_4630_0000,0.037489768
8124,N10005,EL2_4630_0000,0.037489768
8125,N10005,EL2_4630_0000,0.074979535
8184,N10005,EL2_4630_0000,0.14995907
8213,N10005,EL2_4630_0000,0.449877209
8123,N10005,EL2_4634_0000,0.375
8125,N10005,EL2_4634_0000,0.375
6444,N11001,PL2_4810_0000,0.067520288
6445,N11001,PL2_4810_0000,0.067520288
6446,N11001,PL2_4810_0000,0.067520288
6447,N11001,PL2_4810_0000,0.067520288
6448,N11001,PL2_4810_0000,0.067520288
6449,N11001,PL2_4810_0000,0.067520288
6450,N11001,PL2_4810_0000,0.067520288
6451,N11001,PL2_4810_0000,0.067520288
6444,N11001,PL2_4811_0000,0.667755996
6450,N11001,PL2_4945_0000,0.479173417
6449,N11001,PL2_4945_0000,0.005138589
5985,N11001,PL2_4945_0000,0.15801161
5828,N11001,PL7_4910_0000,0.13131431
5983,N11001,PL7_4910_0000,0.13131431
5984,N11001,PL7_4910_0000,0.13131431
5985,N11001,PL7_4910_0000,0.13131431
5987,N11001,PL7_4940_0000,0.022461508
6139,N11001,PL7_4940_0000,0.08984603
6289,N11001,PL7_4940_0000,0.044923015
6451,N11001,PL7_4940_0000,0.067384523
5988,N11001,PL7_4942_0000,0.014276648
5989,N11001,PL7_4942_0000,0.014276648
6452,N11001,PL7_4960_0000,0.035848733
6453,N11001,PL7_4960_0000,0.035848733
6454,N11001,PL7_4960_0000,0.035848733
6455,N11001,PL7_4960_0000,0.035848733
6456,N11001,PL7_4960_0000,0.035848733
6604,N11001,PL7_4960_0000,0.179243665
6708,N11001,PL7_4960_0000,0.179243665
9930,N24003,WL0_4390_0000,0.75
9930,N24003,WL0_4391_0000,0.0375
9931,N24003,WL0_4391_0000,0.075
9932,N24003,WL0_4391_0000,0.15
9955,N24003,WL0_4391_0000,0.45
9956,N24003,WL0_4391_0000,0.01875
9977,N24003,WL0_4391_0000,0.01875
9899,N24003,WL0_4392_0000,0.107142857
9930,N24003,WL0_4392_0000,0.107142857
9931,N24003,WL0_4392_0000,0.107142857
9932,N24003,WL0_4392_0000,0.107142857
9933,N24003,WL0_4392_0000,0.107142857
9934,N24003,WL0_4392_0000,0.107142857
9935,N24003,WL0_4392_0000,0.107142857
10001,N24003,WL0_4393_0000,0.25
10020,N24003,WL0_4393_0000,0.25
10040,N24003,WL0_4393_0000,0.25
9775,N24003,WL0_4394_0000,0.15
9788,N24003,WL0_4394_0000,0.15
9822,N24003,WL0_4394_0000,0.15
9868,N24003,WL0_4394_0000,0.15
9900,N24003,WL0_4394_0000,0.15
9720,N24003,WL0_4420_0000,0.7250057
9720,N24003,WL0_4421_0000,0.5
9721,N24003,WL0_4421_0000,0.25
9697,N24003,WL0_4422_0000,0.45
9721,N24003,WL0_4422_0000,0.15
9722,N24003,WL0_4422_0000,0.15
9698,N24003,WL0_4423_0000,0.068515047
9699,N24003,WL0_4423_0000,0.068515047
9723,N24003,WL0_4423_0000,0.137030094
9724,N24003,WL0_4423_0000,0.137030094
9725,N24003,WL0_4423_0000,0.137030094
9726,N24003,WL0_4423_0000,0.068515047
9743,N24003,WL0_4423_0000,0.068515047
9759,N24003,WL0_4424_0000,0.285673789
9760,N24003,WL0_4424_0000,0.071418447
9762,N24003,WL0_4424_0000,0.071418447
9774,N24003,WL0_4424_0000,0.285673789
9627,N24003,WL0_4425_0000,0.25
9652,N24003,WL0_4425_0000,0.25
9677,N24003,WL0_4425_0000,0.25
9622,N24003,WL0_4600_0000,0.75
9564,N24003,WL0_4601_0000,0.075
9594,N24003,WL0_4601_0000,0.15
9623,N24003,WL0_4601_0000,0.3
9624,N24003,WL0_4601_0000,0.15
9625,N24003,WL0_4601_0000,0.0375
9626,N24003,WL0_4601_0000,0.0375
9510,N24003,WL0_4602_0000,0.644623972
9511,N24003,WL0_4602_0000,0.020573105
9537,N24003,WL0_4602_0000,0.020573105
9622,N24003,WL0_4603_0000,0.45
9623,N24003,WL0_4603_0000,0.3
9480,N24003,WL0_4770_0000,0.375
9481,N24003,WL0_4770_0000,0.225
9482,N24003,WL0_4770_0000,0.075
9483,N24003,WL0_4770_0000,0.075
9294,N24003,WL0_4771_0000,0.75
9210,N24003,WL0_4772_0000,0.05
9240,N24003,WL0_4772_0000,0.05
9267,N24003,WL0_4772_0000,0.05
9295,N24003,WL0_4772_0000,0.05
9320,N24003,WL0_4772_0000,0.05
9343,N24003,WL0_4772_0000,0.05
9344,N24003,WL0_4772_0000,0.05
9366,N24003,WL0_4772_0000,0.15
9391,N24003,WL0_4772_0000,0.05
9413,N24003,WL0_4772_0000,0.05
9435,N24003,WL0_4772_0000,0.05
9456,N24003,WL0_4772_0000,0.05
