cell,lseg,rseg,weight***
N51041JA57460,N51041,JA5_7460_0000,0.333333333
N51041JA57460,N51041,JA5_7460_0000,0.333333333
N51041JA57460,N51041,JA5_7460_0000,0.333333333
N51149JA57460,N51149,JA5_7460_0000,0.157921589
N51149JA57460,N51149,JA5_7460_0000,0.157921589
N51670JA57460,N51670,JA5_7460_0000,0.497501616
N51670JA57460,N51670,JA5_7460_0000,0.497501616
N51149JA57460,N51149,JA5_7460_0000,0.342078411
N51149JA57460,N51149,JA5_7460_0000,0.342078411
N51670JA57460,N51670,JA5_7460_0000,0.002498384
N51670JA57460,N51670,JA5_7460_0000,0.002498384
N51041JA57520,N51041,JA5_7520_0000,0.5
N51041JA57520,N51041,JA5_7520_0000,0.5
N51053JA57520,N51053,JA5_7520_0000,0.99316679
N51149JA57520,N51149,JA5_7520_0000,0.661014235
N51570JA57520,N51570,JA5_7520_0000,0.25
N51570JA57520,N51570,JA5_7520_0000,0.25
N51570JA57520,N51570,JA5_7520_0000,0.25
N51570JA57520,N51570,JA5_7520_0000,0.25
N51730JA57520,N51730,JA5_7520_0000,0.898725718
N51053JA57520,N51053,JA5_7520_0000,0.00683321
N51149JA57520,N51149,JA5_7520_0000,0.338985765
N51730JA57520,N51730,JA5_7520_0000,0.101274282
N51036JB07050,N51036,JB0_7050_0000,0.2
N51036JB07050,N51036,JB0_7050_0000,0.2
N51036JB07050,N51036,JB0_7050_0000,0.2
N51036JB07050,N51036,JB0_7050_0000,0.2
N51036JB07050,N51036,JB0_7050_0000,0.2
N51095JB07050,N51095,JB0_7050_0000,0.25
N51095JB07050,N51095,JB0_7050_0000,0.25
N51095JB07050,N51095,JB0_7050_0000,0.25
N51095JB07050,N51095,JB0_7050_0000,0.25
N51127JB07050,N51127,JB0_7050_0000,0.5
N51127JB07050,N51127,JB0_7050_0000,0.5
N51041JB07071,N51041,JB0_7071_0000,0.24727968
N51041JB07071,N51041,JB0_7071_0000,0.24727968
N51041JB07071,N51041,JB0_7071_0000,0.24727968
N51041JB07071,N51041,JB0_7071_0000,0.24727968
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51087JB07071,N51087,JB0_7071_0000,0.141568542
N51760JB07071,N51760,JB0_7071_0000,0.249058626
N51760JB07071,N51760,JB0_7071_0000,0.249058626
N51760JB07071,N51760,JB0_7071_0000,0.249058626
N51760JB07071,N51760,JB0_7071_0000,0.249058626
N51041JB07071,N51041,JB0_7071_0000,0.00272032
N51041JB07071,N51041,JB0_7071_0000,0.00272032
N51041JB07071,N51041,JB0_7071_0000,0.00272032
N51041JB07071,N51041,JB0_7071_0000,0.00272032
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51087JB07071,N51087,JB0_7071_0000,0.001288601
N51760JB07071,N51760,JB0_7071_0000,0.000941374
N51760JB07071,N51760,JB0_7071_0000,0.000941374
N51760JB07071,N51760,JB0_7071_0000,0.000941374
N51760JB07071,N51760,JB0_7071_0000,0.000941374
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51095JB07072,N51095,JB0_7072_0000,0.081526246
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51181JB07072,N51181,JB0_7072_0000,0.123325258
N51199JB07072,N51199,JB0_7072_0000,1
N51830JB07072,N51830,JB0_7072_0000,0.975550767
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51095JB07072,N51095,JB0_7072_0000,0.009382845
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51181JB07072,N51181,JB0_7072_0000,0.001674742
N51830JB07072,N51830,JB0_7072_0000,0.024449233
N51036JB07073,N51036,JB0_7073_0000,0.5
N51036JB07073,N51036,JB0_7073_0000,0.5
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51041JB07073,N51041,JB0_7073_0000,0.08166158
N51087JB07073,N51087,JB0_7073_0000,0.241964723
N51087JB07073,N51087,JB0_7073_0000,0.241964723
N51087JB07073,N51087,JB0_7073_0000,0.241964723
N51087JB07073,N51087,JB0_7073_0000,0.241964723
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51041JB07073,N51041,JB0_7073_0000,0.01833842
N51087JB07073,N51087,JB0_7073_0000,0.008035277
N51087JB07073,N51087,JB0_7073_0000,0.008035277
N51087JB07073,N51087,JB0_7073_0000,0.008035277
N51087JB07073,N51087,JB0_7073_0000,0.008035277
N51036JB07074,N51036,JB0_7074_0000,0.2
N51036JB07074,N51036,JB0_7074_0000,0.2
N51036JB07074,N51036,JB0_7074_0000,0.2
N51036JB07074,N51036,JB0_7074_0000,0.2
N51036JB07074,N51036,JB0_7074_0000,0.2
N51041JB07074,N51041,JB0_7074_0000,0.5
N51041JB07074,N51041,JB0_7074_0000,0.5
N51149JB07074,N51149,JB0_7074_0000,0.21637391
N51149JB07074,N51149,JB0_7074_0000,0.21637391
N51149JB07074,N51149,JB0_7074_0000,0.21637391
N51149JB07074,N51149,JB0_7074_0000,0.21637391
N51670JB07074,N51670,JB0_7074_0000,0.498879474
N51670JB07074,N51670,JB0_7074_0000,0.498879474
N51149JB07074,N51149,JB0_7074_0000,0.03362609
N51149JB07074,N51149,JB0_7074_0000,0.03362609
N51149JB07074,N51149,JB0_7074_0000,0.03362609
N51149JB07074,N51149,JB0_7074_0000,0.03362609
N51670JB07074,N51670,JB0_7074_0000,0.001120526
N51670JB07074,N51670,JB0_7074_0000,0.001120526
N51670JB07075,N51670,JB0_7075_0000,0.939780611
N51670JB07075,N51670,JB0_7075_0000,0.060219389
N51041JB07076,N51041,JB0_7076_0000,1
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51036JB07270,N51036,JB0_7270_0000,0.111111111
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51149JB07270,N51149,JB0_7270_0000,0.118804564
N51181JB07270,N51181,JB0_7270_0000,1
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51149JB07270,N51149,JB0_7270_0000,0.006195436
N51036JB07271,N51036,JB0_7271_0000,0.333333333
N51036JB07271,N51036,JB0_7271_0000,0.333333333
N51036JB07271,N51036,JB0_7271_0000,0.333333333
N51181JB07271,N51181,JB0_7271_0000,0.333333333
N51181JB07271,N51181,JB0_7271_0000,0.333333333
N51181JB07271,N51181,JB0_7271_0000,0.333333333
N51550JB07381,N51550,JB0_7381_0000,1
N51710JB07381,N51710,JB0_7381_0000,0.249432464
N51710JB07381,N51710,JB0_7381_0000,0.249432464
N51710JB07381,N51710,JB0_7381_0000,0.249432464
N51710JB07381,N51710,JB0_7381_0000,0.249432464
N51810JB07381,N51810,JB0_7381_0000,1
N51710JB07381,N51710,JB0_7381_0000,0.000567536
N51710JB07381,N51710,JB0_7381_0000,0.000567536
N51710JB07381,N51710,JB0_7381_0000,0.000567536
N51710JB07381,N51710,JB0_7381_0000,0.000567536
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51550JB07382,N51550,JB0_7382_0000,0.158855417
N51710JB07382,N51710,JB0_7382_0000,0.780084829
N51740JB07382,N51740,JB0_7382_0000,0.429065885
N51740JB07382,N51740,JB0_7382_0000,0.429065885
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51550JB07382,N51550,JB0_7382_0000,0.00781125
N51710JB07382,N51710,JB0_7382_0000,0.219915171
N51740JB07382,N51740,JB0_7382_0000,0.070934115
N51740JB07382,N51740,JB0_7382_0000,0.070934115
N51550JB07383,N51550,JB0_7383_0000,1
N51740JB07383,N51740,JB0_7383_0000,0.332923329
N51740JB07383,N51740,JB0_7383_0000,0.332923329
N51740JB07383,N51740,JB0_7383_0000,0.332923329
N51800JB07383,N51800,JB0_7383_0000,1
N51740JB07383,N51740,JB0_7383_0000,0.000410004
N51740JB07383,N51740,JB0_7383_0000,0.000410004
N51740JB07383,N51740,JB0_7383_0000,0.000410004
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51093JB07390,N51093,JB0_7390_0000,0.052631579
N51095JB07390,N51095,JB0_7390_0000,0.383487148
N51095JB07390,N51095,JB0_7390_0000,0.383487148
N51181JB07390,N51181,JB0_7390_0000,1
