cell,lseg,rseg,weight***
CHOTF,N10001,EM3_4326_0000,0.1
CHOTF,N10001,EM3_4326_0000,0.1
CHOTF,N10001,EM3_4326_0000,0.1
CHOTF,N10001,EM3_4326_0000,0.1
CHOTF,N10001,EM3_4326_0000,0.6
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_DE,N10003,DE0_2990_0000,0.1
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3010_0000,0.111111111
C&DOH_MD,N10003,EU0_3011_0000,0.2
C&DOH_DE,N10003,EU0_3011_0000,0.2
C&DOH_DE,N10003,EU0_3011_0000,0.2
C&DOH_DE,N10003,EU0_3011_0000,0.2
C&DOH_DE,N10003,EU0_3011_0000,0.2
BOHOH,N10003,EU0_3201_0000,1
SASOH,N10003,EU0_3361_0000,1
ELKOH,N10003,EU1_2981_0000,1
ELKOH,N10003,EU1_2983_0000,0.8
ELKOH,N10003,EU1_2983_0000,0.2
NANTF_MD,N10005,EL0_4591_0000,1
NANOH,N10005,EL0_4594_0000,1
NANOH,N10005,EL0_4597_0000,0.5
NANTF_MD,N10005,EL0_4597_0000,0.5
NANTF_DE,N10005,EL0_4631_0000,1
NANTF_DE,N10005,EL0_4632_0000,1
NANTF_DE,N10005,EL0_4633_0000,0.083333333
NANTF_DE,N10005,EL0_4633_0000,0.916666667
NANTF_MD,N10005,EL2_4630_0000,0.049986357
NANTF_MD,N10005,EL2_4630_0000,0.049986357
NANTF_MD,N10005,EL2_4630_0000,0.099972713
NANTF_DE,N10005,EL2_4630_0000,0.199945426
NANTF_DE,N10005,EL2_4630_0000,0.599836279
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4810_0000,0.090027051
ANATF_DC,N11001,PL2_4811_0000,0.890341328
ANATF_DC,N11001,PL2_4945_0000,0.638897889
ANATF_DC,N11001,PL2_4945_0000,0.006851452
POTTF_DC,N11001,PL2_4945_0000,0.210682146
POTTF_DC,N11001,PL7_4910_0000,0.175085746
POTTF_DC,N11001,PL7_4910_0000,0.175085746
POTTF_DC,N11001,PL7_4910_0000,0.175085746
POTTF_DC,N11001,PL7_4910_0000,0.175085746
POTTF_DC,N11001,PL7_4940_0000,0.029948677
POTTF_DC,N11001,PL7_4940_0000,0.119794707
ANATF_DC,N11001,PL7_4940_0000,0.059897353
ANATF_DC,N11001,PL7_4940_0000,0.08984603
POTTF_DC,N11001,PL7_4942_0000,0.019035531
POTTF_DC,N11001,PL7_4942_0000,0.019035531
ANATF_DC,N11001,PL7_4960_0000,0.047798311
POTTF_DC,N11001,PL7_4960_0000,0.047798311
POTTF_DC,N11001,PL7_4960_0000,0.047798311
POTTF_DC,N11001,PL7_4960_0000,0.047798311
POTTF_DC,N11001,PL7_4960_0000,0.047798311
POTTF_DC,N11001,PL7_4960_0000,0.238991553
POTTF_MD,N11001,PL7_4960_0000,0.238991553
MAGMH,N24003,WL0_4390_0000,1
MAGMH,N24003,WL0_4391_0000,0.05
MAGMH,N24003,WL0_4391_0000,0.1
MAGMH,N24003,WL0_4391_0000,0.2
MAGMH,N24003,WL0_4391_0000,0.6
MAGMH,N24003,WL0_4391_0000,0.025
CB3MH,N24003,WL0_4391_0000,0.025
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
MAGMH,N24003,WL0_4392_0000,0.142857143
CB3MH,N24003,WL0_4393_0000,0.333333333
CB3MH,N24003,WL0_4393_0000,0.333333333
CB3MH,N24003,WL0_4393_0000,0.333333333
CB3MH,N24003,WL0_4394_0000,0.2
CB3MH,N24003,WL0_4394_0000,0.2
CB3MH,N24003,WL0_4394_0000,0.2
CB3MH,N24003,WL0_4394_0000,0.2
CB3MH,N24003,WL0_4394_0000,0.2
SEVMH,N24003,WL0_4420_0000,0.966674267
SEVMH,N24003,WL0_4421_0000,0.666666667
SEVMH,N24003,WL0_4421_0000,0.333333333
SEVMH,N24003,WL0_4422_0000,0.6
SEVMH,N24003,WL0_4422_0000,0.2
SEVMH,N24003,WL0_4422_0000,0.2
SEVMH,N24003,WL0_4423_0000,0.091353396
SEVMH,N24003,WL0_4423_0000,0.091353396
SEVMH,N24003,WL0_4423_0000,0.182706792
SEVMH,N24003,WL0_4423_0000,0.182706792
