cell,lseg,rseg,weight***
BackRiver,N24005,WM0_3741_0000,0.999039436
BackRiver,N24510,WM0_3741_0000,1
BackRiver,N24005,WM0_3741_0000,0.000960564
BackRiver,N24005,WM0_3742_0000,0.199877833
BackRiver,N24005,WM0_3742_0000,0.199877833
BackRiver,N24005,WM0_3742_0000,0.199877833
BackRiver,N24005,WM0_3742_0000,0.199877833
BackRiver,N24005,WM0_3742_0000,0.199877833
BackRiver,N24005,WM0_3742_0000,0.000122167
BackRiver,N24005,WM0_3742_0000,0.000122167
BackRiver,N24005,WM0_3742_0000,0.000122167
BackRiver,N24005,WM0_3742_0000,0.000122167
BackRiver,N24005,WM0_3742_0000,0.000122167
BackRiver,N24005,WM0_3743_0000,1
