land,for,hvf,pas,urs,afo,npa,trp,alf,hyw,hyo,nhy,nal,hom,nho,hwm,nhi,lwm,nlo,pul,puh,ext,bar,iml,imh,css
A10001,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A10003,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A10005,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A11001,,,,,,,,,,,,,,,,,,,,,,,,,
A24001,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24003,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24005,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24009,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24011,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24013,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24015,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24017,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24019,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24021,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24023,,,,,,,,,,,,,V,V,V,V,V,V,,,,,,,
A24025,,,,,,,,,,,,,V,V,V,V,V,V
A24027,,,,,,,,,,,,,V,V,V,V,V,V
A24029,,,,,,,,,,,,,V,V,V,V,V,V
A24031,,,,,,,,,,,,,V,V,V,V,V,V
A24033,,,,,,,,,,,,,V,V,V,V,V,V
A24035,,,,,,,,,,,,,V,V,V,V,V,V
A24037,,,,,,,,,,,,,V,V,V,V,V,V
A24039,,,,,,,,,,,,,V,V,V,V,V,V
A24041,,,,,,,,,,,,,V,V,V,V,V,V
A24043,,,,,,,,,,,,,V,V,V,V,V,V
A24045,,,,,,,,,,,,,V,V,V,V,V,V
A24047,,,,,,,,,,,,,V,V,V,V,V,V
A24510,,,,,,,,,,,,,V,V,V,V,V,V
A36003,,,,,,,,,,,,,V,V,V,V,V,V
A36007,,,,,,,,,,,,,V,V,V,V,V,V
A36015,,,,,,,,,,,,,V,V,V,V,V,V
A36017,,,,,,,,,,,,,V,V,V,V,V,V
A36023,,,,,,,,,,,,,V,V,V,V,V,V
A36025,,,,,,,,,,,,,V,V,V,V,V,V
A36043,,,,,,,,,,,,,V,V,V,V,V,V
A36051,,,,,,,,,,,,,V,V,V,V,V,V
A36053,,,,,,,,,,,,,V,V,V,V,V,V
A36065,,,,,,,,,,,,,V,V,V,V,V,V
A36067,,,,,,,,,,,,,V,V,V,V,V,V
A36069,,,,,,,,,,,,,V,V,V,V,V,V
A36077,,,,,,,,,,,,,V,V,V,V,V,V
A36095,,,,,,,,,,,,,V,V,V,V,V,V
A36097,,,,,,,,,,,,,V,V,V,V,V,V
A36101,,,,,,,,,,,,,V,V,V,V,V,V
A36107,,,,,,,,,,,,,V,V,V,V,V,V
A36109,,,,,,,,,,,,,V,V,V,V,V,V
A36123,,,,,,,,,,,,,V,V,V,V,V,V
A37001,,,,,,,,,,,,,V,V,V,V,V,V
A37005,,,,,,,,,,,,,V,V,V,V,V,V
A37009,,,,,,,,,,,,,V,V,V,V,V,V
A37033,,,,,,,,,,,,,V,V,V,V,V,V
A37067,,,,,,,,,,,,,V,V,V,V,V,V
A37077,,,,,,,,,,,,,V,V,V,V,V,V
A37081,,,,,,,,,,,,,V,V,V,V,V,V
A37131,,,,,,,,,,,,,V,V,V,V,V,V
A37135,,,,,,,,,,,,,V,V,V,V,V,V
A37145,,,,,,,,,,,,,V,V,V,V,V,V
A37157,,,,,,,,,,,,,V,V,V,V,V,V
A37169,,,,,,,,,,,,,V,V,V,V,V,V
A37171,,,,,,,,,,,,,V,V,V,V,V,V
A37181,,,,,,,,,,,,,V,V,V,V,V,V
A37185,,,,,,,,,,,,,V,V,V,V,V,V
A37189,,,,,,,,,,,,,V,V,V,V,V,V
A42001,,,,,,,,,,,,,V,V,V,V,V,V
A42009,,,,,,,,,,,,,V,V,V,V,V,V
A42011,,,,,,,,,,,,,V,V,V,V,V,V
A42013,,,,,,,,,,,,,V,V,V,V,V,V
A42015,,,,,,,,,,,,,V,V,V,V,V,V
A42021,,,,,,,,,,,,,V,V,V,V,V,V
A42023,,,,,,,,,,,,,V,V,V,V,V,V
A42025,,,,,,,,,,,,,V,V,V,V,V,V
A42027,,,,,,,,,,,,,V,V,V,V,V,V
A42029,,,,,,,,,,,,,V,V,V,V,V,V
A42033,,,,,,,,,,,,,V,V,V,V,V,V
A42035,,,,,,,,,,,,,V,V,V,V,V,V
A42037,,,,,,,,,,,,,V,V,V,V,V,V
A42041,,,,,,,,,,,,,V,V,V,V,V,V
A42043,,,,,,,,,,,,,V,V,V,V,V,V
A42047,,,,,,,,,,,,,V,V,V,V,V,V
A42055,,,,,,,,,,,,,V,V,V,V,V,V
A42057,,,,,,,,,,,,,V,V,V,V,V,V
A42061,,,,,,,,,,,,,V,V,V,V,V,V
A42063,,,,,,,,,,,,,V,V,V,V,V,V
A42065,,,,,,,,,,,,,V,V,V,V,V,V
A42067,,,,,,,,,,,,,V,V,V,V,V,V
A42069,,,,,,,,,,,,,V,V,V,V,V,V
A42071,,,,,,,,,,,,,V,V,V,V,V,V
A42075,,,,,,,,,,,,,V,V,V,V,V,V
A42079,,,,,,,,,,,,,V,V,V,V,V,V
A42081,,,,,,,,,,,,,V,V,V,V,V,V
A42083,,,,,,,,,,,,,V,V,V,V,V,V
A42087,,,,,,,,,,,,,V,V,V,V,V,V
A42093,,,,,,,,,,,,,V,V,V,V,V,V
A42097,,,,,,,,,,,,,V,V,V,V,V,V
A42099,,,,,,,,,,,,,V,V,V,V,V,V
A42105,,,,,,,,,,,,,V,V,V,V,V,V
A42107,,,,,,,,,,,,,V,V,V,V,V,V
A42109,,,,,,,,,,,,,V,V,V,V,V,V
A42111,,,,,,,,,,,,,V,V,V,V,V,V
A42113,,,,,,,,,,,,,V,V,V,V,V,V
A42115,,,,,,,,,,,,,V,V,V,V,V,V
A42117,,,,,,,,,,,,,V,V,V,V,V,V
A42119,,,,,,,,,,,,,V,V,V,V,V,V
A42127,,,,,,,,,,,,,V,V,V,V,V,V
A42131,,,,,,,,,,,,,V,V,V,V,V,V
A42133,,,,,,,,,,,,,V,V,V,V,V,V
A47091,,,,,,,,,,,,,V,V,V,V,V,V
A47163,,,,,,,,,,,,,V,V,V,V,V,V
A51001,,,,,,,,,,,,,V,V,V,V,V,V
A51003,,,,,,,,,,,,,V,V,V,V,V,V
A51005,,,,,,,,,,,,,V,V,V,V,V,V
A51007,,,,,,,,,,,,,V,V,V,V,V,V
A51009,,,,,,,,,,,,,V,V,V,V,V,V
A51011,,,,,,,,,,,,,V,V,V,V,V,V
A51013,,,,,,,,,,,,,V,V,V,V,V,V
A51015,,,,,,,,,,,,,V,V,V,V,V,V
A51017,,,,,,,,,,,,,V,V,V,V,V,V
A51019,,,,,,,,,,,,,V,V,V,V,V,V
A51021,,,,,,,,,,,,,V,V,V,V,V,V
A51023,,,,,,,,,,,,,V,V,V,V,V,V
A51025,,,,,,,,,,,,,V,V,V,V,V,V
A51027,,,,,,,,,,,,,V,V,V,V,V,V
A51029,,,,,,,,,,,,,V,V,V,V,V,V
A51031,,,,,,,,,,,,,V,V,V,V,V,V
A51033,,,,,,,,,,,,,V,V,V,V,V,V
A51035,,,,,,,,,,,,,V,V,V,V,V,V
A51036,,,,,,,,,,,,,V,V,V,V,V,V
A51037,,,,,,,,,,,,,V,V,V,V,V,V
A51041,,,,,,,,,,,,,V,V,V,V,V,V
A51043,,,,,,,,,,,,,V,V,V,V,V,V
A51045,,,,,,,,,,,,,V,V,V,V,V,V
A51047,,,,,,,,,,,,,V,V,V,V,V,V
A51049,,,,,,,,,,,,,V,V,V,V,V,V
A51051,,,,,,,,,,,,,V,V,V,V,V,V
A51053,,,,,,,,,,,,,V,V,V,V,V,V
A51057,,,,,,,,,,,,,V,V,V,V,V,V
A51059,,,,,,,,,,,,,V,V,V,V,V,V
A51061,,,,,,,,,,,,,V,V,V,V,V,V
A51063,,,,,,,,,,,,,V,V,V,V,V,V
A51065,,,,,,,,,,,,,V,V,V,V,V,V
A51067,,,,,,,,,,,,,V,V,V,V,V,V
A51069,,,,,,,,,,,,,V,V,V,V,V,V
A51071,,,,,,,,,,,,,V,V,V,V,V,V
A51073,,,,,,,,,,,,,V,V,V,V,V,V
A51075,,,,,,,,,,,,,V,V,V,V,V,V
A51077,,,,,,,,,,,,,V,V,V,V,V,V
A51079,,,,,,,,,,,,,V,V,V,V,V,V
A51081,,,,,,,,,,,,,V,V,V,V,V,V
A51083,,,,,,,,,,,,,V,V,V,V,V,V
A51085,,,,,,,,,,,,,V,V,V,V,V,V
A51087,,,,,,,,,,,,,V,V,V,V,V,V
A51089,,,,,,,,,,,,,V,V,V,V,V,V
A51091,,,,,,,,,,,,,V,V,V,V,V,V
A51093,,,,,,,,,,,,,V,V,V,V,V,V
A51095,,,,,,,,,,,,,V,V,V,V,V,V
A51097,,,,,,,,,,,,,V,V,V,V,V,V
A51099,,,,,,,,,,,,,V,V,V,V,V,V
A51101,,,,,,,,,,,,,V,V,V,V,V,V
A51103,,,,,,,,,,,,,V,V,V,V,V,V
A51105,,,,,,,,,,,,,V,V,V,V,V,V
A51107,,,,,,,,,,,,,V,V,V,V,V,V
A51109,,,,,,,,,,,,,V,V,V,V,V,V
A51111,,,,,,,,,,,,,V,V,V,V,V,V
A51113,,,,,,,,,,,,,V,V,V,V,V,V
A51115,,,,,,,,,,,,,V,V,V,V,V,V
