TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.286500,1,0.03,0.3,0,50,161.4450,5,0.5,2,0,550,505.0850,5,1,8,0,300,14.21000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.699500,1,0.03,0.3,0,50,464.8115,5,0.5,2,0,550,41.41050,5,1,8,0,300,1.639500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.232000,1,0.03,0.3,0,50,112.3010,5,0.5,2,0,550,567.0530,5,1,8,0,300,26.92650,6,0.5,1,0,100,0,0,0,0,na,na
A11001,3.110500,1,0.03,0.3,0,50,181.7590,5,0.5,2,0,550,132.0830,5,1,8,0,300,11.71500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.406500,1,0.03,0.3,0,50,566.9355,5,0.5,2,0,550,54.13400,5,1,8,0,300,2.501500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.365000,1,0.03,0.3,0,50,235.7600,5,0.5,2,0,550,29.57250,5,1,8,0,300,1.881500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.336000,1,0.03,0.3,0,50,133.9535,5,0.5,2,0,550,216.4780,5,1,8,0,300,11.75500,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.233000,1,0.03,0.3,0,50,160.4700,5,0.5,2,0,550,37.50800,5,1,8,0,300,1.619000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.770000,1,0.03,0.3,0,50,292.9405,5,0.5,2,0,550,109.1640,5,1,8,0,300,5.069000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.369500,1,0.03,0.3,0,50,280.8480,5,0.5,2,0,550,500.5990,5,1,8,0,300,13.40950,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.450000,1,0.03,0.3,0,50,436.9215,5,0.5,2,0,550,134.2045,5,1,8,0,300,7.159500,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.230000,1,0.03,0.3,0,50,244.9185,5,0.5,2,0,550,26.87450,5,1,8,0,300,1.311500,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.661000,1,0.03,0.3,0,50,296.4480,5,0.5,2,0,550,89.31100,5,1,8,0,300,3.693000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.414500,1,0.03,0.3,0,50,393.7715,5,0.5,2,0,550,78.23450,5,1,8,0,300,3.526000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.403500,1,0.03,0.3,0,50,512.9695,5,0.5,2,0,550,143.5585,5,1,8,0,300,8.457500,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.491000,1,0.03,0.3,0,50,257.0075,5,0.5,2,0,550,196.7130,5,1,8,0,300,9.285999,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.455000,1,0.03,0.3,0,50,259.4705,5,0.5,2,0,550,121.5430,5,1,8,0,300,6.243000,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.464000,1,0.03,0.3,0,50,297.5505,5,0.5,2,0,550,38.87500,5,1,8,0,300,1.641500,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.365000,1,0.03,0.3,0,50,188.1660,5,0.5,2,0,550,114.6865,5,1,8,0,300,6.577500,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.222000,1,0.03,0.3,0,50,163.9365,5,0.5,2,0,550,70.14999,5,1,8,0,300,3.282500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.371500,1,0.03,0.3,0,50,185.3280,5,0.5,2,0,550,264.3100,5,1,8,0,300,9.184999,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.232500,1,0.03,0.3,0,50,171.8680,5,0.5,2,0,550,18.28400,5,1,8,0,300,0.820000,6,0.5,1,0,100,0,0,0,0,na,na
A24039,0.525000,1,0.03,0.3,0,50,338.2435,5,0.5,2,0,550,51.76300,5,1,8,0,300,2.705500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.859500,1,0.03,0.3,0,50,346.5475,5,0.5,2,0,550,73.72050,5,1,8,0,300,3.146000,6,0.5,1,0,100,0,0,0,0,na,na
A24043,0.490000,1,0.03,0.3,0,50,71.42550,5,0.5,2,0,550,357.5760,5,1,8,0,300,19.08500,6,0.5,1,0,100,0,0,0,0,na,na
A24045,0.630000,1,0.03,0.3,0,50,288.3705,5,0.5,2,0,550,69.81599,5,1,8,0,300,3.645000,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.619000,1,0.03,0.3,0,50,433.6240,5,0.5,2,0,550,63.23900,5,1,8,0,300,3.148500,6,0.5,1,0,100,0,0,0,0,na,na
A24510,2.056500,1,0.03,0.3,0,50,277.1300,5,0.5,2,0,550,185.2630,5,1,8,0,300,15.97650,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.787000,1,0.03,0.3,0,50,639.6880,5,0.5,2,0,550,131.1315,5,1,8,0,300,3.954500,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.441500,1,0.03,0.3,0,50,615.6590,5,0.5,2,0,550,78.68750,5,1,8,0,300,5.212000,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.462000,1,0.03,0.3,0,50,591.7905,5,0.5,2,0,550,58.01400,5,1,8,0,300,2.459000,6,0.5,1,0,100,0,0,0,0,na,na
A36017,0.493000,1,0.03,0.3,0,50,538.5291,5,0.5,2,0,550,208.1730,5,1,8,0,300,9.362500,6,0.5,1,0,100,0,0,0,0,na,na
A36023,0.501000,1,0.03,0.3,0,50,549.4730,5,0.5,2,0,550,93.69700,5,1,8,0,300,6.517000,6,0.5,1,0,100,0,0,0,0,na,na
A36025,0.462000,1,0.03,0.3,0,50,602.5650,5,0.5,2,0,550,105.4680,5,1,8,0,300,6.458500,6,0.5,1,0,100,0,0,0,0,na,na
A36043,0.493000,1,0.03,0.3,0,50,611.1030,5,0.5,2,0,550,213.7520,5,1,8,0,300,11.43200,6,0.5,1,0,100,0,0,0,0,na,na
A36051,0.372000,1,0.03,0.3,0,50,603.0920,5,0.5,2,0,550,182.5770,5,1,8,0,300,9.224501,6,0.5,1,0,100,0,0,0,0,na,na
A36053,0.568500,1,0.03,0.3,0,50,540.1165,5,0.5,2,0,550,154.0480,5,1,8,0,300,9.477500,6,0.5,1,0,100,0,0,0,0,na,na
A36065,0.634500,1,0.03,0.3,0,50,611.0435,5,0.5,2,0,550,424.1560,5,1,8,0,300,19.35500,6,0.5,1,0,100,0,0,0,0,na,na
A36067,0.440000,1,0.03,0.3,0,50,770.6235,5,0.5,2,0,550,114.8800,5,1,8,0,300,7.532500,6,0.5,1,0,100,0,0,0,0,na,na
A36069,0.843500,1,0.03,0.3,0,50,581.2185,5,0.5,2,0,550,155.8865,5,1,8,0,300,6.219000,6,0.5,1,0,100,0,0,0,0,na,na
A36077,0.440500,1,0.03,0.3,0,50,511.6360,5,0.5,2,0,550,136.5185,5,1,8,0,300,8.597000,6,0.5,1,0,100,0,0,0,0,na,na
A36095,0.400000,1,0.03,0.3,0,50,730.1490,5,0.5,2,0,550,82.21400,5,1,8,0,300,5.947000,6,0.5,1,0,100,0,0,0,0,na,na
A36097,0.379000,1,0.03,0.3,0,50,1235.279,5,0.5,2,0,550,82.87200,5,1,8,0,300,4.547500,6,0.5,1,0,100,0,0,0,0,na,na
A36101,0.281500,1,0.03,0.3,0,50,1091.026,5,0.5,2,0,550,71.80650,5,1,8,0,300,3.796000,6,0.5,1,0,100,0,0,0,0,na,na
A36107,0.505000,1,0.03,0.3,0,50,517.7425,5,0.5,2,0,550,52.70900,5,1,8,0,300,3.417500,6,0.5,1,0,100,0,0,0,0,na,na
A36109,0.223000,1,0.03,0.3,0,50,813.7460,5,0.5,2,0,550,29.23550,5,1,8,0,300,1.595500,6,0.5,1,0,100,0,0,0,0,na,na
A36123,0.416000,1,0.03,0.3,0,50,1175.564,5,0.5,2,0,550,80.72750,5,1,8,0,300,4.273500,6,0.5,1,0,100,0,0,0,0,na,na
A37001,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37005,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37009,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37033,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37067,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37077,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37081,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37131,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
A37135,150,1,0.03,0.3,0,50,500,5,0.5,2,0,550,1200,5,1,8,0,300,800,6,0.5,1,0,100,0,0,0,0,na,na
