TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,70.22433,1.5,20.00000,0.356002,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,1.671163,1.5,20.00000,14.95963,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,78.63280,1.5,20.00000,0.317933,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,11.18575,1.5,20.00000,2.234987,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,1.037830,1.5,20.00000,24.08874,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,3.420504,1.5,20.00000,7.308863,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,60.89709,1.5,20.00000,0.410529,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,45.70201,1.5,20.00000,0.547022,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.879666,1.5,20.00000,28.41985,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,21.11060,1.5,20.00000,1.184238,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,4.623106,1.5,20.00000,5.407620,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,4.254546,1.5,20.00000,5.876068,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.474954,1.5,20.00000,52.63673,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,3.234675,1.5,20.00000,7.728755,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,0.526019,1.5,20.00000,47.52683,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,9.512003,1.5,20.00000,2.628259,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,5.798234,1.5,20.00000,4.311658,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,0.581314,1.5,20.00000,43.00604,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,34.75425,1.5,20.00000,0.719336,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,36.41291,1.5,20.00000,0.686570,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,3.193392,1.5,20.00000,7.828665,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,54.54979,1.5,20.00000,0.458297,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.882666,1.5,20.00000,28.32326,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,0.687314,1.5,20.00000,36.37346,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
