TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.169363,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,1.419977,1.5,20.00000,17.60591,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,100.0000,1.5,20.00000,0.095891,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,19.69882,1.5,20.00000,1.269112,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,0.941049,1.5,20.00000,26.56612,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,2.979437,1.5,20.00000,8.390843,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,68.46420,1.5,20.00000,0.365155,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,46.90875,1.5,20.00000,0.532950,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.866142,1.5,20.00000,28.86360,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,52.52822,1.5,20.00000,0.475934,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,5.459337,1.5,20.00000,4.579310,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,4.617312,1.5,20.00000,5.414406,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.472462,1.5,20.00000,52.91439,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,2.719066,1.5,20.00000,9.194333,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,0.505215,1.5,20.00000,49.48392,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,17.62517,1.5,20.00000,1.418427,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,7.883461,1.5,20.00000,3.171196,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,0.573534,1.5,20.00000,43.58937,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,51.31175,1.5,20.00000,0.487217,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,45.10022,1.5,20.00000,0.554322,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,2.922150,1.5,20.00000,8.555343,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,100.0000,1.5,20.00000,0.219616,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
