TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.680017,0.100000,0.,9.094818,0.680017,na,na,0.680017,0.100000,0.,5.509314,0.680017,na,na,0.096338,0.003642,0.000193,3.619799,0.096338,na,na,0.000100,0.003642,0.000193,0.603295,0.000100,21469.62,50000.00,0.0001,1.07,46.57745,147.2571,0.0001,1.07,6.669445,0.996733,0.0001,1.07,6.669445,0.996733,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.548347,0.010164,0.,9.175653,0.548347,na,na,0.548347,0.002032,0.,6.587770,0.548347,na,na,0.114774,0.079702,0.000019,3.138838,0.114774,na,na,0.000100,0.079702,0.000030,0.523142,0.000100,658.8111,9451.966,0.0001,1.07,1517.885,952.1828,0.0001,1.07,0.567337,7.515710,0.0001,1.07,0.567337,7.515710,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.418339,0.100000,0.,8.175199,0.418339,na,na,0.307788,0.100000,0.,4.106347,0.307788,na,na,0.030779,0.000100,0.010000,0.411686,0.030779,na,na,0.000100,0.000100,0.010000,0.068614,0.000100,50000.00,50000.00,0.0001,1.07,17.24145,15.59957,0.0001,1.07,17.58668,1.250343,0.0001,1.07,17.58668,1.250343,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.024327,0.,1.048518,1.000000,na,na,0.000100,0.004860,0.,0.524259,1.000000,na,na,0.000100,0.000175,0.007440,0.028139,0.200000,na,na,0.000100,0.000175,0.007440,0.010000,0.000100,2032.612,50000.00,0.0001,1.07,491.9781,158.8542,0.0001,1.07,4.668451,5.178611,0.0001,1.07,4.668451,5.178611,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.146331,0.019701,0.,5.376189,0.146331,na,na,0.146331,0.003943,0.,4.248847,0.146331,na,na,0.018817,0.021028,0.000066,2.771590,0.018817,na,na,0.000100,0.021028,0.000066,0.461934,0.000100,1048.980,9101.728,0.0001,1.07,953.3075,988.8226,0.0001,1.07,0.861635,3.491787,0.0001,1.07,0.861635,3.491787,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.606004,0.074880,0.,8.347195,0.606004,na,na,0.606004,0.014944,0.,4.318277,0.606004,na,na,0.115224,0.065094,0.000024,0.501201,0.115224,na,na,0.000100,0.065094,0.000038,0.083534,0.000100,1173.762,5896.877,0.0001,1.07,851.9617,1526.231,0.0001,1.07,0.639368,7.827856,0.0001,1.07,0.639368,7.827856,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.444848,0.100000,0.,8.506357,0.444848,na,na,0.444848,0.100000,0.,4.253181,0.444848,na,na,0.058863,0.002840,0.000358,2.031187,0.058863,na,na,0.000100,0.002840,0.000358,0.338528,0.000100,5340.344,5551.890,0.0001,1.07,187.2540,1621.069,0.0001,1.07,7.000858,3.697832,0.0001,1.07,7.000858,3.697832,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.738055,0.100000,0.,8.677293,0.738055,na,na,0.738055,0.048482,0.,4.338646,0.738055,na,na,0.140939,0.045733,0.000033,4.490191,0.140939,na,na,0.000100,0.045733,0.000034,0.748369,0.000100,1155.309,3957.159,0.0001,1.07,865.5696,2274.359,0.0001,1.07,0.742400,4.747624,0.0001,1.07,0.742400,4.747624,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.575678,0.055669,0.,8.580198,0.575678,na,na,0.575678,0.011128,0.,4.999508,0.575678,na,na,0.076220,0.010442,0.000075,2.569142,0.076220,na,na,0.000100,0.010442,0.000075,0.428192,0.000100,1675.401,31127.74,0.0001,1.07,596.8718,289.1313,0.0001,1.07,2.340421,7.306044,0.0001,1.07,2.340421,7.306044,0.0001,1.07,0.5,0.1,0,0,1.07,20
