TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,26.40451,1.5,20.00000,0.946808,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,2.121505,1.5,20.00000,11.78408,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,27.19688,1.5,20.00000,0.919223,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,8.279345,1.5,20.00000,3.019563,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,1.381272,1.5,20.00000,18.09926,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,3.829052,1.5,20.00000,6.529031,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,33.69901,1.5,20.00000,0.741862,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,32.55717,1.5,20.00000,0.767880,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.972875,1.5,20.00000,25.69702,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,11.16006,1.5,20.00000,2.240131,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,4.266082,1.5,20.00000,5.860179,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,4.048381,1.5,20.00000,6.175308,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.495713,1.5,20.00000,50.43243,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,3.699165,1.5,20.00000,6.758284,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,0.720469,1.5,20.00000,34.69964,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,6.977262,1.5,20.00000,3.583069,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,5.079104,1.5,20.00000,4.922128,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,0.676501,1.5,20.00000,36.95487,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,16.68316,1.5,20.00000,1.498517,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,22.04145,1.5,20.00000,1.134226,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,3.463074,1.5,20.00000,7.219019,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,26.09576,1.5,20.00000,0.958010,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,1.029900,1.5,20.00000,24.27418,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,0.792134,1.5,20.00000,31.56030,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.208754,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,2.169539,1.5,20.00000,11.52318,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,3.455261,1.5,20.00000,7.235343,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,5.742439,1.5,20.00000,4.353549,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,1.044963,1.5,20.00000,23.92429,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,0.651447,1.5,20.00000,38.37614,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36015,50,1.000000,0.589199,1.5,20.00000,42.43050,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36017,50,1.000000,1.467809,1.5,20.00000,17.03219,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36023,50,1.000000,3.367384,1.5,20.00000,7.424160,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36025,50,1.000000,1.009045,1.5,20.00000,24.77589,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36043,50,1.000000,1.481470,1.5,20.00000,16.87513,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36051,50,1.000000,0.386781,1.5,20.00000,64.63611,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36053,50,1.000000,5.186781,1.5,20.00000,4.819946,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36065,50,1.000000,5.005302,1.5,20.00000,4.994702,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36067,50,1.000000,1.493965,1.5,20.00000,16.73399,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
