TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,46.87200,1,0.03,0.3,0,50,198.0080,5,0.5,2,0,550,233.1470,5,1,8,0,300,98.81450,6,0.5,1,0,100,0,0,0,0,na,na
A10003,44.02550,1,0.03,0.3,0,50,327.1085,5,0.5,2,0,550,261.1015,5,1,8,0,300,98.85851,6,0.5,1,0,100,0,0,0,0,na,na
A10005,53.10100,1,0.03,0.3,0,50,167.6415,5,0.5,2,0,550,210.4865,5,1,8,0,300,98.88400,6,0.5,1,0,100,0,0,0,0,na,na
A11001,70.59700,1,0.03,0.3,0,50,170.8700,5,0.5,2,0,550,211.6760,5,1,8,0,300,98.78900,6,0.5,1,0,100,0,0,0,0,na,na
A24001,65.89250,1,0.03,0.3,0,50,291.7590,5,0.5,2,0,550,241.9960,5,1,8,0,300,127.6905,6,0.5,1,0,100,0,0,0,0,na,na
A24003,22.85900,1,0.03,0.3,0,50,169.8775,5,0.5,2,0,550,217.1785,5,1,8,0,300,98.88000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,18.17450,1,0.03,0.3,0,50,174.5850,5,0.5,2,0,550,231.2030,5,1,8,0,300,98.86200,6,0.5,1,0,100,0,0,0,0,na,na
A24009,7.020500,1,0.03,0.3,0,50,147.0105,5,0.5,2,0,550,206.9040,5,1,8,0,300,98.82150,6,0.5,1,0,100,0,0,0,0,na,na
A24011,52.82850,1,0.03,0.3,0,50,161.3985,5,0.5,2,0,550,207.5730,5,1,8,0,300,99.94901,6,0.5,1,0,100,0,0,0,0,na,na
