landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    38.955,    10.946,     2.052
A24009,     0.000,    25.390,    18.271,     4.358
F24009,     0.000,    24.907,    18.696,     4.373
F24037,     0.000,    56.138,     7.796,     2.137
A24033,     0.000,    25.363,    31.065,     4.770
F24033,     0.000,    38.025,    19.589,     4.060
A24003,     0.000,    48.972,    13.159,     4.132
F24003,     0.000,    49.748,    12.788,     4.091
A24027,     0.000,    38.490,    50.175,     6.231
F24027,     0.000,    31.689,    57.616,     6.606
A24031,     0.000,    31.062,    46.173,     6.613
F24031,     0.000,    29.688,    53.476,     6.772
A51073,     0.000,    83.593,    20.193,     2.483
A51115,     0.000,    55.539,    15.707,     1.858
A51119,     0.000,    64.718,    16.833,     2.441
A51199,     0.000,    57.863,    14.574,     2.804
F51199,     0.000,    57.859,    14.599,     2.806
A51095,     0.000,    68.297,    21.818,     2.836
A51097,     0.000,    40.013,    32.089,     3.991
A51127,     0.000,    61.835,    19.048,     2.856
A51830,     0.000,    42.089,    29.758,     3.284
F51095,     0.000,    68.245,    21.798,     2.834
F51830,     0.000,    42.105,    29.836,     3.288
A51650,     0.000,    45.321,    22.057,     2.091
A51735,     0.000,    35.300,    35.135,     5.103
F51650,     0.000,    45.402,    22.069,     2.092
F51735,     0.000,    34.940,    35.635,     5.149
A51101,     0.000,    66.065,    23.610,     3.318
A51033,     0.000,    66.860,    23.650,     2.991
F51033,     0.000,    78.766,    19.375,     2.659
A51177,     0.000,    82.253,    21.384,     2.406
F51177,     0.000,    82.272,    21.340,     2.402
F51101,     0.000,    85.742,    15.058,     2.804
A51109,     0.000,    64.233,    15.699,     1.791
A51003,     0.000,    73.803,    59.125,     4.021
A51065,     0.000,    57.061,    28.667,     2.814
A51075,     0.000,    73.832,    20.379,     1.933
A51103,     0.000,    96.679,    18.361,     2.560
A51133,     0.000,    86.137,    15.019,     2.763
A51057,     0.000,    45.579,    59.940,     6.322
A51159,     0.000,    54.406,    19.094,     2.575
F51159,     0.000,    64.515,    15.326,     2.359
A51099,     0.000,    83.453,    21.714,     3.017
A51630,     0.000,    51.496,    22.263,     2.516
F51057,     0.000,    84.099,    31.629,     4.195
F51099,     0.000,    83.529,    21.512,     2.999
F51630,     0.000,    65.049,    23.158,     1.838
A51047,     0.000,    68.137,    29.417,     2.619
A51061,     0.000,    86.797,    31.513,     2.821
A51157,     0.000,    87.249,    44.043,     3.027
B51061,     0.000,    83.738,    39.539,     3.094
B51157,     0.000,    88.224,    40.329,     2.768
F51061,     0.000,    96.146,    29.844,     2.384
F51157,     0.000,    87.748,    43.806,     3.040
A51113,     0.000,    78.940,    50.127,     3.297
B51113,     0.000,    87.325,    42.941,     2.925
F51113,     0.000,    83.256,    46.664,     3.113
A51079,     0.000,    78.209,    30.469,     2.888
B51079,     0.000,    85.344,    25.707,     2.486
F51079,     0.000,    80.928,    28.940,     2.590
A51137,     0.000,    86.984,    34.916,     2.789
F51137,     0.000,    89.821,    32.760,     2.560
A24005,     0.000,    26.595,    61.306,     7.401
A24510,     0.000,    61.062,    48.101,     5.169
F24005,     0.000,    26.935,    61.579,     7.411
F24510,     0.000,    61.960,    47.849,     5.148
A24013,     0.000,    24.882,   113.054,    10.280
F24013,     0.000,    70.772,    71.706,     6.311
A24025,     0.000,    33.575,    66.659,     7.407
F24025,     0.000,    67.965,    38.047,     5.249
A10001,     0.000,    24.365,   108.848,    10.495
A10005,     0.000,     0.000,   109.559,    13.488
A24011,     0.000,    50.306,    32.591,     5.151
A24019,     0.000,    63.423,    25.666,     2.824
A24045,     0.000,    58.533,    17.995,     3.712
F24019,     0.000,    63.170,    25.013,     2.766
A24047,     0.000,    95.493,    20.937,     2.502
F24045,     0.000,    70.294,     9.981,     3.036
A24039,     0.000,    77.068,    18.647,     2.310
A51001,     0.000,    86.784,    16.583,     2.016
F24039,     0.000,    76.880,    18.094,     2.257
F51001,     0.000,    86.778,    16.585,     2.016
A51131,     0.000,    66.695,    38.973,     3.564
F51131,     0.000,    66.608,    39.159,     3.581
F10005,     0.000,     7.832,   113.495,    14.086
A24041,     0.000,    69.113,    25.462,     2.922
