landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    28.886,    12.905,     2.030
A24009,     0.000,    23.739,    21.844,     4.211
F24009,     0.000,    23.778,    22.103,     4.178
F24037,     0.000,    51.914,     8.316,     1.988
A24033,     0.000,    25.060,    34.400,     4.222
F24033,     0.000,    26.916,    27.346,     4.385
A24003,     0.000,    36.249,    16.875,     4.681
F24003,     0.000,    37.211,    16.147,     4.624
A24027,     0.000,    31.675,    57.393,     5.756
F24027,     0.000,    31.049,    61.007,     5.719
A24031,     0.000,    29.990,    49.727,     6.009
F24031,     0.000,    29.286,    55.114,     6.142
A51073,     0.000,    71.316,    21.930,     2.432
A51115,     0.000,    48.137,    16.378,     1.671
A51119,     0.000,    56.010,    17.942,     2.515
A51199,     0.000,    52.652,    15.733,     2.873
F51199,     0.000,    52.655,    15.769,     2.875
A51095,     0.000,    59.161,    24.283,     2.916
A51097,     0.000,    28.581,    40.785,     4.191
A51127,     0.000,    54.707,    21.414,     3.038
A51830,     0.000,    41.933,    29.374,     3.237
F51095,     0.000,    59.113,    24.256,     2.915
F51830,     0.000,    41.946,    29.469,     3.243
A51650,     0.000,    45.201,    22.285,     2.085
A51735,     0.000,    35.234,    33.456,     5.173
F51650,     0.000,    45.286,    22.292,     2.086
F51735,     0.000,    34.869,    34.053,     5.220
A51101,     0.000,    50.980,    32.337,     3.912
A51033,     0.000,    51.421,    32.198,     3.476
F51033,     0.000,    68.643,    21.846,     2.801
A51177,     0.000,    75.308,    23.056,     2.342
F51177,     0.000,    75.322,    22.990,     2.336
F51101,     0.000,    78.244,    15.239,     2.712
A51109,     0.000,    58.564,    16.134,     1.640
A51003,     0.000,    60.648,    64.169,     3.593
A51065,     0.000,    47.006,    33.954,     2.877
A51075,     0.000,    66.394,    21.316,     1.693
A51103,     0.000,    88.190,    19.421,     2.348
A51133,     0.000,    77.737,    15.794,     2.703
A51057,     0.000,    37.805,    67.946,     5.992
A51159,     0.000,    46.201,    20.233,     2.397
F51159,     0.000,    57.445,    15.539,     2.205
A51099,     0.000,    70.606,    25.613,     3.516
A51630,     0.000,    50.244,    22.912,     2.563
F51057,     0.000,    70.892,    38.968,     4.643
F51099,     0.000,    70.553,    25.292,     3.493
F51630,     0.000,    64.932,    21.658,     2.022
A51047,     0.000,    56.021,    34.677,     2.767
A51061,     0.000,    76.252,    34.555,     2.755
A51157,     0.000,    72.661,    48.970,     3.061
B51061,     0.000,    72.410,    43.424,     3.166
