landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    51.801,    10.755,     2.383
A24009,     0.000,    41.395,    15.309,     3.909
F24009,     0.000,    41.090,    15.560,     3.918
F24037,     0.000,    62.456,     7.139,     2.282
A24033,     0.000,    38.970,    24.535,     4.309
F24033,     0.000,    55.248,    15.872,     3.516
A24003,     0.000,    64.175,    12.936,     3.881
F24003,     0.000,    64.593,    12.730,     3.864
A24027,     0.000,    58.536,    39.995,     5.249
F24027,     0.000,    47.401,    48.317,     5.952
A24031,     0.000,    45.951,    38.464,     5.658
F24031,     0.000,    31.486,    52.252,     6.614
A51073,     0.000,    98.639,    20.579,     2.717
A51115,     0.000,    65.904,    15.020,     2.200
A51119,     0.000,    76.552,    17.745,     2.543
A51199,     0.000,    65.363,    15.328,     2.832
F51199,     0.000,    65.377,    15.345,     2.833
A51095,     0.000,    79.547,    22.198,     3.083
A51097,     0.000,    57.794,    26.482,     3.384
A51127,     0.000,    70.093,    20.194,     3.068
A51830,     0.000,    42.092,    29.799,     3.135
F51095,     0.000,    79.520,    22.161,     3.080
F51830,     0.000,    42.100,    29.859,     3.137
A51650,     0.000,    45.411,    21.544,     2.170
A51735,     0.000,    35.118,    36.245,     4.498
F51650,     0.000,    45.493,    21.561,     2.169
F51735,     0.000,    34.719,    36.628,     4.527
A51101,     0.000,    81.963,    22.119,     3.096
A51033,     0.000,    84.485,    22.269,     2.880
F51033,     0.000,    91.174,    20.417,     2.838
A51177,     0.000,    90.350,    22.588,     2.950
F51177,     0.000,    90.330,    22.566,     2.946
F51101,     0.000,    95.334,    15.597,     2.838
A51109,     0.000,    71.105,    16.321,     2.411
A51003,     0.000,    96.570,    54.694,     4.294
A51065,     0.000,    70.018,    26.845,     2.947
A51075,     0.000,    84.085,    20.215,     2.399
A51103,     0.000,   110.134,    16.798,     2.676
A51133,     0.000,    96.798,    15.138,     2.762
A51057,     0.000,    68.825,    48.589,     5.162
A51159,     0.000,    68.061,    17.906,     2.688
F51159,     0.000,    75.833,    14.449,     2.516
A51099,     0.000,    97.754,    22.200,     2.877
A51630,     0.000,    51.173,    21.650,     2.531
F51057,     0.000,   100.876,    28.441,     3.555
F51099,     0.000,    97.772,    22.059,     2.872
F51630,     0.000,    64.319,    26.847,     1.904
A51047,     0.000,    79.522,    28.472,     2.810
A51061,     0.000,    99.985,    32.826,     3.513
A51157,     0.000,   109.932,    41.962,     3.261
B51061,     0.000,    97.942,    38.910,     3.432
B51157,     0.000,   111.271,    39.019,     3.089
F51061,     0.000,   109.586,    30.675,     2.952
F51157,     0.000,   110.453,    41.651,     3.259
A51113,     0.000,    97.404,    47.010,     3.540
B51113,     0.000,   107.160,    40.476,     3.130
F51113,     0.000,   101.848,    43.478,     3.297
A51079,     0.000,    91.116,    30.019,     3.163
B51079,     0.000,    98.051,    25.797,     2.770
F51079,     0.000,    93.882,    28.137,     2.815
A51137,     0.000,   100.987,    33.786,     3.122
F51137,     0.000,   104.483,    31.668,     2.947
A24005,     0.000,    30.947,    57.502,     6.949
A24510,     0.000,    71.430,    47.436,     5.089
F24005,     0.000,    30.378,    58.567,     6.981
F24510,     0.000,    71.884,    47.270,     5.074
A24013,     0.000,    43.381,   102.662,    10.025
F24013,     0.000,    97.978,    64.249,     5.072
A24025,     0.000,    53.961,    55.079,     6.307
F24025,     0.000,    87.812,    31.920,     4.210
A10001,     0.000,    30.702,   105.481,    10.223
A10005,     0.000,    14.562,   109.830,    13.054
A24011,     0.000,    68.685,    26.920,     3.807
A24019,     0.000,    78.633,    23.231,     2.194
A24045,     0.000,    69.227,    17.545,     3.410
F24019,     0.000,    77.644,    23.038,     2.174
A24047,     0.000,   100.278,    22.308,     2.543
F24045,     0.000,    77.742,    11.012,     2.908
A24039,     0.000,    90.091,    18.389,     2.229
A51001,     0.000,    89.444,    18.740,     1.994
F24039,     0.000,    88.909,    18.163,     2.206
F51001,     0.000,    89.436,    18.738,     1.993
A51131,     0.000,    79.647,    38.222,     3.301
F51131,     0.000,    79.806,    38.288,     3.306
F10005,     0.000,    37.822,   103.935,    12.714
A24041,     0.000,    85.167,    22.291,     2.420
F24041,     0.000,    83.956,    22.107,     2.393
A24035,     0.000,    39.392,    61.242,     6.083
F24035,     0.000,    62.328,    43.822,     3.968
A24015,     0.000,    98.688,    43.753,     5.171
A10003,     0.000,   109.086,    16.860,     2.824
F24015,     0.000,   122.116,    25.330,     3.483
A24029,     0.000,    76.153,    15.903,     2.692
F24029,     0.000,    76.200,    15.858,     2.690
A42029,     0.000,    84.024,    25.541,     4.289
