landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    67.092,    14.002,     4.482
A24009,     0.000,    67.192,    18.118,     4.570
F24009,     0.000,    67.404,    18.103,     4.568
F24037,     0.000,    67.417,    14.030,     4.294
A24033,     0.000,    75.395,    19.888,     4.710
F24033,     0.000,    76.321,    19.387,     4.672
A24003,     0.000,    76.816,    21.234,     4.384
F24003,     0.000,    76.614,    21.239,     4.383
A24027,     0.000,    97.112,    31.338,     4.780
F24027,     0.000,    95.446,    32.055,     4.805
A24031,     0.000,    91.872,    23.968,     4.770
F24031,     0.000,    90.565,    25.345,     4.756
A51073,     0.000,   109.445,    20.733,     4.532
A51115,     0.000,    78.472,    17.894,     4.468
A51119,     0.000,    89.279,    18.054,     4.543
A51199,     0.000,    74.806,    23.577,     4.863
F51199,     0.000,    74.864,    23.574,     4.863
A51095,     0.000,    94.417,    20.578,     4.871
A51097,     0.000,    83.347,    24.366,     4.740
A51127,     0.000,    81.164,    20.217,     5.545
A51830,     0.000,    40.232,    39.241,     4.879
F51095,     0.000,    94.343,    20.579,     4.869
F51830,     0.000,    40.155,    39.280,     4.881
A51650,     0.000,    46.059,    28.008,     4.896
A51735,     0.000,    31.955,    46.463,     5.060
F51650,     0.000,    46.232,    28.055,     4.896
F51735,     0.000,    31.273,    46.547,     5.062
A51101,     0.000,    99.350,    21.561,     4.680
A51033,     0.000,    97.419,    20.893,     4.715
F51033,     0.000,    95.493,    19.609,     4.747
A51177,     0.000,    93.439,    18.864,     5.519
F51177,     0.000,    93.265,    18.857,     5.524
F51101,     0.000,   101.830,    20.708,     4.455
A51109,     0.000,    75.382,    16.375,     4.648
A51003,     0.000,   120.570,    26.582,     4.848
A51065,     0.000,    85.987,    21.195,     4.754
A51075,     0.000,    91.598,    19.066,     4.271
A51103,     0.000,   116.760,    21.356,     4.437
A51133,     0.000,   103.434,    21.241,     4.416
A51057,     0.000,   107.087,    38.147,     4.868
A51159,     0.000,    85.322,    18.110,     4.570
F51159,     0.000,    85.767,    17.652,     4.398
A51099,     0.000,   105.817,    26.009,     4.640
A51630,     0.000,    46.564,    29.299,     4.695
F51057,     0.000,   108.982,    36.080,     4.781
F51099,     0.000,   105.605,    26.005,     4.639
F51630,     0.000,    61.791,    42.553,     4.410
A51047,     0.000,    92.307,    24.690,     4.623
A51061,     0.000,   105.347,    22.061,     5.739
A51157,     0.000,   113.621,    26.569,     4.666
B51061,     0.000,   100.797,    29.377,     4.692
B51157,     0.000,   107.986,    26.402,     4.586
F51061,     0.000,   112.643,    23.705,     4.634
F51157,     0.000,   113.707,    26.545,     4.657
A51113,     0.000,   112.599,    26.892,     4.749
B51113,     0.000,   105.775,    27.246,     4.648
F51113,     0.000,   111.703,    26.666,     4.692
A51079,     0.000,   100.456,    23.702,     4.851
B51079,     0.000,    96.432,    25.011,     4.554
F51079,     0.000,   100.451,    24.556,     4.577
A51137,     0.000,   108.932,    21.088,     4.775
F51137,     0.000,   111.331,    20.344,     4.698
A24005,     0.000,    88.106,    35.858,     4.939
A24510,     0.000,    70.791,    49.372,     4.906
F24005,     0.000,    88.204,    36.193,     4.956
F24510,     0.000,    71.104,    49.380,     4.907
A24013,     0.000,   110.891,    72.308,     5.979
F24013,     0.000,   115.266,    69.379,     5.831
A24025,     0.000,    98.758,    41.591,     4.965
F24025,     0.000,    99.058,    39.651,     4.884
A10001,     0.000,   102.917,    70.367,     5.898
A10005,     0.000,    93.931,    76.796,     6.868
A24011,     0.000,    82.184,    38.917,     4.987
A24019,     0.000,    82.300,    36.328,     4.949
A24045,     0.000,    75.879,    24.885,     5.360
F24019,     0.000,    81.025,    36.418,     4.943
A24047,     0.000,   100.302,    33.062,     5.146
F24045,     0.000,    79.633,    23.506,     4.872
A24039,     0.000,    91.622,    28.833,     4.945
A51001,     0.000,    89.041,    31.722,     4.734
F24039,     0.000,    90.052,    29.064,     4.936
F51001,     0.000,    89.039,    31.732,     4.732
A51131,     0.000,    84.881,    46.551,     5.018
F51131,     0.000,    85.058,    46.554,     5.020
F10005,     0.000,    98.618,    75.532,     6.671
A24041,     0.000,    94.919,    33.968,     4.821
F24041,     0.000,    93.838,    34.070,     4.819
A24035,     0.000,    91.322,    48.270,     4.980
F24035,     0.000,    93.121,    46.875,     4.943
A24015,     0.000,   120.582,    37.010,     4.865
A10003,     0.000,   109.263,    30.783,     4.434
F24015,     0.000,   119.101,    33.922,     4.565
A24029,     0.000,    87.574,    25.574,     4.639
F24029,     0.000,    87.495,    25.573,     4.639
A42029,     0.000,   101.091,    22.375,     4.712
A51041,     0.000,    66.834,    22.222,     5.567
A51145,     0.000,    74.084,    17.803,     4.641
A51570,     0.000,    46.534,    16.974,     4.882
A51149,     0.000,    44.114,    47.688,     5.466
A51670,     0.000,    41.239,    39.274,     4.991
F51149,     0.000,    49.287,    49.729,     4.944
F51670,     0.000,    41.089,    39.231,     4.993
A51007,     0.000,    68.524,    13.520,     4.582
A51135,     0.000,    66.837,    14.761,     4.503
A51147,     0.000,    64.184,    14.076,     4.566
A51011,     0.000,    73.539,    18.019,     4.449
A51029,     0.000,    71.533,    19.265,     4.424
A51049,     0.000,    77.653,    16.099,     4.633
F51011,     0.000,    73.132,    16.954,     4.544
F51147,     0.000,    62.878,    15.131,     4.281
F51145,     0.000,    74.252,    17.714,     4.461
A51053,     0.000,    52.714,    28.170,     4.601
A51730,     0.000,    32.281,    23.609,     5.385
F51053,     0.000,    53.781,    30.939,     4.296
F51730,     0.000,    41.289,    37.227,     4.919
A51036,     0.000,    81.391,    21.769,     5.641
