landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    47.236,    59.749,    27.126
A24009,     0.000,    44.643,    66.186,    27.150
F24009,     0.000,    44.622,    66.178,    27.149
F24037,     0.000,    52.081,    61.128,    27.130
A24033,     0.000,    43.096,    64.330,    27.136
F24033,     0.000,    46.478,    65.876,    27.142
A24003,     0.000,    52.823,    68.078,    27.173
F24003,     0.000,    52.811,    68.030,    27.173
A24027,     0.000,    57.564,    77.395,    27.168
F24027,     0.000,    54.226,    76.831,    27.166
A24031,     0.000,    51.024,    74.863,    27.168
F24031,     0.000,    48.519,    75.125,    27.177
A51073,     0.000,    70.750,    75.649,    27.151
A51115,     0.000,    58.415,    67.596,    27.139
A51119,     0.000,    58.791,    71.238,    27.152
A51199,     0.000,    42.405,    63.693,    27.127
F51199,     0.000,    42.412,    63.691,    27.127
A51095,     0.000,    44.753,    72.226,    27.123
A51097,     0.000,    45.040,    68.941,    27.137
A51127,     0.000,    38.085,    52.306,    27.561
A51830,     0.000,    43.945,    69.931,    27.185
F51095,     0.000,    44.712,    72.214,    27.123
F51830,     0.000,    43.977,    69.932,    27.185
A51650,     0.000,    52.024,    60.364,    27.175
A51735,     0.000,    36.645,    75.621,    27.263
F51650,     0.000,    52.065,    60.407,    27.175
F51735,     0.000,    36.663,    75.648,    27.263
A51101,     0.000,    54.922,    73.710,    27.140
A51033,     0.000,    52.073,    68.850,    27.134
F51033,     0.000,    47.978,    61.481,    27.119
A51177,     0.000,    55.121,    47.520,    26.969
F51177,     0.000,    54.995,    47.082,    26.968
F51101,     0.000,    68.856,    72.497,    27.148
A51109,     0.000,    50.882,    47.276,    27.115
A51003,     0.000,    67.017,    68.699,    27.131
A51065,     0.000,    53.954,    57.643,    27.123
A51075,     0.000,    62.580,    59.673,    27.126
A51103,     0.000,    81.142,    74.345,    27.145
A51133,     0.000,    69.348,    72.038,    27.145
A51057,     0.000,    58.042,    78.735,    27.147
A51159,     0.000,    53.975,    70.431,    27.138
F51159,     0.000,    60.835,    68.004,    27.143
A51099,     0.000,    66.733,    78.599,    27.154
A51630,     0.000,    52.957,    61.202,    27.125
F51057,     0.000,    71.864,    77.784,    27.156
F51099,     0.000,    66.587,    78.494,    27.155
F51630,     0.000,    66.635,    71.330,    27.136
A51047,     0.000,    63.013,    74.149,    27.140
A51061,     0.000,    61.118,    53.157,    27.041
A51157,     0.000,    73.152,    90.118,    27.149
B51061,     0.000,    66.421,    84.927,    27.156
B51157,     0.000,    74.696,    88.921,    27.151
F51061,     0.000,    74.619,    76.859,    27.134
F51157,     0.000,    73.376,    90.263,    27.148
A51113,     0.000,    68.794,    86.612,    27.146
B51113,     0.000,    72.431,    88.563,    27.151
F51113,     0.000,    71.464,    89.430,    27.148
A51079,     0.000,    64.408,    75.170,    27.079
B51079,     0.000,    68.789,    80.274,    27.148
F51079,     0.000,    68.758,    81.488,    27.151
A51137,     0.000,    64.572,    61.304,    27.121
F51137,     0.000,    69.366,    65.240,    27.127
A24005,     0.000,    48.205,    71.402,    27.169
A24510,     0.000,    70.539,    77.736,    27.177
F24005,     0.000,    49.746,    71.549,    27.175
F24510,     0.000,    70.611,    77.738,    27.178
A24013,     0.000,    61.314,    69.526,    27.161
F24013,     0.000,    71.542,    69.613,    27.174
A24025,     0.000,    58.964,    74.565,    27.171
F24025,     0.000,    68.583,    74.170,    27.179
A10001,     0.000,    55.760,    69.233,    27.148
A10005,     0.000,    42.185,    62.792,    27.178
A24011,     0.000,    48.359,    64.581,    27.140
A24019,     0.000,    49.896,    59.979,    27.098
A24045,     0.000,    39.747,    52.532,    27.277
F24019,     0.000,    50.122,    60.192,    27.092
A24047,     0.000,    53.513,    71.687,    27.226
F24045,     0.000,    45.351,    62.072,    27.098
A24039,     0.000,    55.761,    57.332,    27.088
A51001,     0.000,    66.914,    69.099,    27.111
F24039,     0.000,    56.029,    58.061,    27.090
F51001,     0.000,    66.952,    69.124,    27.110
A51131,     0.000,    57.878,    67.966,    27.121
F51131,     0.000,    57.815,    67.937,    27.121
F10005,     0.000,    44.234,    64.802,    27.186
A24041,     0.000,    59.202,    66.210,    27.124
F24041,     0.000,    59.288,    66.507,    27.125
A24035,     0.000,    52.930,    66.469,    27.142
F24035,     0.000,    61.306,    66.499,    27.145
A24015,     0.000,    62.394,    86.710,    27.164
A10003,     0.000,    88.215,    75.844,    27.164
F24015,     0.000,    83.202,    86.599,    27.180
A24029,     0.000,    60.749,    69.529,    27.147
F24029,     0.000,    60.746,    69.522,    27.147
A42029,     0.000,    62.567,    77.661,    27.174
A51041,     0.000,    37.237,    42.447,    27.333
A51145,     0.000,    53.970,    51.216,    27.121
A51570,     0.000,    50.225,    49.970,    27.070
A51149,     0.000,    34.638,    58.905,    27.277
A51670,     0.000,    43.818,    69.245,    27.102
F51149,     0.000,    43.924,    78.840,    27.128
F51670,     0.000,    43.748,    69.213,    27.102
A51007,     0.000,    47.963,    50.250,    27.113
A51135,     0.000,    49.050,    57.225,    27.123
A51147,     0.000,    47.321,    52.202,    27.121
A51011,     0.000,    56.982,    62.854,    27.126
A51029,     0.000,    57.196,    61.157,    27.124
A51049,     0.000,    51.578,    52.218,    27.119
F51011,     0.000,    54.934,    57.181,    27.122
F51147,     0.000,    50.338,    60.193,    27.131
F51145,     0.000,    58.013,    57.966,    27.128
A51053,     0.000,    50.268,    56.578,    27.120
A51730,     0.000,    37.219,    55.876,    27.266
F51053,     0.000,    53.733,    66.153,    27.132
F51730,     0.000,    45.420,    68.217,    27.105
A51036,     0.000,    38.491,    52.591,    27.605
A51087,     0.000,    40.894,    53.782,    27.347
A51760,     0.000,    42.521,    53.015,    27.301
F51041,     0.000,    47.959,    51.378,    27.111
F51087,     0.000,    40.897,    53.788,    27.347
F51760,     0.000,    52.838,    64.494,    27.071
A51181,     0.000,    31.464,    58.755,    27.392
F51181,     0.000,    39.434,    75.009,    27.138
A51550,     0.000,    49.571,    61.752,    27.117
A51710,     0.000,    55.091,    57.166,    27.109
A51810,     0.000,    47.034,    63.505,    27.110
F51710,     0.000,    55.163,    57.213,    27.109
A51740,     0.000,    53.893,    61.131,    27.139
F51550,     0.000,    49.516,    61.708,    27.117
F51740,     0.000,    53.895,    61.130,    27.139
A51800,     0.000,    40.817,    45.980,    27.596
A51093,     0.000,    28.182,    56.152,    27.386
A51700,     0.000,    46.314,    68.290,    27.154
F51700,     0.000,    46.317,    68.300,    27.154
F51810,     0.000,    46.926,    63.474,    27.110
F51800,     0.000,    46.297,    56.955,    27.093
A51085,     0.000,    54.162,    65.450,    27.133
F51085,     0.000,    40.242,    51.758,    27.406
B51003,     0.000,    65.653,    71.420,    27.132
F51003,     0.000,    66.305,    58.361,    27.079
A51125,     0.000,    56.934,    73.186,    27.149
B51125,     0.000,    56.842,    84.343,    27.160
F51125,     0.000,    58.511,    80.205,    27.154
A51009,     0.000,    51.812,    60.557,    27.145
B51009,     0.000,    60.770,    82.997,    27.172
F51009,     0.000,    58.393,    79.803,    27.172
A51540,     0.000,    58.109,    52.901,    27.056
F51540,     0.000,    64.911,    67.498,    27.125
A51031,     0.000,    47.246,    58.094,    27.125
A51023,     0.000,    84.459,    87.315,    27.176
A51163,     0.000,    51.976,    65.448,    27.157
F51023,     0.000,    79.521,    87.185,    27.142
F51163,     0.000,    58.143,    66.547,    27.153
A51161,     0.000,    72.747,    83.863,    27.170
F51161,     0.000,    82.274,    80.687,    27.101
A51015,     0.000,    41.871,    62.499,    27.162
B51015,     0.000,    51.295,    76.212,    27.199
