TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,1.438500,1,0.03,0.3,0,73.17050,22.77700,5,0.5,2,0,2037.056,0.014000,5,1,8,0,1474.885,0.001000,6,0.5,1,0,1051.308,0,0,0,0,na,na
A10003,1.994000,1,0.03,0.3,0,80.21700,24.04750,5,0.5,2,0,2058.887,0.013000,5,1,8,0,1443.221,0.001000,6,0.5,1,0,1057.229,0,0,0,0,na,na
A10005,1.376000,1,0.03,0.3,0,65.77800,22.27850,5,0.5,2,0,2021.933,0.100750,5,1,8,0,1456.723,0.005000,6,0.5,1,0,1059.408,0,0,0,0,na,na
A11001,2.041500,1,0.03,0.3,0,69.11549,24.39400,5,0.5,2,0,2149.438,0.016000,5,1,8,0,1477.931,0.001000,6,0.5,1,0,1048.563,0,0,0,0,na,na
A24001,2.699500,1,0.03,0.3,0,79.88150,30.31800,5,0.5,2,0,1998.437,0.021000,5,1,8,0,1460.805,0.001000,6,0.5,1,0,1054.454,0,0,0,0,na,na
A24003,1.997500,1,0.03,0.3,0,79.08000,22.83900,5,0.5,2,0,2078.962,0.012000,5,1,8,0,1440.304,0.001000,6,0.5,1,0,1061.663,0,0,0,0,na,na
A24005,1.649000,1,0.03,0.3,0,75.84350,28.08300,5,0.5,2,0,2049.393,0.161500,5,1,8,0,1476.765,0.007000,6,0.5,1,0,1053.875,0,0,0,0,na,na
A24009,2.282000,1,0.03,0.3,0,73.28700,21.79950,5,0.5,2,0,2028.020,0.011000,5,1,8,0,1468.498,0.001000,6,0.5,1,0,1054.165,0,0,0,0,na,na
A24011,2.115500,1,0.03,0.3,0,75.77100,22.27200,5,0.5,2,0,2038.466,0.010000,5,1,8,0,1442.762,0.001000,6,0.5,1,0,1057.592,0,0,0,0,na,na
A24013,2.463000,1,0.03,0.3,0,76.24950,30.65100,5,0.5,2,0,2054.173,0.086000,5,1,8,0,1470.979,0.003500,6,0.5,1,0,1053.448,0,0,0,0,na,na
A24015,2.338500,1,0.03,0.3,0,79.09400,28.58300,5,0.5,2,0,2084.310,0.090500,5,1,8,0,1471.221,0.002500,6,0.5,1,0,1052.863,0,0,0,0,na,na
A24017,1.784000,1,0.03,0.3,0,73.44850,20.68750,5,0.5,2,0,2012.680,0.009000,5,1,8,0,1466.918,0.,6,0.5,1,0,1047.667,0,0,0,0,na,na
A24019,1.422000,1,0.03,0.3,0,65.49800,19.61550,5,0.5,2,0,1994.438,0.008000,5,1,8,0,1454.757,0.,6,0.5,1,0,1048.879,0,0,0,0,na,na
A24021,2.393000,1,0.03,0.3,0,74.86500,26.17950,5,0.5,2,0,2065.412,0.053000,5,1,8,0,1477.645,0.001500,6,0.5,1,0,1048.004,0,0,0,0,na,na
A24023,3.355000,1,0.03,0.3,0,81.41050,34.30950,5,0.5,2,0,1882.942,0.170500,5,1,8,0,1451.684,0.007500,6,0.5,1,0,1052.768,0,0,0,0,na,na
A24025,2.160000,1,0.03,0.3,0,78.80200,27.74000,5,0.5,2,0,2049.740,0.137000,5,1,8,0,1472.222,0.004500,6,0.5,1,0,1053.494,0,0,0,0,na,na
A24027,2.104500,1,0.03,0.3,0,75.47701,28.33850,5,0.5,2,0,2076.375,0.126000,5,1,8,0,1472.707,0.006000,6,0.5,1,0,1054.357,0,0,0,0,na,na
A24029,2.171500,1,0.03,0.3,0,83.07950,23.10250,5,0.5,2,0,2055.948,0.013000,5,1,8,0,1456.984,0.001000,6,0.5,1,0,1049.746,0,0,0,0,na,na
A24031,2.270000,1,0.03,0.3,0,78.98650,28.42600,5,0.5,2,0,2072.292,0.096000,5,1,8,0,1475.651,0.004000,6,0.5,1,0,1053.835,0,0,0,0,na,na
A24033,1.970000,1,0.03,0.3,0,71.54350,23.92350,5,0.5,2,0,2082.853,0.014000,5,1,8,0,1473.186,0.001000,6,0.5,1,0,1051.297,0,0,0,0,na,na
A24035,1.759500,1,0.03,0.3,0,81.54350,22.64300,5,0.5,2,0,2042.366,0.012000,5,1,8,0,1471.792,0.001000,6,0.5,1,0,1048.713,0,0,0,0,na,na
A24037,1.376000,1,0.03,0.3,0,70.41000,20.51350,5,0.5,2,0,2046.289,0.007000,5,1,8,0,1474.104,0.,6,0.5,1,0,1045.178,0,0,0,0,na,na
A24039,1.607000,1,0.03,0.3,0,71.05100,19.81750,5,0.5,2,0,2022.240,0.009000,5,1,8,0,1452.545,0.001000,6,0.5,1,0,1045.849,0,0,0,0,na,na
A24041,1.909500,1,0.03,0.3,0,77.41950,21.12950,5,0.5,2,0,2000.019,0.010000,5,1,8,0,1455.919,0.001000,6,0.5,1,0,1048.428,0,0,0,0,na,na
A24043,1.415500,1,0.03,0.3,0,69.63900,29.20500,5,0.5,2,0,1948.122,0.296000,5,1,8,0,1486.986,0.006000,6,0.5,1,0,1050.594,0,0,0,0,na,na
A24045,1.878000,1,0.03,0.3,0,73.51950,21.23450,5,0.5,2,0,2025.120,0.014500,5,1,8,0,1459.058,0.001000,6,0.5,1,0,1052.324,0,0,0,0,na,na
A24047,1.845000,1,0.03,0.3,0,74.99400,21.01900,5,0.5,2,0,1984.243,0.010500,5,1,8,0,1460.977,0.,6,0.5,1,0,1050.870,0,0,0,0,na,na
A24510,2.101500,1,0.03,0.3,0,76.19500,26.95650,5,0.5,2,0,2137.350,0.065500,5,1,8,0,1463.929,0.004000,6,0.5,1,0,1052.656,0,0,0,0,na,na
A36003,3.866500,1,0.03,0.3,0,66.28200,40.99750,5,0.5,2,0,1895.898,0.016500,5,1,8,0,1464.454,0.001000,6,0.5,1,0,1049.386,0,0,0,0,na,na
A36007,2.722500,1,0.03,0.3,0,75.06351,35.95800,5,0.5,2,0,1888.073,0.083000,5,1,8,0,1462.766,0.003000,6,0.5,1,0,1054.021,0,0,0,0,na,na
A36015,2.059500,1,0.03,0.3,0,66.12700,37.26550,5,0.5,2,0,1911.980,0.014500,5,1,8,0,1462.212,0.001000,6,0.5,1,0,1052.413,0,0,0,0,na,na
