landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    54.860,     8.709,     3.892
A24009,     0.000,    53.908,     8.056,     5.914
F24009,     0.000,    53.616,     8.323,     5.960
F24037,     0.000,    56.668,     6.254,     3.267
A24033,     0.000,    53.539,     9.792,     6.277
F24033,     0.000,    57.078,     7.175,     5.649
A24003,     0.000,    66.478,     5.256,     6.177
F24003,     0.000,    66.422,     5.232,     6.179
A24027,     0.000,    65.196,    16.420,     7.489
F24027,     0.000,    64.000,    18.030,     7.826
A24031,     0.000,    55.398,    16.845,     7.740
F24031,     0.000,    49.314,    21.159,     9.403
A51073,     0.000,    58.350,     8.082,     3.865
A51115,     0.000,    41.575,    10.633,     4.176
A51119,     0.000,    71.537,     8.314,     3.989
A51199,     0.000,    31.646,    12.504,     5.348
F51199,     0.000,    31.630,    12.520,     5.351
A51095,     0.000,    70.779,     6.195,     4.136
A51097,     0.000,    61.752,    15.604,     5.368
A51127,     0.000,    61.640,     9.685,     5.331
A51830,     0.000,    28.486,    24.501,     6.774
F51095,     0.000,    70.781,     6.184,     4.134
F51830,     0.000,    28.434,    24.585,     6.778
A51650,     0.000,    36.807,    15.115,     4.577
A51735,     0.000,    18.724,    32.213,     9.936
F51650,     0.000,    36.968,    15.042,     4.569
F51735,     0.000,    18.206,    32.707,    10.010
A51101,     0.000,    69.659,    13.527,     4.754
A51033,     0.000,    61.769,    14.155,     4.635
F51033,     0.000,    61.821,    12.261,     4.713
A51177,     0.000,    65.303,     8.786,     5.338
F51177,     0.000,    65.283,     8.735,     5.365
F51101,     0.000,    76.332,     7.955,     4.068
A51109,     0.000,    74.020,     6.487,     5.004
A51003,     0.000,    55.004,    24.882,     7.424
A51065,     0.000,    53.958,    13.442,     5.448
A51075,     0.000,    66.059,    12.178,     4.724
A51103,     0.000,    62.540,    11.784,     4.634
A51133,     0.000,    77.765,     8.469,     3.909
A51057,     0.000,    69.430,    14.349,     4.864
A51159,     0.000,    62.619,    16.258,     5.212
F51159,     0.000,    67.075,    10.865,     4.632
A51099,     0.000,    69.371,    10.066,     4.685
A51630,     0.000,    29.447,    25.800,     6.002
F51057,     0.000,    75.368,     9.153,     4.209
F51099,     0.000,    69.623,     9.872,     4.643
F51630,     0.000,    50.799,    21.177,     5.331
A51047,     0.000,    73.671,    14.746,     4.775
A51061,     0.000,    75.372,    10.889,     5.619
A51157,     0.000,    79.457,    13.002,     4.208
B51061,     0.000,    74.142,    16.198,     5.104
