TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,17.22602,1.5,20.00000,1.451292,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,1.838464,1.5,20.00000,13.59831,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,1.379064,1.5,20.00000,18.12824,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,12.46634,1.5,20.00000,2.005401,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,1.815532,1.5,20.00000,13.77007,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,8.809103,1.5,20.00000,2.837974,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,42.59417,1.5,20.00000,0.586935,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,25.20168,1.5,20.00000,0.991998,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.770251,1.5,20.00000,32.45696,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,20.94927,1.5,20.00000,1.193360,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,14.89287,1.5,20.00000,1.678656,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,5.767437,1.5,20.00000,4.334679,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.574344,1.5,20.00000,43.52785,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,15.61845,1.5,20.00000,1.600671,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,1.234677,1.5,20.00000,20.24821,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
