landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    43.912,    12.648,     5.361
A24009,     0.000,    41.803,    11.227,     8.705
F24009,     0.000,    40.858,    11.920,     8.819
F24037,     0.000,    49.440,     7.914,     4.586
A24033,     0.000,    34.619,    17.329,     9.788
F24033,     0.000,    41.683,    12.607,     8.762
A24003,     0.000,    55.908,     7.495,     8.792
F24003,     0.000,    55.937,     7.404,     8.773
A24027,     0.000,    49.020,    24.056,    10.718
F24027,     0.000,    47.064,    26.216,    11.109
A24031,     0.000,    40.350,    23.063,    10.955
F24031,     0.000,    28.499,    30.277,    13.265
A51073,     0.000,    48.691,     9.888,     4.918
A51115,     0.000,    30.886,    13.261,     5.001
A51119,     0.000,    62.882,     9.125,     5.303
A51199,     0.000,    22.524,    15.618,     6.564
F51199,     0.000,    22.478,    15.660,     6.570
A51095,     0.000,    62.881,     7.606,     5.660
A51097,     0.000,    38.336,    26.046,     8.386
A51127,     0.000,    50.342,    14.640,     7.148
A51830,     0.000,    23.577,    26.264,     8.383
F51095,     0.000,    62.918,     7.568,     5.655
F51830,     0.000,    23.445,    26.428,     8.400
A51650,     0.000,    32.126,    18.094,     5.620
A51735,     0.000,    13.739,    32.436,    12.577
F51650,     0.000,    32.361,    17.952,     5.613
F51735,     0.000,    12.961,    33.186,    12.706
A51101,     0.000,    51.314,    20.765,     7.130
A51033,     0.000,    46.944,    20.393,     6.219
F51033,     0.000,    51.092,    17.365,     6.116
A51177,     0.000,    54.643,    13.350,     6.645
F51177,     0.000,    54.737,    13.229,     6.646
F51101,     0.000,    66.174,    10.071,     5.700
A51109,     0.000,    64.568,    10.170,     6.090
A51003,     0.000,    36.425,    34.313,     8.888
A51065,     0.000,    34.215,    23.594,     7.397
A51075,     0.000,    54.188,    18.090,     5.593
A51103,     0.000,    55.858,    12.814,     5.304
A51133,     0.000,    70.516,     9.485,     5.090
A51057,     0.000,    49.636,    21.379,     7.306
A51159,     0.000,    48.309,    21.532,     6.608
F51159,     0.000,    59.540,    12.515,     5.516
A51099,     0.000,    54.497,    14.291,     6.499
A51630,     0.000,    15.205,    36.238,     8.843
F51057,     0.000,    64.748,    11.350,     5.874
F51099,     0.000,    55.129,    13.849,     6.417
F51630,     0.000,    43.309,    23.550,     6.249
A51047,     0.000,    55.366,    22.742,     7.042
A51061,     0.000,    64.395,    15.233,     6.761
A51157,     0.000,    66.743,    17.705,     5.669
B51061,     0.000,    59.515,    22.545,     6.997
B51157,     0.000,    71.060,    13.595,     5.086
F51061,     0.000,    65.618,    17.371,     6.032
F51157,     0.000,    68.061,    16.026,     5.450
A51113,     0.000,    59.223,    29.586,     7.698
B51113,     0.000,    72.392,    19.462,     5.825
F51113,     0.000,    66.387,    24.270,     6.646
A51079,     0.000,    66.426,    25.312,     8.628
B51079,     0.000,    77.495,    16.533,     6.682
F51079,     0.000,    69.594,    23.319,     7.971
A51137,     0.000,    66.731,    23.406,     7.260
F51137,     0.000,    67.170,    23.341,     6.817
A24005,     0.000,    36.513,    29.915,    12.224
A24510,     0.000,    24.255,    38.286,    11.032
F24005,     0.000,    34.846,    30.864,    12.559
F24510,     0.000,    24.807,    37.740,    10.930
A24013,     0.000,    46.878,    21.919,    10.096
F24013,     0.000,    53.729,    11.208,     8.205
A24025,     0.000,    43.184,    29.406,    11.126
F24025,     0.000,    47.764,    21.632,     9.652
A10001,     0.000,    38.366,    22.373,    10.998
A10005,     0.000,    45.355,    31.333,    26.174
A24011,     0.000,    74.701,    10.041,     9.428
A24019,     0.000,    60.737,    11.314,     6.216
A24045,     0.000,   175.744,     4.950,    17.669
F24019,     0.000,    61.317,    10.748,     6.116
A24047,     0.000,    84.293,    20.276,    12.537
F24045,     0.000,   194.619,     0.000,    10.036
A24039,     0.000,   160.460,     5.298,    10.663
A51001,     0.000,    50.215,    10.159,     6.226
F24039,     0.000,   162.064,     4.578,    10.135
F51001,     0.000,    50.225,    10.149,     6.225
A51131,     0.000,    33.184,    10.745,     5.911
F51131,     0.000,    33.153,    10.838,     5.920
F10005,     0.000,    60.139,    24.423,    19.605
A24041,     0.000,    56.644,    14.146,     5.845
F24041,     0.000,    57.053,    13.639,     5.751
A24035,     0.000,    56.707,    19.411,     7.463
F24035,     0.000,    64.900,    12.175,     6.215
A24015,     0.000,    56.778,    20.281,     9.947
A10003,     0.000,    61.979,     7.215,     7.087
F24015,     0.000,    62.666,    10.648,     8.266
A24029,     0.000,    69.328,    10.096,     6.686
F24029,     0.000,    69.350,    10.056,     6.683
A42029,     0.000,    67.251,    28.542,    10.799
A51041,     0.000,    40.443,    21.285,     7.847
A51145,     0.000,    55.851,    21.372,     7.258
A51570,     0.000,    27.005,    15.279,     4.894
A51149,     0.000,    37.219,    20.813,     9.069
A51670,     0.000,    14.789,    37.913,    10.467
F51149,     0.000,    50.729,    11.485,     6.176
F51670,     0.000,    14.439,    38.244,    10.515
A51007,     0.000,    63.093,    20.176,     6.220
A51135,     0.000,    62.403,    20.944,     7.051
A51147,     0.000,    55.327,    18.399,     6.307
A51011,     0.000,    48.805,    17.432,     5.657
A51029,     0.000,    63.727,    14.040,     6.098
A51049,     0.000,    76.462,    19.759,     7.012
F51011,     0.000,    49.437,    16.983,     5.265
F51147,     0.000,    62.214,     8.029,     5.271
F51145,     0.000,    60.474,    14.034,     5.727
A51053,     0.000,    36.928,    16.669,     4.967
A51730,     0.000,     4.185,    28.015,     8.769
F51053,     0.000,    46.412,     9.001,     4.025
F51730,     0.000,    22.997,    27.972,     8.256
A51036,     0.000,    69.012,    14.892,     6.906
A51087,     0.000,    48.011,    16.848,     7.327
A51760,     0.000,    14.080,    22.233,     8.466
F51041,     0.000,    52.803,    12.016,     4.913
F51087,     0.000,    48.008,    16.850,     7.326
F51760,     0.000,    33.587,    20.341,     7.528
A51181,     0.000,    34.633,    17.112,     8.903
F51181,     0.000,    46.772,     8.192,     6.104
A51550,     0.000,    51.505,    16.048,     4.170
A51710,     0.000,    34.683,    17.268,     5.403
A51810,     0.000,    58.034,    15.424,     4.989
F51710,     0.000,    35.160,    16.973,     5.374
A51740,     0.000,    34.345,    20.155,     6.512
F51550,     0.000,    51.398,    16.137,     4.183
F51740,     0.000,    34.357,    20.147,     6.511
A51800,     0.000,    43.682,     9.451,     6.473
A51093,     0.000,     5.395,    39.684,    14.075
A51700,     0.000,    25.525,    26.231,     7.792
F51700,     0.000,    25.589,    26.177,     7.787
F51810,     0.000,    57.938,    15.512,     5.002
F51800,     0.000,    51.252,     4.526,     4.788
A51085,     0.000,    53.731,    19.412,     6.103
F51085,     0.000,    54.099,    18.685,     7.289
B51003,     0.000,    42.843,    30.363,     8.200
F51003,     0.000,    36.825,    33.680,     9.752
A51125,     0.000,    45.179,    18.097,     7.203
B51125,     0.000,    53.515,    12.773,     5.783
F51125,     0.000,    46.576,    17.318,     6.893
A51009,     0.000,    39.020,    36.702,    11.208
B51009,     0.000,    47.031,    27.178,     8.529
F51009,     0.000,    40.528,    34.022,    10.254
A51540,     0.000,    27.601,    25.189,     7.095
F51540,     0.000,    46.722,    20.248,     5.180
A51031,     0.000,    42.461,    18.206,     5.909
A51023,     0.000,    84.281,    22.182,    12.520
A51163,     0.000,    60.534,    30.681,    13.685
F51023,     0.000,    83.512,    22.169,    12.674
F51163,     0.000,    65.401,    26.046,    12.600
A51161,     0.000,    74.869,    26.096,    12.605
F51161,     0.000,    86.040,    16.970,    10.015
A51015,     0.000,    54.582,    41.874,    21.223
B51015,     0.000,    78.183,    24.851,    13.672
B51163,     0.000,    60.716,    31.346,    13.601
F51015,     0.000,    88.787,    18.404,    12.212
C51015,     0.000,    87.989,    20.092,    11.878
A51045,     0.000,    64.632,    19.449,    13.848
A51071,     0.332,    51.994,    31.930,    14.563
F51045,     0.000,    64.595,    19.581,    13.894
F51071,     0.308,    52.089,    32.017,    14.587
B51017,     0.000,    55.899,    24.736,    13.899
F51017,     0.000,    63.043,    19.382,    10.686
A51678,     0.000,     2.266,    33.565,    11.867
A51017,     0.000,    52.660,    30.106,    14.606
A51091,     0.000,    59.024,    32.915,    14.270
B51091,     0.000,    56.991,    43.593,    17.190
A51530,     0.000,    28.632,    43.895,    13.085
F51530,     0.000,    28.743,    44.002,    13.024
A51121,     0.000,    65.183,    33.656,    17.920
F51121,     0.000,    74.725,    25.080,    15.615
A51005,     0.307,    46.719,    43.975,    15.370
A54063,     0.000,    77.759,     8.690,    10.056
F51005,     0.264,    46.272,    44.743,    15.493
F54063,     0.000,    73.439,    10.601,    10.721
F51091,     0.000,    70.664,    12.423,    10.465
A51580,     0.000,    34.906,    35.049,    12.553
F51580,     0.000,    43.829,    24.722,    10.611
B51023,     0.000,    79.680,    25.124,    13.016
A51019,     0.000,    49.462,    34.888,     8.271
B51019,     0.000,    48.281,    35.369,     8.662
F51019,     0.000,    50.070,    33.928,     8.016
A51680,     0.000,    28.150,    36.100,     7.628
A11001,     0.000,     4.122,    47.198,    10.936
F11001,     0.000,     0.000,    61.279,    14.118
A51059,     0.000,    72.108,    24.300,    10.209
A51510,     0.000,     0.000,    49.865,     8.667
A51610,     0.000,     0.000,    61.631,    13.172
F51510,     0.000,    27.861,    37.571,     7.101
A51600,     0.000,    37.852,    30.287,     9.460
F51059,     0.000,    81.107,     9.086,     7.952
A51153,     0.000,    65.965,    11.487,     5.618
F51153,     0.000,    65.811,    11.670,     5.651
A24017,     0.000,    41.239,    10.909,     6.194
F24017,     0.000,    44.989,     7.377,     4.793
A51179,     0.000,    52.420,    13.776,     5.110
F51179,     0.000,    52.512,    13.731,     5.097
A51193,     0.000,    47.762,    21.685,     6.813
F51193,     0.000,    60.487,    12.419,     5.411
F51013,     0.000,    52.715,    19.013,     5.982
A51107,     0.000,    42.892,    18.313,     6.544
A51683,     0.000,    48.040,    19.519,     6.998
A51685,     0.000,    47.986,    20.951,     6.357
F51107,     0.000,    50.906,    10.775,     5.998
A51013,     0.000,    53.026,    17.767,     5.825
A24021,     0.000,    53.170,    24.102,     8.521
A42001,     0.000,    67.879,    16.996,     5.992
B42001,     0.000,    66.626,    13.177,     4.766
F42001,     0.000,    69.636,    16.382,     5.176
B24021,     0.000,    51.443,    25.006,     8.598
F24021,     0.000,    49.615,    27.325,     9.169
A51069,     0.000,    55.324,    16.593,    10.425
B51171,     0.000,    83.247,    13.975,    12.975
F51069,     0.000,    65.178,     7.250,     8.724
F51171,     0.000,    80.287,    16.276,    14.180
A24043,     0.000,    11.179,    53.000,    17.117
A42055,     0.000,    51.971,    35.549,    12.770
F24043,     0.000,    47.632,    26.124,    10.851
F42055,     0.000,    69.334,    22.557,     9.211
A51820,     0.000,    14.491,    45.395,    14.292
F51820,     0.000,    16.672,    43.771,    14.103
A51165,     0.000,    99.754,    36.187,    23.226
A54031,     0.000,   116.233,    12.381,    14.172
B51165,     0.000,   139.084,    15.053,    13.033
F51165,     0.000,   137.410,    17.611,    15.484
F54031,     0.000,   111.914,    13.921,    15.139
A51171,     0.000,    65.661,    27.836,    16.669
A51187,     0.000,    57.328,    22.668,    14.588
F51187,     0.000,    50.399,    26.984,    16.262
A51043,     0.000,    65.832,    26.035,    13.475
A51840,     0.000,     1.285,    36.866,    12.942
A51660,     0.000,     6.073,    57.373,    18.676
F51660,     0.000,    29.888,    41.335,    14.782
B42041,     0.000,    35.504,    40.919,    14.257
B42055,     0.000,    66.542,    22.291,     9.095
A54003,     0.000,    33.376,    25.336,    12.978
A54037,     0.000,    36.866,    33.001,    14.673
F54003,     0.000,    57.543,     9.084,     8.625
A51139,     0.000,    85.566,    27.097,    23.455
F51139,     0.000,    83.371,    28.264,    23.907
A51790,     0.000,     1.221,    33.973,    12.405
F51790,     0.000,    30.173,    36.060,     9.970
A42099,     0.000,    69.434,    14.412,     7.624
A54065,     0.000,    61.301,     8.056,     9.072
A42057,     0.000,    67.189,     7.896,     7.499
C51165,     0.000,   123.199,    22.910,    17.406
A54027,     0.000,    51.020,    18.553,    12.248
A24001,     0.000,    73.118,    13.075,     9.433
C42009,     0.000,    91.864,     9.342,     6.705
F24001,     0.000,    69.108,    12.919,     9.769
F54027,     0.000,    48.058,    20.422,    12.748
B51139,     0.000,   104.928,    15.128,    19.079
B51187,     0.000,    60.974,    19.107,    12.887
F51043,     0.000,    65.150,    25.138,    15.202
F54037,     0.000,    64.602,    14.362,    10.064
A42009,     0.000,    81.745,    13.487,     8.376
A54071,     0.000,    67.106,    28.594,    16.155
F54071,     0.000,    87.173,    15.900,    11.712
A54023,     0.000,    90.910,    11.886,     9.134
A54057,     0.000,    49.994,    21.837,    11.781
B54023,     0.000,    56.008,    34.091,    18.371
B54057,     0.000,    29.967,    34.514,    17.404
B54071,     0.000,    54.918,    36.909,    17.762
B54031,     0.000,   106.515,    14.319,    16.890
A42111,     0.000,    63.342,    12.585,     7.111
B24001,     0.000,    59.292,    18.268,    11.216
B42009,     0.000,    85.645,    10.131,     7.454
A24023,     0.000,    48.795,    18.627,     8.473
F54023,     0.000,    96.574,     8.133,     8.745
A54077,     0.000,    76.957,     2.257,     5.523
A54093,     0.000,    75.640,     2.203,     6.735
F24023,     0.000,    52.002,    14.150,     7.579
F54057,     0.000,    75.535,     2.506,     7.696
F54065,     0.000,    70.013,     0.000,     6.801
A42071,     0.000,    68.506,    43.678,    18.366
A42133,     0.000,    64.633,    25.110,     8.619
A42075,     0.000,    41.143,    53.620,    18.168
A42011,     0.000,    73.034,    17.003,     6.601
F42133,     0.000,    64.199,    22.154,     9.166
F42075,     0.000,    90.958,    17.479,     8.226
F42071,     0.000,   109.880,    17.461,    10.299
A42041,     0.000,    63.583,    21.935,     9.146
F42041,     0.000,    30.030,    44.761,    15.836
F42011,     0.000,    75.606,    12.097,     5.802
A42107,     0.000,    56.480,    19.614,     7.839
F42107,     0.000,    61.460,    16.099,     7.195
A42067,     0.000,    66.804,    20.567,    10.179
A42043,     0.000,    57.433,    24.530,     9.407
F42043,     0.000,    62.687,    19.576,     6.986
A42087,     0.000,    84.006,    15.405,     8.054
A42027,     0.000,    48.173,    35.932,    10.048
A42109,     0.000,    66.168,    15.936,     9.065
F42087,     0.000,    90.200,     9.318,     6.750
A42097,     0.000,    47.591,    31.401,    10.855
A42037,     0.000,    58.494,    17.531,     6.826
A42061,     0.000,    83.584,    12.098,     7.793
A42119,     0.000,    75.098,    17.149,     6.424
B42043,     0.000,    63.070,    21.641,     8.097
A42013,     0.000,    86.616,    21.508,     9.072
A42021,     0.000,    46.432,    10.975,     5.667
B42027,     0.000,    54.879,    28.392,     8.427
B42119,     0.000,    68.359,    24.091,     8.528
A42093,     0.000,    67.058,    16.611,     6.242
B42081,     0.000,    51.369,    21.619,    10.162
A42025,     0.000,    45.188,     0.322,    10.689
A42079,     0.000,    45.631,    18.069,    11.984
F42013,     0.000,    90.363,    18.900,     8.778
F42021,     0.000,    46.602,    10.714,     5.779
A42113,     0.000,    78.754,    10.112,    12.799
B42079,     0.000,    51.266,    10.764,     9.629
B42035,     0.000,    64.697,    24.930,     8.737
A42081,     0.000,    57.604,    14.336,     8.322
F42061,     0.000,    75.191,    17.772,     9.153
A42115,     0.000,    77.557,    13.544,    10.631
A42127,     0.000,    83.083,    10.721,     9.791
A42117,     0.000,    66.914,    14.929,     8.333
F42009,     0.000,    88.461,     6.428,     6.839
B42015,     0.000,    76.598,     9.298,     7.596
B42131,     0.000,    75.905,     5.542,     9.176
A42131,     0.000,    67.476,    12.201,    11.162
A42069,     0.000,    61.513,    16.113,    14.680
F42069,     0.000,    63.295,    14.252,    14.223
A42035,     0.000,    66.714,    22.634,     7.324
A42015,     0.000,    76.340,    10.453,     8.013
A42105,     0.000,    68.161,    15.300,     5.649
A42023,     0.000,   203.121,    18.687,     9.133
A36015,     0.000,    84.018,    16.307,     7.758
A36101,     0.000,    73.368,    18.487,     7.075
F42117,     0.000,    77.831,     8.321,     6.862
A36097,     0.000,    70.788,    20.064,     8.530
A36107,     0.000,    95.221,    20.694,     8.938
A36109,     0.000,    79.881,    15.628,     7.755
A42033,     0.000,    42.695,    18.586,     6.059
F42027,     0.000,    59.621,    25.947,     8.420
A36051,     0.000,    75.609,    30.881,     7.463
A36069,     0.000,    68.362,    27.217,     9.148
A36123,     0.000,    73.334,    21.535,     8.655
F36101,     0.000,    74.918,    17.362,     6.843
A36007,     0.000,    96.266,    28.606,    10.996
A42047,     0.000,    51.956,    10.601,     4.973
A36023,     0.000,    98.054,    33.268,    12.138
A42083,     0.000,    69.132,    11.873,     4.755
A42063,     0.000,    53.474,    15.978,     5.939
A42065,     0.000,    54.881,     7.853,     5.639
F42033,     0.000,    44.489,    16.721,     5.772
A36003,     0.000,    91.766,    14.827,     6.805
F36003,     0.000,    92.633,    15.127,     6.856
A36017,     0.000,   102.368,    25.583,    11.184
A36053,     0.000,    81.415,    31.890,    12.265
F42035,     0.000,    76.536,    10.841,     5.293
F42081,     0.000,    63.341,     8.436,     7.177
A36067,     0.000,    66.789,    30.987,    13.365
F36007,     0.000,    88.778,    35.161,    12.572
F42119,     0.000,    77.358,    15.065,     5.969
A36065,     0.000,    76.236,    22.908,    11.666
A36025,     0.000,   108.151,    27.150,    14.784
A36077,     0.000,    91.616,    21.829,    11.822
F36025,     0.000,   107.223,    27.720,    15.224
A36043,     0.000,    96.705,    18.691,    12.522
F36015,     0.000,    86.003,    14.288,     7.423
A36095,     0.000,    82.972,    23.515,    13.388
F42115,     0.000,    85.360,     4.306,     9.164
F42079,     0.000,    56.363,     6.195,     8.997
F42097,     0.000,    63.118,    20.630,     8.103
end
