TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,6.986000,1,0.03,0.3,0,50,59.30100,5,0.5,2,0,550,107.3990,5,1,8,0,300,8.356000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,4.412000,1,0.03,0.3,0,50,287.3690,5,0.5,2,0,550,12.50050,5,1,8,0,300,1.079000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,2.351500,1,0.03,0.3,0,50,104.0560,5,0.5,2,0,550,271.1085,5,1,8,0,300,27.82300,6,0.5,1,0,100,0,0,0,0,na,na
A11001,6.121000,1,0.03,0.3,0,50,96.67500,5,0.5,2,0,550,133.4475,5,1,8,0,300,12.62200,6,0.5,1,0,100,0,0,0,0,na,na
A24001,5.633000,1,0.03,0.3,0,50,588.4230,5,0.5,2,0,550,6.911000,5,1,8,0,300,0.582000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,2.008000,1,0.03,0.3,0,50,255.9635,5,0.5,2,0,550,33.88950,5,1,8,0,300,3.692500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,2.889000,1,0.03,0.3,0,50,178.9085,5,0.5,2,0,550,137.8145,5,1,8,0,300,14.77200,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.973000,1,0.03,0.3,0,50,79.99150,5,0.5,2,0,550,49.32300,5,1,8,0,300,3.868500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,1.387000,1,0.03,0.3,0,50,211.5095,5,0.5,2,0,550,10.41000,5,1,8,0,300,0.815000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,5.791000,1,0.03,0.3,0,50,408.4315,5,0.5,2,0,550,53.44400,5,1,8,0,300,4.595000,6,0.5,1,0,100,0,0,0,0,na,na
A24015,2.253000,1,0.03,0.3,0,50,368.7485,5,0.5,2,0,550,62.86150,5,1,8,0,300,5.825500,6,0.5,1,0,100,0,0,0,0,na,na
A24017,1.424500,1,0.03,0.3,0,50,202.2115,5,0.5,2,0,550,30.90700,5,1,8,0,300,2.562500,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.649500,1,0.03,0.3,0,50,360.0595,5,0.5,2,0,550,18.11950,5,1,8,0,300,1.344000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,2.648000,1,0.03,0.3,0,50,407.9485,5,0.5,2,0,550,46.03850,5,1,8,0,300,3.329500,6,0.5,1,0,100,0,0,0,0,na,na
A24023,6.319000,1,0.03,0.3,0,50,458.3180,5,0.5,2,0,550,77.22350,5,1,8,0,300,8.999500,6,0.5,1,0,100,0,0,0,0,na,na
A24025,4.013500,1,0.03,0.3,0,50,287.7300,5,0.5,2,0,550,121.5455,5,1,8,0,300,12.87250,6,0.5,1,0,100,0,0,0,0,na,na
A24027,3.136500,1,0.03,0.3,0,50,309.5145,5,0.5,2,0,550,95.12500,5,1,8,0,300,9.764500,6,0.5,1,0,100,0,0,0,0,na,na
A24029,2.617000,1,0.03,0.3,0,50,269.6940,5,0.5,2,0,550,12.96950,5,1,8,0,300,1.000500,6,0.5,1,0,100,0,0,0,0,na,na
A24031,2.709500,1,0.03,0.3,0,50,203.3250,5,0.5,2,0,550,108.8260,5,1,8,0,300,11.11800,6,0.5,1,0,100,0,0,0,0,na,na
A24033,1.323500,1,0.03,0.3,0,50,50.26900,5,0.5,2,0,550,90.89450,5,1,8,0,300,5.207500,6,0.5,1,0,100,0,0,0,0,na,na
