landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    55.248,    12.528,     1.317
A24009,     0.000,    55.291,    14.466,     1.423
F24009,     0.000,    55.341,    14.516,     1.414
F24037,     0.000,    55.786,    12.167,     1.474
A24033,     0.000,    58.825,    13.778,     1.108
F24033,     0.000,    59.330,    13.070,     1.208
A24003,     0.000,    66.012,    11.559,     1.391
F24003,     0.000,    65.968,    11.536,     1.395
A24027,     0.000,    69.769,    17.942,     1.411
F24027,     0.000,    69.675,    18.559,     1.403
A24031,     0.000,    59.766,    18.946,     1.580
F24031,     0.000,    59.124,    18.917,     1.679
A51073,     0.000,    59.994,    13.093,     1.584
A51115,     0.000,    47.480,    13.293,     1.898
A51119,     0.000,    69.476,    14.342,     1.627
A51199,     0.000,    35.594,    15.032,     2.248
F51199,     0.000,    35.602,    15.035,     2.247
A51095,     0.000,    67.094,    13.615,     1.011
A51097,     0.000,    66.464,    17.606,     1.020
A51127,     0.000,    58.714,    12.508,     1.741
A51830,     0.000,    34.449,    28.004,     3.679
F51095,     0.000,    67.074,    13.612,     1.010
F51830,     0.000,    34.409,    28.077,     3.683
A51650,     0.000,    43.813,    17.305,     2.390
A51735,     0.000,    23.099,    36.678,     5.498
F51650,     0.000,    43.876,    17.311,     2.397
F51735,     0.000,    22.668,    37.035,     5.581
A51101,     0.000,    70.870,    16.876,     1.035
A51033,     0.000,    60.021,    16.327,     1.182
F51033,     0.000,    59.075,    14.636,     1.336
A51177,     0.000,    63.464,     8.928,     2.548
F51177,     0.000,    63.396,     8.781,     2.592
F51101,     0.000,    74.605,    13.806,     1.501
A51109,     0.000,    72.362,     7.230,     2.117
A51003,     0.000,    67.417,    16.971,     1.530
A51065,     0.000,    58.691,    11.015,     1.417
A51075,     0.000,    69.798,    10.355,     1.210
A51103,     0.000,    65.745,    13.983,     1.984
A51133,     0.000,    74.956,    14.375,     1.847
A51057,     0.000,    69.215,    18.193,     1.118
A51159,     0.000,    67.717,    16.366,     1.198
F51159,     0.000,    70.140,    13.591,     1.775
A51099,     0.000,    71.080,    13.791,     1.596
A51630,     0.000,    39.892,    25.638,     2.951
F51057,     0.000,    71.945,    15.036,     1.546
F51099,     0.000,    71.019,    13.751,     1.601
F51630,     0.000,    58.604,    23.406,     3.556
A51047,     0.000,    74.373,    15.897,     1.058
A51061,     0.000,    73.782,    10.148,     2.166
A51157,     0.000,    76.614,    15.322,     1.098
B51061,     0.000,    71.757,    16.768,     1.375
B51157,     0.000,    75.723,    14.140,     1.254
F51061,     0.000,    77.479,    13.854,     1.096
F51157,     0.000,    76.821,    14.727,     1.059
A51113,     0.000,    80.845,    18.421,     1.099
B51113,     0.000,    79.136,    16.595,     1.217
F51113,     0.000,    81.309,    17.266,     1.029
A51079,     0.000,    87.127,    16.603,     0.931
B51079,     0.000,    85.439,    15.272,     0.920
F51079,     0.000,    87.437,    16.099,     0.899
A51137,     0.000,    81.958,    14.291,     1.536
F51137,     0.000,    83.368,    14.983,     1.175
A24005,     0.000,    65.336,    18.554,     1.335
A24510,     0.000,    44.994,    31.928,     4.492
F24005,     0.000,    64.947,    18.937,     1.391
F24510,     0.000,    45.078,    31.751,     4.468
A24013,     0.000,    66.654,    16.849,     1.315
F24013,     0.000,    64.305,    13.200,     1.616
A24025,     0.000,    69.440,    18.108,     1.247
F24025,     0.000,    68.469,    15.762,     1.313
A10001,     0.000,    65.694,    15.301,     1.341
A10005,     0.008,   107.613,    13.811,     1.173
A24011,     0.000,    85.135,    12.898,     1.778
A24019,     0.000,    66.925,    12.433,     2.049
A24045,     0.000,   205.265,     9.646,     0.000
F24019,     0.000,    66.869,    12.437,     2.068
A24047,     0.000,   119.738,     9.001,     1.160
F24045,     0.000,   205.977,     8.027,     0.000
A24039,     0.000,   180.983,     7.369,     0.313
A51001,     0.000,    61.087,     9.746,     2.265
F24039,     0.000,   181.616,     7.319,     0.334
F51001,     0.000,    61.085,     9.751,     2.265
A51131,     0.000,    43.627,    12.625,     1.864
F51131,     0.000,    43.681,    12.630,     1.853
F10005,     0.000,   106.622,    12.623,     1.023
A24041,     0.000,    66.058,    14.501,     1.418
F24041,     0.000,    65.976,    14.566,     1.415
A24035,     0.000,    71.064,    17.750,     1.114
F24035,     0.000,    71.441,    14.805,     1.476
A24015,     0.000,    73.870,    17.100,     1.189
A10003,     0.000,    68.569,    10.502,     1.711
F24015,     0.000,    71.797,    12.888,     1.649
A24029,     0.000,    77.539,    12.992,     1.049
F24029,     0.000,    77.521,    12.987,     1.049
A42029,     0.000,    83.023,    23.569,     1.470
A51041,     0.000,    55.436,     9.411,     3.395
A51145,     0.000,    71.335,    12.136,     2.485
A51570,     0.000,    41.865,    10.446,     1.729
A51149,     0.000,    57.139,    13.658,     1.527
A51670,     0.000,    32.376,    33.948,     3.929
F51149,     0.000,    59.987,    14.201,     1.084
F51670,     0.000,    32.298,    34.030,     3.935
A51007,     0.000,    80.675,    11.247,     1.629
A51135,     0.000,    79.860,    13.908,     1.071
A51147,     0.000,    70.674,    12.585,     1.265
A51011,     0.000,    62.778,    11.933,     1.193
A51029,     0.000,    79.400,     8.583,     0.609
