TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,7.450500,1,0.03,0.3,0,50,325.2865,5,0.5,2,0,550,86.57700,5,1,8,0,300,6.933000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,4.014000,1,0.03,0.3,0,50,459.2070,5,0.5,2,0,550,48.08900,5,1,8,0,300,3.914000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,20.31600,1,0.03,0.3,0,50,367.4870,5,0.5,2,0,550,113.0050,5,1,8,0,300,14.94850,6,0.5,1,0,100,0,0,0,0,na,na
A11001,6.446000,1,0.03,0.3,0,50,115.7815,5,0.5,2,0,550,127.0985,5,1,8,0,300,14.00700,6,0.5,1,0,100,0,0,0,0,na,na
A24001,7.616000,1,0.03,0.3,0,50,713.1725,5,0.5,2,0,550,46.83750,5,1,8,0,300,3.325500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,2.094500,1,0.03,0.3,0,50,393.6225,5,0.5,2,0,550,65.67149,5,1,8,0,300,6.061000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,2.471000,1,0.03,0.3,0,50,406.7660,5,0.5,2,0,550,126.9935,5,1,8,0,300,12.50950,6,0.5,1,0,100,0,0,0,0,na,na
A24009,1.172500,1,0.03,0.3,0,50,290.2380,5,0.5,2,0,550,76.20650,5,1,8,0,300,6.028000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,7.906000,1,0.03,0.3,0,50,505.8830,5,0.5,2,0,550,59.73150,5,1,8,0,300,4.527000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,5.568000,1,0.03,0.3,0,50,555.4900,5,0.5,2,0,550,92.07550,5,1,8,0,300,7.607000,6,0.5,1,0,100,0,0,0,0,na,na
A24015,3.329500,1,0.03,0.3,0,50,525.5985,5,0.5,2,0,550,95.40800,5,1,8,0,300,8.082000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,1.559500,1,0.03,0.3,0,50,283.2455,5,0.5,2,0,550,77.72700,5,1,8,0,300,10.21300,6,0.5,1,0,100,0,0,0,0,na,na
A24019,4.213000,1,0.03,0.3,0,50,447.1400,5,0.5,2,0,550,79.09200,5,1,8,0,300,7.708000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,3.016000,1,0.03,0.3,0,50,548.9910,5,0.5,2,0,550,94.05650,5,1,8,0,300,6.803000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,5.791000,1,0.03,0.3,0,50,731.3120,5,0.5,2,0,550,92.04500,5,1,8,0,300,11.22000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,2.676500,1,0.03,0.3,0,50,519.1095,5,0.5,2,0,550,122.5550,5,1,8,0,300,11.96500,6,0.5,1,0,100,0,0,0,0,na,na
A24027,2.406000,1,0.03,0.3,0,50,472.8140,5,0.5,2,0,550,111.4845,5,1,8,0,300,10.44450,6,0.5,1,0,100,0,0,0,0,na,na
A24029,4.197500,1,0.03,0.3,0,50,489.9635,5,0.5,2,0,550,55.88000,5,1,8,0,300,3.809000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,2.146000,1,0.03,0.3,0,50,397.7905,5,0.5,2,0,550,112.7920,5,1,8,0,300,10.52000,6,0.5,1,0,100,0,0,0,0,na,na
A24033,1.748500,1,0.03,0.3,0,50,280.8480,5,0.5,2,0,550,79.66350,5,1,8,0,300,6.511500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,5.565000,1,0.03,0.3,0,50,394.6920,5,0.5,2,0,550,87.37849,5,1,8,0,300,6.162500,6,0.5,1,0,100,0,0,0,0,na,na
A24037,3.026500,1,0.03,0.3,0,50,311.5610,5,0.5,2,0,550,66.92400,5,1,8,0,300,4.180500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,7.878000,1,0.03,0.3,0,50,721.1801,5,0.5,2,0,550,51.39350,5,1,8,0,300,4.636000,6,0.5,1,0,100,0,0,0,0,na,na
A24041,7.727500,1,0.03,0.3,0,50,421.9755,5,0.5,2,0,550,85.20550,5,1,8,0,300,7.749500,6,0.5,1,0,100,0,0,0,0,na,na
A24043,4.116000,1,0.03,0.3,0,50,195.4120,5,0.5,2,0,550,165.9955,5,1,8,0,300,14.85150,6,0.5,1,0,100,0,0,0,0,na,na
A24045,11.35150,1,0.03,0.3,0,50,719.4050,5,0.5,2,0,550,79.83150,5,1,8,0,300,8.417999,6,0.5,1,0,100,0,0,0,0,na,na
A24047,5.457000,1,0.03,0.3,0,50,569.8900,5,0.5,2,0,550,77.63651,5,1,8,0,300,11.46150,6,0.5,1,0,100,0,0,0,0,na,na
