TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,10.53200,1.5,20.00000,2.373718,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,2.264912,1.5,20.00000,11.03796,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,1.526116,1.5,20.00000,16.38145,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,8.964489,1.5,20.00000,2.788782,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.017062,1.5,20.00000,12.39427,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,7.452766,1.5,20.00000,3.354460,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,31.98896,1.5,20.00000,0.781520,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,21.88133,1.5,20.00000,1.142527,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.756821,1.5,20.00000,33.03291,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,13.44305,1.5,20.00000,1.859698,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,9.817128,1.5,20.00000,2.546570,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,4.397408,1.5,20.00000,5.685164,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.609813,1.5,20.00000,40.99613,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,11.90841,1.5,20.00000,2.099357,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,1.724024,1.5,20.00000,14.50096,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,10.73120,1.5,20.00000,2.329655,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,13.09715,1.5,20.00000,1.908811,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,5.050339,1.5,20.00000,4.950162,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,31.46909,1.5,20.00000,0.794430,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
