landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    46.126,    24.243,     3.438
A24009,     0.000,    41.734,    31.149,     3.454
F24009,     0.000,    41.764,    31.259,     3.454
F24037,     0.000,    48.063,    23.132,     3.441
A24033,     0.000,    40.176,    31.619,     3.450
F24033,     0.000,    43.453,    29.840,     3.452
A24003,     0.000,    51.689,    28.598,     3.467
F24003,     0.000,    51.691,    28.531,     3.468
A24027,     0.000,    45.553,    38.849,     3.468
F24027,     0.000,    43.497,    40.551,     3.468
A24031,     0.000,    38.744,    38.378,     3.468
F24031,     0.000,    36.657,    40.382,     3.477
A51073,     0.000,    52.666,    24.787,     3.451
A51115,     0.000,    44.643,    22.737,     3.448
A51119,     0.000,    58.940,    26.815,     3.456
A51199,     0.000,    30.242,    24.216,     3.455
F51199,     0.000,    30.246,    24.220,     3.455
A51095,     0.000,    42.671,    33.776,     3.459
A51097,     0.000,    44.149,    37.895,     3.451
A51127,     0.000,    31.297,    23.610,     3.495
A51830,     0.000,    39.379,    33.944,     3.466
F51095,     0.000,    42.659,    33.758,     3.459
F51830,     0.000,    39.373,    33.991,     3.466
A51650,     0.000,    48.290,    22.396,     3.454
A51735,     0.000,    28.774,    43.998,     3.509
F51650,     0.000,    48.307,    22.398,     3.454
F51735,     0.000,    28.719,    44.151,     3.509
A51101,     0.000,    49.488,    35.939,     3.448
A51033,     0.000,    42.880,    31.767,     3.445
F51033,     0.000,    39.853,    27.627,     3.439
A51177,     0.000,    46.490,    14.664,     3.416
F51177,     0.000,    46.387,    14.290,     3.415
F51101,     0.000,    62.258,    26.857,     3.450
A51109,     0.000,    53.285,    14.798,     3.434
A51003,     0.000,    48.388,    29.342,     3.447
A51065,     0.000,    44.533,    22.261,     3.441
A51075,     0.000,    56.619,    22.290,     3.440
A51103,     0.000,    59.369,    24.175,     3.448
A51133,     0.000,    63.873,    25.520,     3.449
A51057,     0.000,    48.759,    38.556,     3.458
A51159,     0.000,    53.658,    32.392,     3.449
F51159,     0.000,    61.099,    24.926,     3.449
A51099,     0.000,    60.559,    26.026,     3.453
A51630,     0.000,    47.927,    29.829,     3.438
F51057,     0.000,    59.644,    28.351,     3.458
F51099,     0.000,    60.516,    25.966,     3.453
F51630,     0.000,    60.713,    26.708,     3.443
A51047,     0.000,    56.211,    31.421,     3.450
A51061,     0.000,    50.702,    17.929,     3.426
A51157,     0.000,    59.220,    31.246,     3.452
B51061,     0.000,    55.967,    30.617,     3.459
B51157,     0.000,    60.971,    27.787,     3.451
