TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,34.31615,1.5,20.00000,0.728520,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,1.592289,1.5,20.00000,15.70067,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,1.319339,1.5,20.00000,18.94888,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,21.51359,1.5,20.00000,1.162057,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,1.951473,1.5,20.00000,12.81084,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,11.02132,1.5,20.00000,2.268330,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,45.18810,1.5,20.00000,0.553243,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,26.18693,1.5,20.00000,0.954675,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.819524,1.5,20.00000,30.50550,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,29.94393,1.5,20.00000,0.834895,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,24.53541,1.5,20.00000,1.018936,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,7.774241,1.5,20.00000,3.215746,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.544435,1.5,20.00000,45.91917,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,18.08618,1.5,20.00000,1.382272,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,1.008404,1.5,20.00000,24.79164,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,26.07485,1.5,20.00000,0.958777,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,30.97284,1.5,20.00000,0.807159,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,5.225302,1.5,20.00000,4.784411,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,41.84318,1.5,20.00000,0.597469,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,30.45039,1.5,20.00000,0.821006,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,28.56611,1.5,20.00000,0.875163,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,13.73446,1.5,20.00000,1.820239,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.104700,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,1.662463,1.5,20.00000,15.03792,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,99.94352,1.5,20.00000,0.250142,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.318051,1.5,20.00000,78.60371,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,0.364872,1.5,20.00000,68.51733,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,25.93572,1.5,20.00000,0.963922,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,0.691801,1.5,20.00000,36.13758,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,0.551373,1.5,20.00000,45.34129,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36015,50,1.000000,0.959698,1.5,20.00000,26.04986,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36017,50,1.000000,0.458803,1.5,20.00000,54.48966,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36023,50,1.000000,0.477910,1.5,20.00000,52.31111,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
