landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    58.195,     7.241,     1.778
A24009,     0.000,    57.869,     7.398,     2.595
F24009,     0.000,    57.834,     7.503,     2.604
F24037,     0.000,    58.547,     6.552,     1.730
A24033,     0.000,    61.228,     7.040,     2.179
F24033,     0.000,    62.241,     5.912,     2.026
A24003,     0.000,    69.778,     4.408,     2.868
F24003,     0.000,    69.725,     4.388,     2.877
A24027,     0.000,    71.749,    12.269,     3.485
F24027,     0.000,    70.950,    13.148,     3.680
A24031,     0.000,    61.179,    13.087,     3.809
F24031,     0.000,    58.513,    14.455,     4.921
A51073,     0.000,    62.651,     7.462,     2.283
A51115,     0.000,    47.874,     8.952,     2.700
A51119,     0.000,    74.140,     8.597,     2.546
A51199,     0.000,    35.874,    10.233,     3.390
F51199,     0.000,    35.872,    10.237,     3.390
A51095,     0.000,    73.208,     5.941,     1.593
A51097,     0.000,    71.070,    11.689,     2.054
A51127,     0.000,    64.823,     7.398,     3.098
A51830,     0.000,    31.858,    23.694,     5.063
F51095,     0.000,    73.199,     5.935,     1.592
F51830,     0.000,    31.823,    23.769,     5.063
A51650,     0.000,    40.323,    13.321,     3.146
A51735,     0.000,    21.278,    32.837,     7.783
F51650,     0.000,    40.427,    13.299,     3.147
F51735,     0.000,    20.824,    33.298,     7.852
A51101,     0.000,    76.140,    10.921,     1.928
A51033,     0.000,    65.333,    10.911,     2.148
F51033,     0.000,    64.205,     9.370,     2.442
A51177,     0.000,    67.994,     5.994,     3.699
F51177,     0.000,    67.948,     5.934,     3.754
F51101,     0.000,    78.904,     7.984,     2.361
A51109,     0.000,    77.591,     3.703,     2.962
A51003,     0.000,    65.071,    15.726,     4.141
A51065,     0.000,    61.554,     7.522,     2.593
A51075,     0.000,    71.798,     7.315,     2.281
A51103,     0.000,    66.410,    10.334,     3.308
A51133,     0.000,    79.825,     8.922,     2.675
A51057,     0.000,    75.396,    12.041,     2.096
A51159,     0.000,    69.406,    12.297,     2.766
F51159,     0.000,    71.474,     9.372,     3.054
A51099,     0.000,    75.223,     8.645,     2.603
A51630,     0.000,    35.257,    22.640,     3.897
F51057,     0.000,    77.493,     9.122,     2.467
F51099,     0.000,    75.226,     8.565,     2.589
F51630,     0.000,    55.237,    20.273,     4.139
A51047,     0.000,    78.830,    11.165,     2.059
A51061,     0.000,    79.005,     7.133,     3.600
A51157,     0.000,    83.305,    10.649,     1.895
B51061,     0.000,    77.430,    12.626,     2.567
B51157,     0.000,    83.603,     9.351,     1.924
F51061,     0.000,    82.355,     9.201,     1.912
F51157,     0.000,    83.706,     9.833,     1.746
A51113,     0.000,    87.095,    14.337,     2.360
B51113,     0.000,    88.854,    12.022,     2.066
F51113,     0.000,    88.470,    12.738,     1.987
A51079,     0.000,    91.513,    11.991,     1.958
B51079,     0.000,    94.011,     9.838,     1.426
F51079,     0.000,    94.077,    11.294,     1.643
A51137,     0.000,    87.752,    10.868,     2.936
F51137,     0.000,    88.933,    11.074,     2.324
A24005,     0.000,    64.759,    13.560,     3.839
A24510,     0.000,    40.958,    29.534,     6.229
F24005,     0.000,    64.829,    13.887,     3.917
F24510,     0.000,    41.099,    29.281,     6.195
A24013,     0.000,    68.099,    11.115,     2.936
F24013,     0.000,    69.351,     7.459,     3.062
A24025,     0.000,    69.505,    13.378,     3.640
F24025,     0.000,    71.773,    10.607,     3.350
A10001,     0.000,    69.566,     9.168,     2.891
A10005,     0.000,   100.887,    10.377,     5.501
A24011,     0.000,    93.738,     6.717,     2.964
A24019,     0.000,    71.505,     7.453,     3.079
A24045,     0.000,   210.746,     4.319,     0.000
F24019,     0.000,    71.579,     7.466,     3.094
A24047,     0.000,   123.118,     4.422,     2.889
