landseg,for,hvf,hwm,lwm,hom,hyw,pas,hyo,alf,trp,urs,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,nhi,nlo,nho,nhy,npa,nal
A51013,0.15972,0.2847,0.61628,0.47615,0.19843,0.10063,0.106,0.03055,0.05635,0.5697,1.2968,0.47724,1.3628,0.9716,0.1013,0.47724,1.3628,0.1013,0.47724,1.3628,0.9716,0.1013,0.61426,0.47471,0.19623,0.10036,0.10506,0.05634
A51015,0.12569,0.2847,0.8616,0.65655,0.17193,0.14163,0.13642,0.02466,0.05245,0.7275,1.2968,0.21843,0.9052,0.9716,0.1013,0.21843,0.9052,0.1013,0.21843,0.9052,0.9716,0.1013,0.86222,0.65422,0.18123,0.14211,0.13484,0.05382
A51017,0.10086,0.2847,0.73528,0.56774,0.19128,0.08563,0.11104,0.02849,0.05624,0.5926,1.2968,0.27983,0.7209,0.9716,0.1013,0.27983,0.7209,0.1013,0.27983,0.7209,0.9716,0.1013,0.87153,0.67265,0.20633,0.09689,0.12248,0.05674
A51019,0.11144,0.2847,0.69282,0.53842,0.19063,0.08962,0.12801,0.02836,0.05625,0.685,1.2968,0.2638,0.8817,0.9716,0.1013,0.2638,0.8817,0.1013,0.2638,0.8817,0.9716,0.1013,11.07458,7.98648,0.18978,2.06002,0.3936,0.05637
A51023,0.10765,0.2847,0.7756,0.60096,0.18933,0.09858,0.12049,0.0293,0.0563,0.6429,1.2968,0.29286,0.7377,0.9716,0.1013,0.29286,0.7377,0.1013,0.29286,0.7377,0.9716,0.1013,0.78799,0.61431,0.1899,0.09974,0.11407,0.05668
A51029,0.11308,0.2847,0.63997,0.47452,0.19742,0.26628,0.14654,0.03002,0.0563,0.7378,1.2968,0.26131,0.8582,0.9716,0.1013,0.26131,0.8582,0.1013,0.26131,0.8582,0.9716,0.1013,1.22118,0.89121,0.22845,0.50112,0.17559,0.05647
A51031,0.111,0.2847,0.40967,0.34392,0.16248,0.09725,0.12817,0.02992,0.05625,0.6792,1.2968,0.26149,0.8612,0.9716,0.1013,0.26149,0.8612,0.1013,0.26149,0.8612,0.9716,0.1013,0.39071,0.32761,0.16324,0.09669,0.1253,0.05683
A51033,0.12572,0.2847,0.42534,0.33155,0.18123,0.08737,0.11379,0.02932,0.05471,0.6505,1.2968,0.22219,0.9793,0.9716,0.1013,0.22219,0.9793,0.1013,0.22219,0.9793,0.9716,0.1013,0.78613,0.59415,0.20796,2.33299,0.13839,0.05562
A51036,0.11678,0.2847,0.52926,0.40827,0.17693,0.08253,0.12939,0.03036,0.05355,0.6673,1.2968,0.2738,1.0259,0.9716,0.1013,0.2738,1.0259,0.1013,0.2738,1.0259,0.9716,0.1013,6.19971,4.46848,0.24021,13.01181,0.22592,0.0634
A51041,0.11907,0.2847,0.50314,0.3777,0.18171,0.18333,0.14415,0.02978,0.05275,0.7345,1.2968,0.21939,1.0095,0.9716,0.1013,0.21939,1.0095,0.1013,0.21939,1.0095,0.9716,0.1013,0.61878,0.43618,0.19289,0.16768,0.13391,0.05665
A51043,0.12218,0.2847,0.72564,0.56078,0.20157,0.09789,0.13037,0.02885,0.05505,0.6571,1.2968,0.20115,0.8412,0.9716,0.1013,0.20115,0.8412,0.1013,0.20115,0.8412,0.9716,0.1013,2.91003,2.20689,0.20259,1.16812,0.26491,0.05564
A51045,0.10861,0.2847,0.68341,0.52925,0.19207,0.0856,0.11619,0.02857,0.05619,0.6178,1.2968,0.30583,0.7283,0.9716,0.1013,0.30583,0.7283,0.1013,0.30583,0.7283,0.9716,0.1013,0.70965,0.55448,0.21768,0.09452,0.12879,0.05663
A51047,0.11819,0.2847,0.53358,0.39793,0.18872,0.09382,0.13756,0.02858,0.05613,0.7275,1.2968,0.24165,0.9089,0.9716,0.1013,0.24165,0.9089,0.1013,0.24165,0.9089,0.9716,0.1013,3.61912,2.68496,0.18545,1.8584,0.2748,0.05703
A51049,0.11053,0.2847,0.87275,0.66323,0.20047,0.8423,0.16763,0.03035,0.05616,0.8249,1.2968,0.25899,0.8768,0.9716,0.1013,0.25899,0.8768,0.1013,0.25899,0.8768,0.9716,0.1013,1.31104,0.96516,0.20461,1.45715,0.16298,0.05657
A51053,0.15951,0.2847,0.5806,0.43333,0.17733,1.10314,0.18497,0.03048,0.05626,0.775,1.2968,0.25993,0.9835,0.9716,0.1013,0.25993,0.9835,0.1013,0.25993,0.9835,0.9716,0.1013,2.24916,1.69616,0.21292,3.95041,0.35437,0.0581
A51057,0.12874,0.2847,0.38801,0.39292,0.24265,0.08703,0.10756,0.02779,0.05428,0.6739,1.2968,0.236,0.9942,0.9716,0.1013,0.236,0.9942,0.1013,0.236,0.9942,0.9716,0.1013,4.65864,2.44273,0.25465,5.74899,0.20699,0.05871
A51059,0.14321,0.2847,0.72506,0.55814,0.18926,0.12816,0.15762,0.03019,0.05604,0.8258,1.2968,0.23176,1.189,0.9716,0.1013,0.23176,1.189,0.1013,0.23176,1.189,0.9716,0.1013,0.93209,0.73224,0.17866,0.12628,0.14698,0.05629
A51061,0.12381,0.2847,0.58438,0.45218,0.20154,0.11125,0.13638,0.03036,0.05607,0.6865,1.2968,0.25834,0.9337,0.9716,0.1013,0.25834,0.9337,0.1013,0.25834,0.9337,0.9716,0.1013,2.18583,1.64824,0.21289,1.99317,0.34375,0.05707
A51065,0.11471,0.2847,0.47362,0.36799,0.171,0.08406,0.12877,0.02896,0.0556,0.6621,1.2968,0.21797,0.879,0.9716,0.1013,0.21797,0.879,0.1013,0.21797,0.879,0.9716,0.1013,1.10664,0.79796,0.1849,0.45349,0.16954,0.05702
A51069,0.12124,0.2847,0.68035,0.52773,0.2027,0.09008,0.12531,0.02932,0.05552,0.6452,1.2968,0.21529,0.8238,0.9716,0.1013,0.21529,0.8238,0.1013,0.21529,0.8238,0.9716,0.1013,1.82837,1.43701,0.20134,1.61345,0.14263,0.05694
A51071,0.11403,0.2847,0.69232,0.53809,0.21643,0.08744,0.12171,0.02956,0.05627,0.6103,1.2968,0.35617,0.7933,0.9716,0.1013,0.35617,0.7933,0.1013,0.35617,0.7933,0.9716,0.1013,0.41679,0.35458,0.26663,0.09929,0.13886,0.05639
A51073,0.1161,0.2847,0.4492,0.35175,0.18448,0.08781,0.14283,0.03061,0.0563,0.7472,1.2968,0.44207,1.0597,0.9716,0.1013,0.44207,1.0597,0.1013,0.44207,1.0597,0.9716,0.1013,0.45341,0.35337,0.16821,0.07416,0.13809,0.05664
A51075,0.11635,0.2847,0.5393,0.41718,0.1968,0.10344,0.1445,0.03028,0.05623,0.7336,1.2968,0.25181,0.9141,0.9716,0.1013,0.25181,0.9141,0.1013,0.25181,0.9141,0.9716,0.1013,7.04979,4.86699,0.20292,1.62686,0.36654,0.05685
A51079,0.11742,0.2847,0.71656,0.55717,0.19906,0.1068,0.13909,0.0297,0.05617,0.7249,1.2968,0.32365,1.0221,0.9716,0.1013,0.32365,1.0221,0.1013,0.32365,1.0221,0.9716,0.1013,2.6939,2.02635,0.2034,1.23484,0.43492,0.05662
A51085,0.12498,0.2847,0.45496,0.3199,0.1718,0.08757,0.14459,0.0301,0.05608,0.7685,1.2968,0.24062,1.0104,0.9716,0.1013,0.24062,1.0104,0.1013,0.24062,1.0104,0.9716,0.1013,0.56354,0.38658,0.16873,0.08944,0.14734,0.0565
A51087,0.12829,0.2847,0.45947,0.35044,0.20041,0.09433,0.14069,0.03044,0.05425,0.7053,1.2968,0.26689,1.1268,0.9716,0.1013,0.26689,1.1268,0.1013,0.26689,1.1268,0.9716,0.1013,1.03695,0.85405,0.22003,0.61315,0.18791,0.05515
A51091,0.1127,0.2847,0.76262,0.58886,0.2159,0.1306,0.11075,0.03045,0.05627,0.5787,1.2968,0.36843,0.8506,0.9716,0.1013,0.36843,0.8506,0.1013,0.36843,0.8506,0.9716,0.1013,0.60531,0.52526,0.22183,0.14306,0.09916,0.05664
A51093,0.01022,0.2847,0.5659,0.39917,0.15279,0.06625,0.15697,0.03062,0.0563,0.8496,1.2968,0.22357,1.0472,0.9716,0.1013,0.22357,1.0472,0.1013,0.22357,1.0472,0.9716,0.1013,0.52749,0.37595,0.16091,0.09006,0.15731,0.05643
A51095,0.11772,0.2847,0.52567,0.40639,0.1934,0.091,0.15122,0.03051,0.05581,0.7756,1.2968,0.43119,1.0284,0.9716,0.1013,0.43119,1.0284,0.1013,0.43119,1.0284,0.9716,0.1013,0.64388,0.50323,0.20874,0.12486,0.16381,0.06365
A51097,0.12083,0.2847,0.51001,0.41883,0.21082,0.08863,0.11695,0.02751,0.05348,0.629,1.2968,0.2059,0.9766,0.9716,0.1013,0.2059,0.9766,0.1013,0.2059,0.9766,0.9716,0.1013,2.41072,1.62971,0.17893,1.4098,0.29296,0.05497
A51099,0.12146,0.2847,0.41312,0.36335,0.19709,0.09582,0.13521,0.0304,0.05628,0.6957,1.2968,0.38978,1.0149,0.9716,0.1013,0.38978,1.0149,0.1013,0.38978,1.0149,0.9716,0.1013,2.02948,1.47509,0.21199,2.0405,0.25881,0.05665
A51101,0.1233,0.2847,0.41119,0.34025,0.17964,0.08744,0.14213,0.02872,0.0547,0.7154,1.2968,0.21171,0.9947,0.9716,0.1013,0.21171,0.9947,0.1013,0.21171,0.9947,0.9716,0.1013,2.39097,1.58831,0.15315,2.19415,0.19086,0.05623
A51103,0.12261,0.2847,0.45574,0.3589,0.19771,0.07542,0.13177,0.03064,0.0563,0.6708,1.2968,0.42724,1.0867,0.9716,0.1013,0.42724,1.0867,0.1013,0.42724,1.0867,0.9716,0.1013,0.44032,0.34677,0.23064,0.09181,0.13175,0.05688
A51107,0.1283,0.2847,0.35807,0.32327,0.19113,0.11106,0.13746,0.02979,0.05608,0.6989,1.2968,0.2573,0.9842,0.9716,0.1013,0.2573,0.9842,0.1013,0.2573,0.9842,0.9716,0.1013,2.28929,1.648,0.17945,2.82805,0.37481,0.05775
A51109,0.11352,0.2847,0.62062,0.48111,0.20237,0.14708,0.15531,0.03049,0.05618,0.7495,1.2968,0.27513,0.918,0.9716,0.1013,0.27513,0.918,0.1013,0.27513,0.918,0.9716,0.1013,5.95535,4.49587,0.20229,1.83779,0.43097,0.05679
A51113,0.11862,0.2847,0.5981,0.46145,0.19472,0.10166,0.14037,0.02796,0.05609,0.7448,1.2968,0.29757,0.9631,0.9716,0.1013,0.29757,0.9631,0.1013,0.29757,0.9631,0.9716,0.1013,4.90562,3.78177,0.1978,1.142,0.33715,0.05674
A51115,0.10666,0.2847,0.43409,0.33631,0.18016,0.08576,0.13513,0.03055,0.0563,0.696,1.2968,0.41968,0.9414,0.9716,0.1013,0.41968,0.9414,0.1013,0.41968,0.9414,0.9716,0.1013,0.46366,0.35309,0.17508,0.10515,0.13944,0.05768
A51119,0.11393,0.2847,0.39517,0.30529,0.16982,0.08991,0.13692,0.03054,0.0563,0.6844,1.2968,0.40927,0.9925,0.9716,0.1013,0.40927,0.9925,0.1013,0.40927,0.9925,0.9716,0.1013,1.55948,1.27842,0.16523,4.0988,0.26405,0.05709
A51121,0.10924,0.2847,0.77442,0.60012,0.17623,0.09257,0.11986,0.02743,0.05596,0.6461,1.2968,0.23817,0.7418,0.9716,0.1013,0.23817,0.7418,0.1013,0.23817,0.7418,0.9716,0.1013,0.754,0.58521,0.17809,0.09533,0.1206,0.05671
A51125,0.11158,0.2847,0.47592,0.36481,0.19957,0.08417,0.11903,0.02823,0.05601,0.6412,1.2968,0.37463,0.8971,0.9716,0.1013,0.37463,0.8971,0.1013,0.37463,0.8971,0.9716,0.1013,0.57102,0.42296,0.20435,0.08712,0.12024,0.05651
A51127,0.12097,0.2847,0.4665,0.35679,0.19178,0.0882,0.11819,0.03022,0.05355,0.6284,1.2968,0.26503,0.9941,0.9716,0.1013,0.26503,0.9941,0.1013,0.26503,0.9941,0.9716,0.1013,1.25537,0.86262,0.18759,0.08244,0.13614,0.0555
A51131,0.1062,0.2847,0.43083,0.33346,0.24976,0.0543,0.11432,0.03065,0.05625,0.6079,1.2968,0.44226,0.9477,0.9716,0.1013,0.44226,0.9477,0.1013,0.44226,0.9477,0.9716,0.1013,0.42127,0.32594,0.24356,0.04411,0.08672,0.06122
A51133,0.12223,0.2847,0.49183,0.38325,0.19789,0.08176,0.12617,0.03063,0.0563,0.6581,1.2968,0.41751,1.0582,0.9716,0.1013,0.41751,1.0582,0.1013,0.41751,1.0582,0.9716,0.1013,0.49328,0.38415,0.18857,0.08369,0.11743,0.05732
A51135,0.12546,0.2847,0.72216,0.5586,0.17709,0.54461,0.15689,0.03031,0.05628,0.7736,1.2968,0.24794,0.9635,0.9716,0.1013,0.24794,0.9635,0.1013,0.24794,0.9635,0.9716,0.1013,1.54269,1.2084,0.17683,1.10215,0.17885,0.05654
A51137,0.11555,0.2847,0.59503,0.46133,0.19754,0.10016,0.14336,0.02947,0.05592,0.7288,1.2968,0.25039,0.9473,0.9716,0.1013,0.25039,0.9473,0.1013,0.25039,0.9473,0.9716,0.1013,2.46033,1.86719,0.19356,1.24015,0.36362,0.05606
A51139,0.13922,0.2847,1.30731,1.00609,0.17257,0.40391,0.2027,0.02835,0.09179,1.027,1.2968,0.23421,1.0428,0.9716,0.1013,0.23421,1.0428,0.1013,0.23421,1.0428,0.9716,0.1013,0.86887,0.66796,0.17779,0.3129,0.15257,0.00049
A51145,0.11655,0.2847,0.64116,0.49629,0.20556,0.30096,0.15875,0.03046,0.05623,0.7477,1.2968,0.28549,0.9317,0.9716,0.1013,0.28549,0.9317,0.1013,0.28549,0.9317,0.9716,0.1013,1.31926,0.98243,0.21232,1.69778,0.2294,0.05718
A51147,0.11461,0.2847,0.67445,0.52488,0.17724,0.23796,0.14479,0.03019,0.05624,0.7163,1.2968,0.2346,0.8719,0.9716,0.1013,0.2346,0.8719,0.1013,0.2346,0.8719,0.9716,0.1013,1.46732,1.11135,0.16706,1.16893,0.2009,0.05659
A51149,0.13326,0.2847,0.47566,0.35563,0.17514,0.09271,0.11977,0.02868,0.04978,0.6883,1.2968,0.26893,1.1468,0.9716,0.1013,0.26893,1.1468,0.1013,0.26893,1.1468,0.9716,0.1013,3.76238,2.77553,0.1586,18.84427,0.29482,0.05857
A51153,0.16029,0.2847,0.58519,0.45194,0.22033,0.18462,0.14346,0.03048,0.05625,0.7539,1.2968,0.28697,1.0392,0.9716,0.1013,0.28697,1.0392,0.1013,0.28697,1.0392,0.9716,0.1013,2.53175,1.94432,0.2237,2.43259,0.28523,0.05668
A51157,0.12113,0.2847,0.57472,0.45183,0.19951,0.08655,0.11956,0.02997,0.05628,0.6481,1.2968,0.33256,0.9541,0.9716,0.1013,0.33256,0.9541,0.1013,0.33256,0.9541,0.9716,0.1013,0.68875,0.53209,0.19965,0.08498,0.12124,0.05647
A51159,0.12619,0.2847,0.47996,0.37454,0.18361,0.08273,0.11923,0.03028,0.05613,0.6439,1.2968,0.27111,1.011,0.9716,0.1013,0.27111,1.011,0.1013,0.27111,1.011,0.9716,0.1013,1.071,0.70556,0.17888,0.08273,0.3314,0.05718
A51161,0.10888,0.2847,0.79952,0.61849,0.19787,0.16814,0.13913,0.02875,0.05626,0.7376,1.2968,0.27167,0.7684,0.9716,0.1013,0.27167,0.7684,0.1013,0.27167,0.7684,0.9716,0.1013,0.86471,0.67077,0.18359,0.2066,0.13839,0.05646
A51163,0.10594,0.2847,0.75232,0.58224,0.20225,0.08723,0.11972,0.02677,0.05553,0.6449,1.2968,0.25187,0.7766,0.9716,0.1013,0.25187,0.7766,0.1013,0.25187,0.7766,0.9716,0.1013,0.78534,0.60978,0.19684,0.09216,0.11942,0.05607
A51165,0.14371,0.2847,1.17802,0.90774,0.17723,0.22785,0.20817,0.02803,0.0766,1.087,1.2968,0.20926,1.0735,0.9716,0.1013,0.20926,1.0735,0.1013,0.20926,1.0735,0.9716,0.1013,0.97487,0.7598,0.17803,0.21135,0.18093,0.00025
A51171,0.12572,0.2847,0.8202,0.62973,0.19336,0.23611,0.14346,0.02775,0.05475,0.7605,1.2968,0.20764,0.8729,0.9716,0.1013,0.20764,0.8729,0.1013,0.20764,0.8729,0.9716,0.1013,0.77853,0.60192,0.19395,0.21442,0.14004,0.05551
A51177,0.13472,0.2847,0.55131,0.4314,0.19389,0.18271,0.24842,0.03035,0.05588,0.772,1.2968,0.26383,0.9728,0.9716,0.1013,0.26383,0.9728,0.1013,0.26383,0.9728,0.9716,0.1013,0.58413,0.45637,0.1875,0.18429,0.24765,0.05693
A51179,0.13948,0.2847,0.46225,0.36667,0.20315,0.22205,0.13837,0.03043,0.05622,0.6924,1.2968,0.27531,1.0233,0.9716,0.1013,0.27531,1.0233,0.1013,0.27531,1.0233,0.9716,0.1013,6.16974,5.11892,0.23173,1.98996,0.47654,0.05714
A51181,0.12241,0.2847,0.482,0.36352,0.14943,0.07553,1.05242,0.02728,0.04913,4.9786,1.2968,0.27566,1.0206,0.9716,0.1013,0.27566,1.0206,0.1013,0.27566,1.0206,0.9716,0.1013,1.16445,0.84687,0.15974,0.08102,0.99091,0.05612
A51187,0.11697,0.2847,0.76909,0.5784,0.19527,0.08516,0.1222,0.02809,0.05504,0.6406,1.2968,0.20225,0.8064,0.9716,0.1013,0.20225,0.8064,0.1013,0.20225,0.8064,0.9716,0.1013,0.73349,0.55266,0.15821,0.08206,0.11819,0.05563
A51193,0.12434,0.2847,0.5399,0.4136,0.19602,0.07923,0.11233,0.03022,0.05616,0.6191,1.2968,0.27429,0.9807,0.9716,0.1013,0.27429,0.9807,0.1013,0.27429,0.9807,0.9716,0.1013,2.19744,1.4881,0.18786,2.07366,0.33689,0.05851
A51199,0.1247,0.2847,0.47834,0.36326,0.21065,0.23062,0.21009,0.03053,0.05606,1.085,1.2968,0.44505,1.1144,0.9716,0.1013,0.44505,1.1144,0.1013,0.44505,1.1144,0.9716,0.1013,0.38872,0.27695,0.23822,0.1226,0.24278,0.05786
A51510,0.05461,0.2847,0.51312,0.35811,0.17371,0.07086,0.10446,0.03069,0.0563,0.5612,1.2968,0.17432,1.2047,0.9716,0.1013,0.17432,1.2047,0.1013,0.17432,1.2047,0.9716,0.1013,0.51286,0.35789,0.17266,0.0708,0.10344,0.0563
A51530,0.10267,0.2847,0.62083,0.48904,0.18351,0.08195,0.08436,0.02735,0.05623,0.5164,1.2968,0.23888,0.7705,0.9716,0.1013,0.23888,0.7705,0.1013,0.23888,0.7705,0.9716,0.1013,0.61791,0.48699,0.18134,0.08117,0.08335,0.05623
A51540,0.12244,0.2847,0.56368,0.43899,0.18774,0.08601,0.09028,0.03,0.05621,0.5352,1.2968,0.27647,1.0656,0.9716,0.1013,0.27647,1.0656,0.1013,0.27647,1.0656,0.9716,0.1013,0.56236,0.43806,0.18574,0.08527,0.08933,0.05621
A51550,0.12162,0.2847,0.36508,0.28278,0.2199,0.09278,0.17976,0.03044,0.05623,0.8983,1.2968,0.43582,1.1111,0.9716,0.1013,0.43582,1.1111,0.1013,0.43582,1.1111,0.9716,0.1013,0.35139,0.27406,0.20138,0.08951,0.14325,0.06065
A51570,0.13689,0.2847,0.5379,0.41648,0.17811,0.08934,0.09946,0.03043,0.05598,0.5519,1.2968,0.40065,1.1992,0.9716,0.1013,0.40065,1.1992,0.1013,0.40065,1.1992,0.9716,0.1013,0.53766,0.4163,0.17655,0.08929,0.09857,0.05598
A51580,0.10027,0.2847,0.62664,0.49462,0.21489,0.08295,0.08874,0.02932,0.05629,0.5196,1.2968,0.25591,0.7146,0.9716,0.1013,0.25591,0.7146,0.1013,0.25591,0.7146,0.9716,0.1013,0.62417,0.4929,0.21264,0.08224,0.08776,0.05629
A51600,0.18511,0.2847,0.61136,0.47559,0.20315,0.0933,0.10426,0.03056,0.05626,0.5674,1.2968,0.31171,1.3421,0.9716,0.1013,0.31171,1.3421,0.1013,0.31171,1.3421,0.9716,0.1013,0.6103,0.47484,0.20128,0.09257,0.10343,0.05627
A51610,0.06814,0.2847,0.54606,0.43329,0.19719,0.09334,0.10629,0.03062,0.0525,0.5699,1.2968,0.21765,1.3479,0.9716,0.1013,0.21765,1.3479,0.1013,0.21765,1.3479,0.9716,0.1013,0.54503,0.43246,0.19594,0.09261,0.10532,0.0525
A51630,0.13129,0.2847,0.57911,0.46041,0.19262,0.08938,0.09161,0.03007,0.05543,0.5456,1.2968,0.21257,1.071,0.9716,0.1013,0.21257,1.071,0.1013,0.21257,1.071,0.9716,0.1013,0.57799,0.45966,0.19079,0.08875,0.09071,0.05543
A51650,0.10052,0.2847,0.48035,0.37389,0.16121,0.08046,0.0911,0.02942,0.05629,0.5113,1.2968,0.38645,0.8006,0.9716,0.1013,0.38645,0.8006,0.1013,0.38645,0.8006,0.9716,0.1013,0.48014,0.37373,0.15984,0.08041,0.09011,0.05629
A51660,0.14303,0.2847,0.67621,0.45334,0.15099,0.09249,0.10497,0.02783,0.05583,0.5643,1.2968,0.24126,1.1192,0.9716,0.1013,0.24126,1.1192,0.1013,0.24126,1.1192,0.9716,0.1013,0.67324,0.45124,0.14933,0.09159,0.10394,0.05583
A51670,0.18024,0.2847,0.62056,0.49003,0.20328,0.10035,0.11372,0.03067,0.0563,0.6134,1.2968,0.4848,1.8359,0.9716,0.1013,0.4848,1.8359,0.1013,0.4848,1.8359,0.9716,0.1013,0.62028,0.48982,0.20153,0.10029,0.11291,0.0563
A51678,0.10402,0.2847,0.62065,0.5076,0.21152,0.08222,0.08571,0.02585,0.05458,0.5175,1.2968,0.20664,0.7691,0.9716,0.1013,0.20664,0.7691,0.1013,0.20664,0.7691,0.9716,0.1013,0.61781,0.50563,0.209,0.08145,0.08474,0.05458
A51680,0.11503,0.2847,0.55341,0.429,0.16888,0.08495,0.08522,0.02906,0.05623,0.5289,1.2968,0.25528,0.9114,0.9716,0.1013,0.25528,0.9114,0.1013,0.25528,0.9114,0.9716,0.1013,0.55239,0.4283,0.16729,0.08428,0.08434,0.05624
A51683,0.17875,0.2847,0.59094,0.45674,0.19704,0.09046,0.10335,0.03062,0.05632,0.5537,1.2968,0.448,1.1744,0.9716,0.1013,0.448,1.1744,0.1013,0.448,1.1744,0.9716,0.1013,0.58992,0.45603,0.19528,0.08973,0.10252,0.05632
A51685,0.16204,0.2847,0.59332,0.45853,0.19774,0.09092,0.10361,0.03061,0.05636,0.5553,1.2968,0.45772,1.1991,0.9716,0.1013,0.45772,1.1991,0.1013,0.45772,1.1991,0.9716,0.1013,0.59232,0.45782,0.196,0.0902,0.10279,0.05636
A51700,0.12956,0.2847,0.5178,0.40292,0.17241,0.08747,0.09727,0.03045,0.05607,0.5381,1.2968,0.43564,1.1199,0.9716,0.1013,0.43564,1.1199,0.1013,0.43564,1.1199,0.9716,0.1013,0.51755,0.40274,0.17099,0.08742,0.09632,0.05607
A51710,0.13507,0.2847,0.53128,0.40852,0.17711,0.08912,0.10005,0.03059,0.05626,0.5504,1.2968,0.45657,1.2786,0.9716,0.1013,0.45657,1.2786,0.1013,0.45657,1.2786,0.9716,0.1013,0.53106,0.40836,0.17565,0.08905,0.09911,0.05626
A51730,0.13084,0.2847,0.51666,0.38857,0.16799,0.08812,0.08752,0.02844,0.04991,0.5444,1.2968,0.25441,1.0904,0.9716,0.1013,0.25441,1.0904,0.1013,0.25441,1.0904,0.9716,0.1013,0.5164,0.38837,0.16641,0.08804,0.08666,0.04991
A51735,0.09297,0.2847,0.47824,0.3763,0.1588,0.07958,0.08974,0.028,0.05503,0.5058,1.2968,0.37377,0.7301,0.9716,0.1013,0.37377,0.7301,0.1013,0.37377,0.7301,0.9716,0.1013,0.47798,0.37611,0.15736,0.07952,0.08875,0.05501
A51740,0.13542,0.2847,0.53657,0.41758,0.17805,0.08995,0.10081,0.0306,0.05624,0.553,1.2968,0.45785,1.3132,0.9716,0.1013,0.45785,1.3132,0.1013,0.45785,1.3132,0.9716,0.1013,0.53635,0.41742,0.1766,0.08988,0.09989,0.05624
A51760,0.13792,0.2847,0.54204,0.42692,0.18018,0.09098,0.09873,0.0305,0.05482,0.5575,1.2968,0.27225,1.1882,0.9716,0.1013,0.27225,1.1882,0.1013,0.27225,1.1882,0.9716,0.1013,0.54179,0.42674,0.17859,0.09093,0.09786,0.05483
A51790,0.1196,0.2847,0.64262,0.51615,0.16224,0.08585,0.087,0.02679,0.05505,0.5329,1.2968,0.20636,0.8715,0.9716,0.1013,0.20636,0.8715,0.1013,0.20636,0.8715,0.9716,0.1013,0.63978,0.51422,0.16028,0.08506,0.08606,0.05505
A51800,0.13232,0.2847,0.51429,0.3928,0.13349,0.08392,0.12958,0.03065,0.0561,0.6838,1.2968,0.31697,1.0245,0.9716,0.1013,0.31697,1.0245,0.1013,0.31697,1.0245,0.9716,0.1013,0.53526,0.40901,0.14127,0.08586,0.12525,0.05693
A51810,0.11502,0.2847,0.38686,0.29971,0.21513,0.08353,0.1645,0.03032,0.05613,0.8369,1.2968,0.42509,1.0333,0.9716,0.1013,0.42509,1.0333,0.1013,0.42509,1.0333,0.9716,0.1013,0.38578,0.30629,0.30642,0.09274,0.13145,0.05766
A51820,0.12491,0.2847,0.65237,0.51234,0.23014,0.08705,0.09966,0.02986,0.05626,0.5382,1.2968,0.45116,1.1218,0.9716,0.1013,0.45116,1.1218,0.1013,0.45116,1.1218,0.9716,0.1013,0.64978,0.51048,0.22779,0.08631,0.09878,0.05625
A51830,0.12362,0.2847,0.51681,0.40201,0.17141,0.08763,0.09983,0.03058,0.05601,0.536,1.2968,0.45071,1.1152,0.9716,0.1013,0.45071,1.1152,0.1013,0.45071,1.1152,0.9716,0.1013,0.51657,0.40183,0.16998,0.08758,0.09894,0.05605
A51840,0.12212,0.2847,0.64417,0.51447,0.21563,0.08632,0.09197,0.02905,0.05496,0.5352,1.2968,0.20456,0.8678,0.9716,0.1013,0.20456,0.8678,0.1013,0.20456,0.8678,0.9716,0.1013,0.64142,0.51258,0.21315,0.08555,0.091,0.05496
A54003,0.12458,0.2847,0.54442,0.46375,0.19993,0.0838,0.09408,0.02802,0.05346,0.629,1.2968,0.23016,0.8871,0.9716,0.1013,0.23016,0.8871,0.1013,0.23016,0.8871,0.9716,0.1013,0.52724,0.44977,0.19886,0.08032,0.0963,0.05347
A54023,0.13741,0.2847,0.79241,0.61315,0.2215,0.16109,0.1279,0.03062,0.05636,0.6667,1.2968,0.57085,1.2918,0.9716,0.1013,0.57085,1.2918,0.1013,0.57085,1.2918,0.9716,0.1013,0.74422,0.57881,0.22017,0.14349,0.13072,0.05635
A54027,0.11145,0.2847,0.60351,0.44582,0.20076,0.08917,0.10739,0.02971,0.05569,0.5905,1.2968,0.22395,0.7806,0.9716,0.1013,0.22395,0.7806,0.1013,0.22395,0.7806,0.9716,0.1013,0.58357,0.43112,0.19968,0.08593,0.10527,0.05568
A54031,0.11879,0.2847,1.50012,1.17366,0.21207,0.66038,0.18111,0.0304,0.05609,0.8786,1.2968,0.30206,0.8991,0.9716,0.1013,0.30206,0.8991,0.1013,0.30206,0.8991,0.9716,0.1013,0.488,0.39754,0.20982,0.49318,0.17157,0.05609
A54037,0.12287,0.2847,0.44798,0.36861,0.18945,0.08905,0.08858,0.02607,0.05079,0.6537,1.2968,0.20072,0.8885,0.9716,0.1013,0.20072,0.8885,0.1013,0.20072,0.8885,0.9716,0.1013,0.44286,0.36481,0.18826,0.08687,0.09042,0.05079
A54057,0.11666,0.2847,0.60712,0.49606,0.20164,0.09152,0.10755,0.03003,0.0556,0.5811,1.2968,0.32258,0.9654,0.9716,0.1013,0.32258,0.9654,0.1013,0.32258,0.9654,0.9716,0.1013,0.59336,0.48649,0.19915,0.08564,0.11478,0.0556
