TABLE->,HT-BED-FLAGS,HT-BED-FLAGS,HT-BED-FLAGS,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,HEAT-INIT,HEAT-INIT
SU3_0910_1010,0,na,na,613,49,0.3,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0940_0900,0,na,na,1402,-352,0.1,14.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0800_0850,0,na,na,1040,-260,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0890_0900,0,na,na,1181,-119,0.2,14.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0680_0610,0,na,na,1141,-158,0.2,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0450_0720,0,na,na,1046,115,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0900_0870,0,na,na,790,-509,0.2,14.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0870_0730,0,na,na,733,-1021,0.3,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0370_0490,0,na,na,1135,-125,0.3,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0470_0590,0,na,na,894,113,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0440_0550,0,na,na,1027,85,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0640_0630,0,na,na,1386,126,0.2,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0490_0530,0,na,na,971,-289,0.3,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0330_0560,0,na,na,1189,408,0.1,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0390_0560,0,na,na,1064,284,0.1,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0820_0740,0,na,na,1630,-324,0.1,10.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0510_0570,0,na,na,1161,-33,0.2,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0110_0240,0,na,na,1240,259,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0410_0480,0,na,na,1140,159,0.1,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0560_0590,0,na,na,841,61,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0590_0540,0,na,na,799,18,0.3,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0620_0580,0,na,na,1551,292,0.2,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0840_0831,0,na,na,1361,-364,0.1,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0740_0741,0,na,na,1184,-541,0.2,10.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0280_0430,0,na,na,1223,243,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0120_0260,0,na,na,1320,238,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0360_0460,0,na,na,1015,34,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0240_0350,0,na,na,941,-141,0.85,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0570_0580,0,na,na,1118,-141,0.2,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0580_0630,0,na,na,1041,-218,0.4,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0920_0830,0,na,na,1615,-110,0.2,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0741_0690,0,na,na,977,-748,0.85,10.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0200_0270,0,na,na,1079,98,0.1,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0050_0090,0,na,na,1164,-121,0.1,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0160_0260,0,na,na,1319,236,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0630_0650,0,na,na,956,-303,0.4,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0830_0831,0,na,na,1107,-618,0.2,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0831_0790,0,na,na,1020,-705,0.85,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0790_0770,0,na,na,1007,-718,0.3,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0380_0400,0,na,na,1207,-741,0.1,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0080_0210,0,na,na,1384,-449,0.1,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0260_0350,0,na,na,1012,-71,0.4,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0350_0420,0,na,na,910,-31,0.4,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0070_0090,0,na,na,1173,-113,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0090_0170,0,na,na,1048,67,0.3,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0770_0690,0,na,na,986,-739,0.3,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0690_0650,0,na,na,958,-302,0.4,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0650_0530,0,na,na,935,-325,0.5,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0170_0270,0,na,na,1009,28,0.3,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0290_0291,0,na,na,1550,-399,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0060_0190,0,na,na,1238,-595,0.1,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0270_0430,0,na,na,933,-48,0.4,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0210_0300,0,na,na,1048,-786,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0130_0250,0,na,na,1109,-725,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0430_0420,0,na,na,882,-98,0.4,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0530_0610,0,na,na,871,-61,0.5,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0610_0600,0,na,na,795,-136,0.5,15.84375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0420_0500,0,na,na,850,-92,0.5,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0291_0320,0,na,na,1092,-856,0.85,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0010_0190,0,na,na,1271,-15,0.3,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0600_0750,0,na,na,754,-177,0.5,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0190_0300,0,na,na,1035,54,0.3,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0300_0310,0,na,na,987,7,0.4,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0150_0220,0,na,na,1458,-490,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0100_0230,0,na,na,1463,-371,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0320_0340,0,na,na,1046,-902,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0040_0180,0,na,na,1319,-515,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0020_0140,0,na,na,1333,-500,0.2,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0030_0140,0,na,na,1168,-666,0.85,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0140_0180,0,na,na,1155,-679,0.3,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0180_0230,0,na,na,1117,-717,0.3,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0230_0220,0,na,na,1087,-746,0.4,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0220_0250,0,na,na,1061,-772,0.4,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU4_0250_0340,0,na,na,1020,-813,0.4,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0340_0310,0,na,na,986,-963,0.5,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0310_0400,0,na,na,966,-15,0.5,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0400_0460,0,na,na,956,-25,0.5,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU5_0460_0480,0,na,na,946,-34,0.5,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU6_0480_0520,0,na,na,891,-51,0.6,14.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU6_0520_0500,0,na,na,830,-112,0.6,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU6_0500_0550,0,na,na,812,-130,0.6,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0550_0540,0,na,na,792,11,0.7,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0540_0720,0,na,na,763,-18,0.7,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0720_0750,0,na,na,736,-564,0.7,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0750_0850,0,na,na,715,-585,0.5,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0850_0730,0,na,na,699,-601,0.7,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0730_0860,0,na,na,671,-629,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0860_0960,0,na,na,628,-672,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0960_0950,0,na,na,607,43,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0950_1010,0,na,na,592,28,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_1010_0980,0,na,na,572,8,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_0980_1120,0,na,na,546,-18,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_1120_1140,0,na,na,523,5,0.7,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_1140_1420,0,na,na,499,-20,0.7,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU7_1420_1590,0,na,na,464,-511,0.7,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1590_1620,0,na,na,449,-526,0.8,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1620_1610,0,na,na,446,-529,0.8,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU8_1610_1530,0,na,na,441,-261,0.8,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1570_1640,0,na,na,1089,-120,0.1,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1560_1460,0,na,na,974,-235,0.1,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1180_1190,0,na,na,1489,-301,0.1,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1160_1260,0,na,na,964,-612,0.1,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1190_1410,0,na,na,748,-195,0.2,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1040_1220,0,na,na,966,-610,0.3,11.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1030_1060,0,na,na,1340,-451,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1070_1060,0,na,na,1522,-269,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1250_1340,0,na,na,987,-589,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1220_1320,0,na,na,600,-976,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1060_1260,0,na,na,800,-990,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1260_1300,0,na,na,549,-393,0.4,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1080_1350,0,na,na,1173,-403,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW0_1520_1600,0,na,na,991,-770,0.1,11.31250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1000_1110,0,na,na,1310,-415,0.2,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_0880_0930,0,na,na,1656,-297,0.2,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1100_1130,0,na,na,1486,-468,0.2,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1910_1890,0,na,na,1050,-275,0.1,9.750000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1050_0930,0,na,na,1697,-256,0.2,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1600_1580,0,na,na,672,-873,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1090_1091,0,na,na,1402,-552,0.3,11.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1770_1690,0,na,na,1036,-288,0.2,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_0930_1110,0,na,na,1076,-649,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1110_1150,0,na,na,813,-912,0.4,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1890_1830,0,na,na,884,-441,0.1,9.750000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1130_1390,0,na,na,754,-791,0.85,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1920_1750,0,na,na,1650,-110,0.3,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1830_1690,0,na,na,769,-556,0.1,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1150_1350,0,na,na,692,-884,0.4,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1350_1470,0,na,na,561,-1015,0.5,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1690_1660,0,na,na,610,-715,0.85,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1360_1430,0,na,na,1148,-600,0.2,14.28125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1390_1330,0,na,na,707,-838,0.3,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1091_1380,0,na,na,899,-783,0.85,11.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1660_1580,0,na,na,604,-721,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1870_1800,0,na,na,1481,-163,0.3,13.50000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1750_1540,0,na,na,1156,-604,0.3,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW1_1170_1270,0,na,na,1364,-317,0.1,11.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1240_1270,0,na,na,1346,-335,0.2,11.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1380_1490,0,na,na,830,-851,0.3,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1580_1440,0,na,na,567,-652,0.3,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_1950_1940,0,na,na,1494,-169,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1800_1650,0,na,na,1117,-527,0.3,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW2_2020_1940,0,na,na,1537,-328,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1270_1370,0,na,na,945,-737,0.3,11.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW3_1370_1430,0,na,na,843,-838,0.3,14.28125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1940_1860,0,na,na,1250,-394,0.4,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1860_1720,0,na,na,1194,-450,0.85,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1430_1490,0,na,na,782,-899,0.4,14.28125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1490_1400,0,na,na,720,-961,0.4,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW4_1720_1650,0,na,na,1140,-504,0.4,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1650_1540,0,na,na,969,-675,0.5,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW5_1540_1400,0,na,na,766,-878,0.5,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1400_1330,0,na,na,669,-876,0.6,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1330_1230,0,na,na,648,-897,0.6,13.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1230_1440,0,na,na,586,-959,0.6,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW6_1440_1470,0,na,na,529,-690,0.6,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1470_1340,0,na,na,518,-424,0.7,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1340_1320,0,na,na,508,-434,0.7,12.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1320_1300,0,na,na,495,-447,0.7,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1300_1410,0,na,na,479,-464,0.7,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1410_1460,0,na,na,454,-488,0.7,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SW7_1460_1640,0,na,na,435,-335,0.7,14.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2150_2130,0,na,na,630,-218,0.2,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2110_2170,0,na,na,851,-15,0.2,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_1900_1930,0,na,na,807,-240,0.2,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2160_2170,0,na,na,676,-190,0.3,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2170_1970,0,na,na,438,-428,0.3,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ1_2280_2450,0,na,na,895,-242,0.1,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2040_1980,0,na,na,1068,-441,0.3,10.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2580_2500,0,na,na,961,-149,0.2,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2500_2450,0,na,na,608,-529,0.2,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2570_2660,0,na,na,1099,-378,0.2,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2450_2120,0,na,na,563,-574,0.3,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2250_2230,0,na,na,1091,-418,0.3,13.28125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2530_2820,0,na,na,1483,-80,0.2,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_1980_2060,0,na,na,710,-427,0.3,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ3_2230_2060,0,na,na,753,-756,0.3,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2900_2740,0,na,na,1476,-87,0.2,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2060_2010,0,na,na,628,-509,0.4,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2010_2210,0,na,na,590,-547,0.4,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ2_2820_2740,0,na,na,1109,-368,0.2,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2740_2660,0,na,na,973,-334,0.4,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2660_2360,0,na,na,830,-476,0.4,15.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2360_2340,0,na,na,597,-540,0.85,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ4_2340_2210,0,na,na,590,-547,0.4,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2210_2320,0,na,na,567,-570,0.5,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2320_2120,0,na,na,540,-597,0.5,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ5_2120_1930,0,na,na,484,-563,0.5,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ6_1930_1970,0,na,na,425,-441,0.6,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SJ6_1970_2130,0,na,na,390,-476,0.6,16.79688,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2721_2720,0,na,na,351,36,0.1,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2750_2720,0,na,na,380,-229,0.2,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2410_2700,0,na,na,331,-127,0.2,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2390_2420,0,na,na,408,-50,0.1,13.50000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2300_2520,0,na,na,446,-12,0.2,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2190_2350,0,na,na,446,-12,0.1,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL2_2200_2350,0,na,na,522,63,0.2,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2831_2830,0,na,na,515,-94,0.85,16.98438,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2460_2430,0,na,na,595,-14,0.3,15.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2350_2470,0,na,na,297,-161,0.3,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2770_2730,0,na,na,528,-81,0.1,14.21875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL0_2180_2220,0,na,na,418,-191,0.1,15.15625,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2470_2420,0,na,na,251,-207,0.3,17.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2420_2700,0,na,na,205,-253,0.3,17.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL3_2400_2440,0,na,na,667,-369,0.3,17.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2830_2760,0,na,na,477,-132,0.1,16.98438,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2760_2730,0,na,na,413,-196,0.1,16.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SL1_2000_2090,0,na,na,487,-190,0.1,15.15625,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
