LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0.29496,0.07116,0.00185,0.089,0.09307,1.6912,0.44203,2e-05,0.27284,0.00133,0.00995,0.00713,2.67344,0.18745,2.73523,0,0,0,0
A24009,0.09589,0.11151,0.00229,0.14058,0.03396,2.12041,1.0972,0,0.27222,0.00067,0.03037,0.00147,2.62876,0.20355,2.75212,0,0,0,0
F24009,0.0966,0.1107,0.00216,0.14027,0.03237,2.11894,1.07569,0,0.27176,0.00068,0.03019,0.00154,2.63466,0.19523,2.74678,0,0,0,0
F24037,0.62253,0.0881,0.00193,0.08389,0.22894,2.20447,0.34417,6e-05,0.4041,0.00219,0.00958,0.01343,4.07607,0.1896,4.05332,0,0,0,0
A24033,0.12012,0.09009,0.00186,0.11108,0.0312,1.73837,1.10068,0,0.22668,0.00069,0.02073,0.00253,2.10186,0.24271,2.28554,0,0,0,0
F24033,0.22528,0.10318,0.00191,0.1378,0.05473,2.135,0.90474,1e-05,0.30232,0.00075,0.02302,0.00532,2.90746,0.23907,3.04597,0,0,0,0
A24003,0.24029,0.14807,0.00197,0.18754,0.07857,3.34623,1.11782,1e-05,0.44887,0.00058,0.05589,0.00728,4.41213,0.27668,4.53997,0,0,0,0
F24003,0.23784,0.14831,0.00195,0.1874,0.07801,3.34753,1.11032,1e-05,0.44869,0.00058,0.05554,0.00754,4.41303,0.27463,4.53763,0,0,0,0
A24027,0.05828,0.17562,0.00161,0.14768,0.01812,2.35637,1.88439,0,0.27745,0.00053,0.07425,0.00343,2.59967,0.2588,2.81841,0,0,0,0
F24027,0.02969,0.18347,0.00156,0.1198,0.00954,2.13851,2.09633,0,0.24143,0.00053,0.15453,0.00256,2.22273,0.25134,2.45422,0,0,0,0
A24031,0.03079,0.16173,0.00158,0.10835,0.00916,1.93536,1.82199,0,0.22121,0.00053,0.10884,0.00236,2.01361,0.25719,2.24379,0,0,0,0
F24031,0.02689,0.16567,0.00156,0.09987,0.00886,1.93024,2.86158,0,0.20227,0.00047,0.20932,0.0013,1.75184,0.28331,2.10338,0,0,0,0
A51073,0.20708,0.14321,0.00194,0.15814,0.08464,3.13447,0.66025,1e-05,0.44076,0.0013,0.03181,0.00768,4.36739,0.27064,4.43515,0,0,0,0
A51115,0.20652,0.14759,0.00194,0.10823,0.07925,2.93388,0.593,2e-05,0.41789,0.00177,0.02227,0.0092,4.12175,0.28291,4.2043,0,0,0,0
A51119,0.2125,0.13278,0.00207,0.16652,0.08769,2.88135,0.6707,1e-05,0.40809,0.00117,0.03354,0.006,4.01334,0.27463,4.10877,0,0,0,0
A51199,0.07815,0.25919,0.00178,0.19995,0.02548,3.40335,1.17532,1e-05,0.44174,0.0033,0.04313,0.00404,4.39638,0.2869,4.46936,0,0,0,0
F51199,0.08519,0.25143,0.00187,0.20014,0.02844,3.39664,1.18823,1e-05,0.44219,0.00314,0.04331,0.00398,4.39339,0.29209,4.4738,0,0,0,0
A51095,0.11017,0.21184,0.00214,0.18571,0.04905,3.18641,0.9589,2e-05,0.42625,0.00492,0.03544,0.00423,4.2475,0.28951,4.33287,0,0,0,0
A51097,0.07569,0.08362,0.00206,0.1114,0.0244,1.63002,1.19235,0,0.20538,0.00052,0.02142,0.00196,1.88765,0.23533,2.07131,0,0,0,0
A51127,0.12567,0.10169,0.00206,0.10935,0.04035,1.87005,0.80343,2e-05,0.26185,0.00316,0.01326,0.00505,2.50658,0.26032,2.65865,0,0,0,0
A51830,0.10102,0.23588,0.0019,0.18332,0.0394,3.382,0.94771,2e-05,0.44539,0.0053,0.03443,0.00439,4.45636,0.29214,4.52893,0,0,0,0
F51095,0.10731,0.21367,0.00214,0.18552,0.04781,3.19001,0.9537,2e-05,0.42602,0.00504,0.03536,0.00426,4.24796,0.28827,4.33121,0,0,0,0
F51830,0.10101,0.23589,0.0019,0.18332,0.0394,3.38202,0.94768,2e-05,0.44539,0.0053,0.03442,0.00439,4.45652,0.29207,4.52909,0,0,0,0
A51650,0.07163,0.22694,0.00176,0.14953,0.03089,2.81067,0.96586,2e-05,0.38247,0.00396,0.0297,0.00541,3.77024,0.28667,3.86926,0,0,0,0
A51735,0.06447,0.22717,0.0017,0.1565,0.02645,2.70216,1.02191,2e-05,0.36901,0.00474,0.04058,0.00381,3.57548,0.34863,3.78337,0,0,0,0
